SOA Code,SOA Name,2015 Default Urban/Rural,Urban,mixed urban/rural,Rural,20 minutes   (Yes / No),30 minutes  (Yes / No),BELFAST,DERRY,ANTRIM,ARMAGH,BALLYMENA,BALLYMONEY,BANBRIDGE,BANGOR,CARRICKFERGUS,COLERAINE,COOKSTOWN,CRAIGAVON,DOWNPATRICK,DUNGANNON,ENNISKILLEN,HOLYWOOD,LARNE,LIMAVADY,LISBURN,LURGAN,NEWRY,NEWTOWNARDS,OMAGH,PORTADOWN,STRABANE
95SS30S1,Wallace Park_1,Urban,2,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,20-30min,>30min
95SS30S2,Wallace Park_2,Urban,4,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,20-30min,>30min
95TT01W1,Ballymaguigan,Rural,-,-,5,N,Y,30-45min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT02W1,Bellaghy,Rural,-,-,6,N,Y,30-45min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT03S1,Castledawson_1,Rural,-,-,5,N,Y,30-45min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT03S2,Castledawson_2,Rural,-,-,4,N,Y,30-45min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT04W1,Draperstown,Rural,-,-,3,N,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT05S1,Glebe_1,Urban,4,-,-,Y,Y,30-45min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT05S2,Glebe_2,Urban,3,-,-,Y,Y,30-45min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT06W1,Gulladuff,Rural,-,-,6,N,N,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT07W1,Knockcloghrim,Mixed urban/rural,-,2,4,N,Y,30-45min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT08W1,Lecumpher,Rural,-,2,4,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT09S1,Lower Glenshane_1,Rural,-,-,3,N,Y,>60min,45-60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT09S2,Lower Glenshane_2,Rural,-,-,3,N,Y,45-60min,45-60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT10W1,Maghera,Rural,-,-,6,N,Y,45-60min,45-60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT11S1,Swatragh_1,Rural,-,-,3,N,Y,45-60min,45-60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT11S2,Swatragh_2,Rural,-,-,3,N,N,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT12W1,Tobermore,Rural,-,-,5,N,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT13S1,Town Parks East_1,Urban,4,-,-,Y,Y,30-45min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT13S2,Town Parks East_2,Urban,4,-,-,Y,Y,30-45min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT14W1,Town Parks West,Urban,6,-,-,Y,Y,30-45min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT15W1,Upperlands,Rural,-,-,6,N,N,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95TT16W1,Valley,Rural,-,-,6,N,Y,45-60min,>60min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU06W1,Dalriada,Urban,4,-,-,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU09W1,Glenariff,Rural,-,-,3,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU14W1,Knocklayd,Urban,5,-,-,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU99C1,Armoy_&_Moss-side and Moyarget,Rural,-,-,4,N,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU99C2,Ballylough_&_Bushmills,Rural,-,-,6,N,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU99C3,Bonamargy and Rathlin_&_Glenshesk,Mixed urban/rural,1,1,2,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU99C4,Carnmoon_&_Dunseverick,Rural,-,-,5,Y,Y,>60min,>60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU99C5,Glenaan_&_Glendun,Rural,-,-,6,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95UU99C6,Glentaisie_&_Kinbane,Mixed urban/rural,4,-,2,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV01S1,Annalong_1,Rural,-,-,4,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV01S2,Annalong_2,Rural,-,-,5,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV02W1,Ballybot,Urban,7,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV03W1,Bessbrook,Rural,-,1,6,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV04W1,Binnian,Rural,-,1,6,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV05S1,Burren and Kilbroney_1,Mixed urban/rural,-,1,3,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV05S2,Burren and Kilbroney_2,Mixed urban/rural,1,3,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV06W1,Camlough,Rural,-,-,7,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV07S1,Clonallan_1,Urban,6,-,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV07S2,Clonallan_2,Urban,2,1,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV08W1,Creggan,Rural,-,-,7,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV09W1,Crossmaglen,Rural,-,-,6,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV10S1,Daisy hill_1,Urban,4,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV10S2,Daisy hill_2,Urban,5,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV11S1,Derryleckagh_1,Mixed urban/rural,2,1,2,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV11S2,Derryleckagh_2,Mixed urban/rural,3,2,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV12S1,Derrymore_1,Mixed urban/rural,1,2,1,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV12S2,Derrymore_2,Urban,3,1,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV13S1,Donaghmore_1,Rural,-,-,4,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV13S2,Donaghmore_2,Rural,-,-,3,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV14S1,Drumalane_1,Urban,4,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV14S2,Drumalane_2,Urban,4,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV15S1,Drumgullion_1,Urban,4,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV15S2,Drumgullion_2,Urban,4,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV16W1,Fathom,Mixed urban/rural,2,1,4,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV17S1,Forkhill_1,Rural,-,-,4,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV17S2,Forkhill_2,Rural,-,-,4,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV18S1,Kilkeel Central_1,Urban,5,-,-,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV18S2,Kilkeel Central_2,Mixed urban/rural,4,1,-,N,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min
95VV19S1,Kilkeel South_1,Urban,3,1,-,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV19S2,Kilkeel South_2,Urban,3,1,-,N,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min
95VV20W1,Lisnacree,Rural,-,-,6,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV21S1,Mayobridge_1,Rural,-,-,3,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV21S2,Mayobridge_2,Rural,-,-,2,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV22W1,Newtownhamilton,Rural,-,-,6,N,N,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95VV23W1,Rostrevor,Rural,-,-,7,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV24S1,Seaview_1,Urban,4,-,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV24S2,Seaview_2,Urban,4,-,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV25S1,Silver Bridge_1,Rural,-,-,4,N,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min
95VV25S2,Silver Bridge_2,Rural,-,-,4,N,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min
95VV26W1,Spelga,Rural,-,-,6,N,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min
95VV27W1,St Mary's,Urban,5,1,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV28S1,St Patrick's_1,Urban,3,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV28S2,St Patrick's_2,Urban,2,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV29W1,Tullyhappy,Rural,-,-,7,Y,Y,30-45min,>60min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV30S1,Windsor Hill_1,Urban,3,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min
95VV30S2,Windsor Hill_2,Urban,3,-,-,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,0-20min,>30min,>30min,>30min,>30min
95WW01S1,Abbey_1,Urban,4,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95WW01S2,Abbey_2,Urban,5,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95WW02S1,Ballyclare North_1,Urban,4,-,-,Y,Y,20-30min,>60min,0-20min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95WW02S2,Ballyclare North_2,Urban,5,-,-,Y,Y,20-30min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95WW03S1,Ballyclare South_1,Urban,6,-,-,Y,Y,0-20min,>60min,0-20min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95WW03S2,Ballyclare South_2,Urban,3,-,-,Y,Y,0-20min,>60min,0-20min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95WW04S1,Ballyduff_1,Urban,5,-,-,Y,Y,0-20min,>60min,20-30min,>30min,20-30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95WW04S2,Ballyduff_2,Urban,4,-,-,Y,Y,0-20min,>60min,0-20min,>30min,20-30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95WW05S1,Ballyhenry_1,Urban,5,-,-,Y,Y,0-20min,>60min,0-20min,>30min,20-30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95WW05S2,Ballyhenry_2,Urban,4,-,-,Y,Y,0-20min,>60min,0-20min,>30min,20-30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95WW06S1,Ballynure_1,Mixed urban/rural,-,1,2,Y,Y,0-20min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95WW06S2,Ballynure_2,Rural,-,-,3,Y,Y,0-20min,>60min,20-30min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95WW07S1,Ballyrobert_1,Rural,-,-,5,Y,Y,0-20min,>60min,0-20min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95WW07S2,Ballyrobert_2,Urban,4,1,-,Y,Y,0-20min,>60min,0-20min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
