MSOA11CD,Proportion,Extent,Score
E02000939,0,0,0
E02000940,0,0,0
E02000941,0,0,0
E02000942,0,0,0
E02000943,0,0,0
E02000944,0,0,0
E02000945,0.25,0,0
E02000946,0,0,0
E02000947,0,0,0
E02000948,0,0,0
E02000949,0,0,0
E02000950,0,0,0
E02000951,0,0,0
E02000952,0,0,0
E02000953,0,0,0
E02000954,0,0,0
E02000955,0,0,0
E02000956,0.25,0.021133866862985264,0
E02000957,0,0,0
E02000958,0,0,0
E02000959,0.25,0,0
E02000960,0,0,0
E02000961,0,0.039498912873957584,0
E02000962,0,0,0
E02000963,0.4,0,0
E02000964,0.16666666666666666,0,0
E02000965,0,0,0
E02000966,0,0,0
E02000967,0,0,0
E02000968,0.875,0.021432894736842102,0
E02000969,0.8,0,0
E02000970,0,0,0
E02000971,0,0,0
E02000972,0,0,0
E02000973,0,0,0
E02000974,0,0,0
E02000975,0,0,0
E02000976,0,0,0
E02000977,0.25,0.09061224061748416,0
E02000978,0,0,0
E02000979,0.2,0.1380235546993012,0
E02000980,0.2,0,0
E02000981,0,0,0
E02000982,0,0,0
E02000983,0.16666666666666666,0.09269656078211223,0
E02000984,0,0,0
E02000985,0,0,0
E02000986,0,0,0
E02000987,0.2,0.05967749004711638,0
E02000988,0.4,0,0
E02000989,0,0,0
E02000990,0,0,0
E02000991,0.2,0.16612280701754384,0
E02000992,0,0,0
E02000993,1,0.20878649477894226,0
E02000994,1,0.26952161021426835,0
E02000995,0.2,0.2141724600561044,0
E02000996,1,0.2880116615188448,0
E02000997,0.5,0.2825356113095494,0
E02000998,1,0.13613675627496505,0
E02000999,1,0.22799705810247609,0
E02001000,0.5,0.3051330776974674,0
E02001001,0.2,0.2160647545830869,0
E02001002,0.3333333333333333,0.25040058148049704,0
E02001003,0,0,0
E02001004,1,0,0
E02001005,1,0.049705720925344185,0
E02001006,0.4,0.00866570846808,0
E02001007,0.14285714285714285,0.09426049266930539,0
E02001008,1,0.041808452823878586,0
E02001009,0.5,0.4511728346709013,0
E02001010,1,0,0
E02001011,0,0,0
E02001012,0.4,0.11745027576052505,0
E02001013,0,0,0
E02001014,0.4,0.055910810155292305,0
E02001015,1,0.1445575671727679,0
E02001016,0.8,0.47928035880406855,0
E02001017,0.14285714285714285,0.08088608208683844,0
E02001018,0,0,0
E02001019,0,0.016522994407638,0
E02001020,0,0,0
E02001021,0,0,0
E02001022,0.2,0.04614715237352217,0
E02001023,0.25,0.15799472854786237,0
E02001024,0,0,0
E02001025,0.6,0.45768935969498054,0
E02001026,0.8333333333333334,0.2714788369525211,0
E02001027,0.25,0.19875060357315305,0
E02001028,0,0,0
E02001029,0.5,0,0
E02001030,0,0,0
E02001031,0.25,0.14597301311222827,0
E02001032,0.2,0.01724140287106185,0
E02001033,0.25,0,0
E02001034,1,0.19219224723359574,0
E02001035,0,0,0
E02001036,0,0,0
E02001037,0,0,0
E02001038,0.25,0.2174212428989499,0
E02001039,0.4,0.3955681282413956,0
E02001040,0.25,0.19423735910648512,0
E02001041,0.2,0,0
E02001042,0,0,0
E02001043,0.25,0.23343542942867854,0
E02001044,0,0,0
E02001045,0.8,0.5258635520377967,0
E02001046,1,0.22533103211264188,0
E02001047,0.6666666666666666,0.3950527690534353,0
E02001048,0.6,0,0
E02001049,0.3333333333333333,0.17494037043677632,0
E02001050,1,0.2573864299894897,0
E02001051,0.8,0.4098304698057247,0
E02001052,0.8333333333333334,0.13788799157954035,0
E02001053,1,0.5352866516029611,0
E02001055,1,0.5483556568496641,0
E02001056,1,0.12420660283629593,0
E02001057,0.6666666666666666,0.6268499868639986,0
E02001059,1,0.37269156847998663,0
E02001061,1,0.11033038647189919,0
E02001062,0.8,0.45466174274413257,0
E02001063,0.25,0,0
E02001064,1,0.17770675963587063,0
E02001065,1,0,0
E02001066,0.6666666666666666,0.08711617365165986,0
E02001067,1,0.021676697136584704,0
E02001068,1,0,0
E02001069,0.6,0.09398315756335589,0
E02001070,0.4,0.15691505791505792,0
E02001071,1,0,0
