dz11_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Housing_decile,Crime_decile
S01000029,6042,6464,6499,6502,6496,6138,678,6466,10,10,10,10,10,2,10,10
S01000030,2448,2296,2327,2669,2655,1268,3652,1972,4,4,4,5,5,6,2,4
S01000031,6174,6069,6245,5135,6292,6086,2027,6103,10,10,10,8,10,4,10,10
S01000032,2591,2883,3089,1360,2020,2552,3662,2510,4,5,5,3,4,6,4,4
S01000033,1519,1611,1860,665,1680,1643,5517,1002,3,3,3,2,3,9,3,2
S01000034,6224,6421,6496,6298,6030,6343,1353,5504,10,10,10,10,10,3,10,9
S01000035,2969,3717,3691,2905,1156,2972,3316,1233,5,6,6,5,2,6,5,2
S01000036,1585,2245,2211,1217,552,2670,2172,1986,3,4,4,2,1,4,5,4
S01000037,2382,3059,2934,2035,2112,2047,2958,279,4,5,5,4,4,5,4,1
S01000038,3264,3554,3414,2465,2461,2361,3931,2131,6,6,6,4,4,7,4,4
S01000039,2536,3315,3155,1678,2103,1708,1154,3429,4,6,5,3,4,2,3,6
S01000040,2909,3490,2849,1758,2086,2045,5930,1688,5,6,5,3,4,10,4,3
S01000041,3925,3834,3627,2592,3588,5624,3883,3712,7,6,6,4,6,6,9,6
S01000042,2431,3436,2465,1234,1360,3161,5270,2612,4,6,4,2,3,9,5,5
S01000043,3619,3098,4628,1958,3750,2651,5143,1379,6,5,8,4,6,8,5,3
S01000044,1350,1407,2031,486,1284,1582,4401,1281,3,3,4,1,2,7,3,2
S01000045,6084,6347,6436,5471,6115,5936,1343,5518,10,10,10,9,10,3,10,9
S01000046,6159,6402,6454,5492,6436,6414,1420,5019,10,10,10,9,10,3,10,8
S01000047,3501,3430,3768,2808,2667,1152,4177,3054,6,6,6,5,5,7,2,5
S01000048,6233,6455,6404,5679,6317,5608,1754,4691,10,10,10,9,10,3,9,8
S01000049,6066,5849,6408,4056,6293,6105,2406,6487,10,9,10,7,10,4,10,10
S01000050,5744,5342,5633,3935,5933,5723,3863,3905,9,9,9,7,10,6,9,7
S01000051,6245,6375,6369,5634,6253,6210,1750,5469,10,10,10,9,10,3,10,9
S01000052,700,686,1272,217,687,1457,3404,1429,2,2,2,1,2,6,3,3
S01000053,4991,4476,5902,2250,5286,4248,3794,4011,8,7,10,4,9,6,7,7
S01000054,6071,5962,6479,3472,6297,6122,2984,5864,10,10,10,6,10,5,10,10
S01000055,1103,1047,1396,644,1058,1794,5342,742,2,2,3,1,2,9,3,2
S01000056,5629,6247,5987,5563,6260,5969,772,4058,9,10,10,9,10,2,10,7
S01000057,784,803,1197,1223,325,1079,4392,240,2,2,2,2,1,7,2,1
S01000058,6181,6213,6210,5151,6145,6266,2385,4450,10,10,10,8,10,4,10,7
S01000059,6141,6424,6267,5783,6371,5960,1940,2900,10,10,10,9,10,3,10,5
S01000060,221,340,269,357,284,1676,2618,226,1,1,1,1,1,5,3,1
S01000061,6244,6358,6385,5862,6303,6273,1799,4544,10,10,10,10,10,3,10,7
S01000062,6179,5778,6146,5772,6086,1799,4048,3356,10,9,10,9,10,7,3,6
S01000063,6340,6263,6317,5163,6202,5102,3309,4860,10,10,10,8,10,6,8,8
S01000064,4322,3863,4162,4184,3834,2057,5752,1352,7,6,7,7,6,9,4,3
S01000065,4475,4483,3893,3704,4151,2087,4130,3117,7,7,6,6,7,7,4,5
S01000066,1971,3727,2352,860,1681,553,5975,57,4,6,4,2,3,10,1,1
S01000067,5885,5369,5401,3732,6157,5301,5017,5220,10,9,9,6,10,8,9,9
S01000068,5945,5624,6324,3866,6225,4702,2920,4933,10,9,10,6,10,5,8,8
S01000069,1290,1495,1647,801,1014,940,5415,539,2,3,3,2,2,9,2,1
S01000070,2059,1920,2075,2535,1895,1795,4188,977,4,3,4,4,3,7,3,2
S01000071,1079,1223,1404,387,1183,1221,4340,1022,2,2,3,1,2,7,2,2
S01000072,3608,4053,4037,3033,4806,4797,761,2133,6,7,7,5,8,2,8,4
S01000073,6394,5752,6042,5538,6251,6272,4539,5806,10,9,10,9,10,7,10,9
S01000074,571,1003,789,267,393,1199,1739,964,1,2,2,1,1,3,2,2
S01000075,5526,5375,5512,5606,4222,2310,5547,1399,9,9,9,9,7,9,4,3
S01000076,6182,6353,6355,6305,6417,6418,1243,5434,10,10,10,10,10,2,10,9
S01000077,6103,6106,5469,5173,6440,4738,3191,4427,10,10,9,8,10,5,8,7
S01000078,1818,2782,1964,530,2812,348,6447,369,3,5,4,1,5,10,1,1
S01000079,6197,6399,6444,4771,5930,2448,3369,3572,10,10,10,8,10,6,4,6
S01000080,5541,4887,5874,4008,5441,1314,5735,2604,9,8,10,7,9,9,3,5
S01000081,6424,6418,6392,5645,6325,5843,3504,4129,10,10,10,9,10,6,9,7
S01000082,1063,1460,2138,340,696,1504,2495,409,2,3,4,1,2,4,3,1
S01000083,6441,6431,6209,5358,6221,3021,5003,4572,10,10,10,9,10,8,5,8
S01000084,1095,2401,1420,263,726,638,5720,131,2,4,3,1,2,9,1,1
S01000085,4082,4763,4453,2872,2337,398,6006,2190,7,8,7,5,4,10,1,4
S01000086,6003,5991,6271,4858,5370,3489,4134,2206,10,10,10,8,9,7,6,4
S01000087,6320,6300,6453,5381,5965,5647,3118,4093,10,10,10,9,10,5,9,7
S01000088,5993,5362,5916,5161,4915,3358,5356,3799,10,9,10,8,8,9,6,6
S01000089,6219,6437,6474,5977,6403,6259,1389,5114,10,10,10,10,10,3,10,8
S01000090,6296,5904,6428,5290,6294,2595,4857,2960,10,10,10,9,10,8,4,5
S01000091,4453,4625,4699,2497,4017,776,5875,2126,7,8,8,4,7,10,2,4
S01000092,5727,5606,5887,5470,4526,920,6159,1656,9,9,10,9,7,10,2,3
S01000093,4405,4461,4063,3823,3970,878,5014,2075,7,7,7,6,7,8,2,4
S01000094,5400,5496,5802,5419,3366,1656,6255,1106,9,9,9,9,6,10,3,2
S01000095,6413,5806,6281,6117,5968,2102,6304,3699,10,9,10,10,10,10,4,6
S01000096,1793,2227,1309,1305,3341,2471,1958,2585,3,4,3,3,6,4,4,4
S01000097,6428,6440,6489,5754,6073,5397,3920,3361,10,10,10,9,10,7,9,6
S01000098,1703,3245,2207,425,2376,584,5639,19,3,5,4,1,4,9,1,1
S01000099,6341,6400,6411,5956,5966,6444,2333,5032,10,10,10,10,10,4,10,8
S01000100,2693,3672,3678,892,4029,2110,5937,23,5,6,6,2,7,10,4,1
S01000101,5991,6381,6387,5627,6209,3560,5787,253,10,10,10,9,10,9,6,1
S01000102,1760,2461,1822,1038,2204,1129,6350,113,3,4,3,2,4,10,2,1
S01000103,6201,6335,6466,6217,5439,828,6431,1044,10,10,10,10,9,10,2,2
S01000104,6302,6487,6484,5283,6450,6315,2102,5061,10,10,10,9,10,4,10,8
S01000105,5784,6377,5875,5137,5678,5760,1408,4165,9,10,10,8,9,3,9,7
S01000106,6439,6419,6482,5967,6500,5750,2914,4752,10,10,10,10,10,5,9,8
S01000107,3020,3998,3806,2789,2526,546,6057,5,5,7,6,5,4,10,1,1
S01000108,2112,2672,3020,1287,2088,753,3437,235,4,5,5,2,4,6,2,1
S01000109,3183,4602,4055,1771,3824,393,6079,2,5,8,7,3,6,10,1,1
S01000110,4189,4037,4941,2440,3371,4308,2950,4055,7,7,8,4,6,5,7,7
S01000111,6241,6142,5988,4547,6167,4644,5194,2921,10,10,10,7,10,8,8,5
S01000112,2947,3423,3143,2326,2168,882,6109,754,5,6,5,4,4,10,2,2
S01000113,6490,6158,6363,6263,6495,5693,5022,4716,10,10,10,10,10,8,9,8
S01000114,2113,2421,2239,2464,1593,2102,2320,1279,4,4,4,4,3,4,4,2
S01000115,2434,2396,2225,2050,2627,1601,4339,2673,4,4,4,4,5,7,3,5
S01000116,6142,6027,6171,6285,4433,521,6176,3205,10,10,10,10,7,10,1,5
S01000117,5618,5019,6315,2352,6472,5629,4249,5135,9,8,10,4,10,7,9,8
S01000118,3216,3768,3273,1762,3060,2142,5346,1207,5,6,6,3,5,9,4,2
S01000119,2176,2563,2242,1342,2341,479,6333,787,4,4,4,3,4,10,1,2
S01000120,5764,4837,5886,5338,6238,1480,5055,2245,9,8,10,9,10,8,3,4
S01000121,3799,4021,2712,2482,4886,4333,3592,4990,6,7,5,4,8,6,7,8
S01000122,1824,2667,1899,1086,1829,2447,2109,1248,3,5,3,2,3,4,4,2
S01000123,5693,6185,5754,5288,5591,5381,1268,5002,9,10,9,9,9,2,9,8
S01000124,4827,5112,5194,3749,3675,278,6221,1507,8,8,8,6,6,10,1,3
S01000125,2496,2744,3537,1718,1661,881,5819,504,4,5,6,3,3,9,2,1
S01000126,1550,1813,2170,521,2245,577,5519,300,3,3,4,1,4,9,1,1
S01000127,6489,6426,6386,6088,6346,6321,4520,4628,10,10,10,10,10,7,10,8
S01000128,4921,5291,5153,4581,4299,286,6149,666,8,9,8,8,7,10,1,2
S01000129,5660,6436,6424,6231,2809,390,6078,1329,9,10,10,10,5,10,1,3
S01000130,3260,4467,3532,1876,2317,631,5479,1072,6,7,6,3,4,9,1,2
S01000131,6130,6063,6152,5132,5757,2013,4334,2919,10,10,10,8,9,7,4,5
S01000132,5229,4949,4825,4249,5304,1225,5548,2463,9,8,8,7,9,9,2,4
S01000133,2068,1940,2171,1760,2609,1928,3209,1361,4,3,4,3,5,5,3,3
S01000134,1223,1291,1460,806,990,1476,4816,1089,2,2,3,2,2,8,3,2
S01000135,1086,1135,839,1282,1133,726,6353,804,2,2,2,2,2,10,2,2
S01000136,1343,2151,2235,341,686,1724,6398,355,3,4,4,1,2,10,3,1
S01000137,3791,3571,4103,2665,3555,1280,6134,1130,6,6,7,5,6,10,2,2
S01000138,4547,5313,4947,2637,4547,562,5593,743,7,9,8,5,7,9,1,2
S01000139,2645,2789,2469,1861,2699,1265,4386,2636,5,5,4,3,5,7,2,5
S01000140,2546,3476,3430,1299,1883,2283,1587,2451,4,6,6,2,3,3,4,4
S01000141,5576,5819,6054,4234,5996,4106,4071,685,9,9,10,7,10,7,7,2
S01000142,883,1008,1044,449,655,870,5494,1865,2,2,2,1,2,9,2,3
S01000143,6422,6307,6459,6188,6307,6433,2594,5407,10,10,10,10,10,4,10,9
S01000144,4900,5455,5118,4519,3548,176,5640,1320,8,9,8,7,6,9,1,3
S01000145,1146,1446,1411,412,1362,3301,2330,1276,2,3,3,1,3,4,6,2
S01000146,1838,3100,2206,348,1948,240,6302,1243,3,5,4,1,3,10,1,2
S01000147,3187,4300,3545,1878,2132,347,6051,1096,5,7,6,3,4,10,1,2
S01000148,888,1582,514,338,2000,931,5979,507,2,3,1,1,4,10,2,1
S01000149,3335,3663,4163,2130,2287,453,6257,1217,6,6,7,4,4,10,1,2
S01000150,2710,2756,2745,2087,1991,1839,6317,1790,5,5,5,4,4,10,3,3
S01000151,1633,1685,1979,701,1906,1970,3607,2117,3,3,4,2,3,6,4,4
S01000152,4195,4585,3314,3258,4933,3609,5095,1158,7,8,6,6,8,8,6,2
S01000153,2913,3979,3288,1642,1548,694,4365,2718,5,7,6,3,3,7,2,5
S01000154,2711,3150,2382,3648,1435,1551,4087,2310,5,5,4,6,3,7,3,4
S01000155,1897,2567,1897,1590,862,1444,6251,1330,3,4,3,3,2,10,3,3
S01000156,2240,2388,3309,1627,1222,439,5522,1012,4,4,6,3,2,9,1,2
S01000157,762,1086,1001,104,1589,2788,3576,402,2,2,2,1,3,6,5,1
S01000158,2209,2746,2689,512,2793,2480,3879,2514,4,5,5,1,5,6,4,4
S01000159,6193,6135,6099,5110,5914,6274,2927,4506,10,10,10,8,10,5,10,7
S01000160,3077,3607,2954,1920,2143,1548,5218,3061,5,6,5,3,4,9,3,5
S01000161,6388,5975,6362,6327,5055,1942,6230,3820,10,10,10,10,8,10,3,6
S01000162,3061,3351,2773,2724,2430,2918,3519,2554,5,6,5,5,4,6,5,4
S01000163,1560,2276,1931,700,820,1009,4950,1501,3,4,3,2,2,8,2,3
S01000164,3645,3734,4610,2425,2628,992,3364,2592,6,6,8,4,5,6,2,4
S01000165,1114,1605,967,657,1177,1436,3468,1118,2,3,2,2,2,6,3,2
S01000166,5709,5950,6174,5164,3480,660,5774,2700,9,10,10,8,6,9,2,5
S01000167,2642,2359,3086,1962,1859,2962,4489,3106,5,4,5,4,3,7,5,5
S01000168,1403,2024,2423,517,443,1175,4913,1531,3,4,4,1,1,8,2,3
S01000169,3374,4229,2739,2768,2863,4812,3298,2275,6,7,5,5,5,6,8,4
S01000170,5820,5812,6020,4311,4876,981,5429,3167,9,9,10,7,8,9,2,5
S01000171,5684,6343,6200,6173,4982,6366,890,4245,9,10,10,10,8,2,10,7
S01000172,4990,5612,5264,3731,3168,2229,2952,4446,8,9,9,6,5,5,4,7
S01000173,2090,2577,2431,1242,1332,2299,3655,2089,4,4,4,2,3,6,4,4
S01000174,6309,6497,6487,6147,6290,6427,1558,6009,10,10,10,10,10,3,10,10
S01000175,3012,3826,3024,3195,1942,990,6184,335,5,6,5,5,3,10,2,1
S01000176,5862,5505,6091,4192,5521,708,4477,5551,10,9,10,7,9,7,2,9
S01000177,5958,5741,6168,4558,4775,4758,4922,2757,10,9,10,8,8,8,8,5
S01000178,2399,2594,2505,2141,1438,1721,5767,1845,4,4,4,4,3,9,3,3
S01000179,351,579,621,71,306,1252,3446,560,1,1,1,1,1,6,2,1
S01000180,2053,2001,2078,1451,1663,1207,6237,2884,4,4,4,3,3,10,2,5
S01000181,1002,1416,1245,1135,334,856,4361,668,2,3,2,2,1,7,2,2
S01000182,1921,2657,2172,1021,877,1653,4743,3118,3,5,4,2,2,8,3,5
S01000183,2106,2445,2980,1556,1431,756,4606,429,4,4,5,3,3,8,2,1
S01000184,5240,5234,5200,4114,3513,4851,5162,2845,9,9,8,7,6,8,8,5
S01000185,959,1531,1211,287,882,1510,4498,465,2,3,2,1,2,7,3,1
S01000186,3755,3485,3860,1829,4846,3927,4010,2653,6,6,6,3,8,7,7,5
S01000187,1972,3148,2166,1413,650,1873,4667,1686,4,5,4,3,1,8,3,3
S01000188,2706,3435,3400,662,3092,927,5350,1725,5,6,6,2,5,9,2,3
S01000189,828,637,1836,1201,228,948,3537,935,2,1,3,2,1,6,2,2
S01000190,1630,2336,1716,1278,905,2076,6193,367,3,4,3,2,2,10,4,1
S01000191,5052,5130,5365,3247,3563,3389,5290,2614,8,8,9,5,6,9,6,5
S01000192,1424,1636,2318,622,871,788,5828,715,3,3,4,1,2,9,2,2
S01000193,1295,1709,1330,718,756,1159,6185,1997,2,3,3,2,2,10,2,4
S01000194,872,1013,1427,446,557,1367,5693,287,2,2,3,1,1,9,3,1
S01000195,863,1375,625,713,919,1654,4056,656,2,3,1,2,2,7,3,2
S01000196,284,430,722,221,38,1917,5811,107,1,1,2,1,1,9,3,1
S01000197,1873,2484,2422,1742,469,1108,4998,2105,3,4,4,3,1,8,2,4
S01000198,387,342,903,242,201,1594,3762,648,1,1,2,1,1,6,3,1
S01000199,689,869,1276,152,562,1511,6261,323,2,2,2,1,1,10,3,1
S01000200,2026,2645,2381,1341,906,1553,5620,1614,4,5,4,3,2,9,3,3
S01000201,2151,2559,2121,929,2591,1768,4762,1979,4,4,4,2,4,8,3,4
S01000202,3452,3629,3974,1745,2967,2003,6421,1278,6,6,7,3,5,10,4,2
S01000203,496,766,916,275,166,1545,4912,219,1,2,2,1,1,8,3,1
S01000204,1404,1731,1129,1516,1470,1890,2926,1335,3,3,2,3,3,5,3,3
S01000205,3178,4098,4243,1580,1771,762,4593,1672,5,7,7,3,3,8,2,3
S01000206,2959,3758,3704,1485,1819,3628,2773,2630,5,6,6,3,3,5,6,5
S01000207,847,905,914,350,1415,1804,4088,1241,2,2,2,1,3,7,3,2
S01000208,396,798,446,391,145,1609,4400,184,1,2,1,1,1,7,3,1
S01000209,275,283,983,61,144,1584,5045,234,1,1,2,1,1,8,3,1
S01000210,430,986,373,176,404,712,6496,291,1,2,1,1,1,10,2,1
S01000211,986,1191,1364,315,1483,994,5183,230,2,2,3,1,3,8,2,1
S01000212,2012,2464,3051,1496,992,1951,2178,1561,4,4,5,3,2,4,3,3
S01000213,1583,2268,1350,2154,1149,1179,5880,133,3,4,3,4,2,10,2,1
S01000214,3576,3951,3236,3396,2232,4439,3267,3783,6,7,5,6,4,6,7,6
S01000215,4493,5061,5634,3498,5415,5507,625,2100,7,8,9,6,9,1,9,4
S01000216,5147,5433,5035,4009,2911,3252,5864,3279,8,9,8,7,5,10,5,6
S01000217,674,1481,689,331,333,1176,5277,360,2,3,2,1,1,9,2,1
S01000218,2802,3425,2024,2926,2222,4089,4797,1645,5,6,4,5,4,8,7,3
S01000219,845,1248,1491,222,346,1133,4890,1372,2,2,3,1,1,8,2,3
S01000220,5477,5954,6393,4190,2506,3087,4159,4361,9,10,10,7,4,7,5,7
S01000221,1671,1642,2125,666,2002,1475,5412,1411,3,3,4,2,4,9,3,3
S01000222,3604,3487,3762,3243,2556,1651,5900,1444,6,6,6,5,4,10,3,3
S01000223,4871,5286,4356,3301,4341,2085,4892,2610,8,9,7,6,7,8,4,5
S01000224,3373,3312,3286,3077,2349,3086,5137,2233,6,6,6,5,4,8,5,4
S01000225,4815,4433,4015,4999,3949,3622,4960,2913,8,7,7,8,7,8,6,5
S01000226,6088,6317,5667,4840,5268,5260,4030,3827,10,10,9,8,9,7,9,6
S01000227,6175,5972,6417,5453,4717,6373,3075,5144,10,10,10,9,8,5,10,8
S01000228,3923,4346,5161,4254,1603,2293,6063,319,7,7,8,7,3,10,4,1
S01000229,2558,2727,2778,2097,1768,3354,4976,1145,4,5,5,4,3,8,6,2
S01000230,4032,4561,4737,3579,2889,1714,2321,1466,7,8,8,6,5,4,3,3
S01000231,6392,6259,5956,5991,5038,5380,5175,4774,10,10,10,10,8,8,9,8
S01000232,2977,2848,3225,3062,2230,1373,4430,1405,5,5,5,5,4,7,3,3
S01000233,3405,3012,4009,2211,2453,2019,4580,4790,6,5,7,4,4,8,4,8
S01000234,6133,6122,5929,5824,4462,4606,4880,2886,10,10,10,9,7,8,8,5
S01000235,6297,5996,5812,5876,5170,5116,5473,3854,10,10,9,10,8,9,8,6
S01000236,5306,5292,4292,4971,4114,5344,4842,3966,9,9,7,8,7,8,9,7
S01000237,5672,6139,5598,4361,4038,5788,3240,4485,9,10,9,7,7,5,9,7
S01000238,6458,6303,6456,6004,4658,4384,5674,5817,10,10,10,10,8,9,7,9
S01000239,6026,6174,5816,4685,5281,5509,3930,3268,10,10,9,8,9,7,9,6
S01000240,5448,5296,5180,4563,3886,3670,6321,2570,9,9,8,8,6,10,6,4
S01000241,6462,6470,6438,6463,5736,6359,3278,5590,10,10,10,10,9,6,10,9
S01000242,5848,6021,6441,5047,3928,1090,4329,3249,9,10,10,8,7,7,2,5
S01000243,6467,6502,6370,4977,5769,5689,5634,5040,10,10,10,8,9,9,9,8
S01000244,3679,4365,3916,3318,2907,2686,2521,1091,6,7,7,6,5,4,5,2
S01000245,5037,4865,4543,4483,3991,5437,3395,4705,8,8,7,7,7,6,9,8
S01000246,6007,5933,5864,4790,4947,3965,3503,5903,10,10,10,8,8,6,7,10
S01000247,6321,6501,5793,5625,4801,5933,4107,6115,10,10,9,9,8,7,10,10
S01000248,6230,6454,6120,5342,4605,3335,3919,5127,10,10,10,9,8,7,6,8
S01000249,5665,5781,5524,4212,4917,4692,2734,6125,9,9,9,7,8,5,8,10
S01000250,5811,6242,6197,5131,5003,6308,3476,1039,9,10,10,8,8,6,10,2
S01000251,6365,6326,6309,6154,5228,6008,2910,6097,10,10,10,10,9,5,10,10
S01000252,6079,6364,6202,4809,4691,3040,3471,4923,10,10,10,8,8,6,5,8
S01000253,6306,6490,6481,6436,5297,6225,2020,5526,10,10,10,10,9,4,10,9
S01000254,5927,6066,6395,5266,5053,5491,2042,3870,10,10,10,9,8,4,9,6
S01000255,5896,6325,6046,4666,4356,2251,2941,5966,10,10,10,8,7,5,4,10
S01000256,4864,4580,5437,2862,5446,4709,2531,3021,8,8,9,5,9,4,8,5
S01000257,5321,5355,5301,4533,4455,5144,3091,2821,9,9,9,7,7,5,8,5
S01000258,6331,6333,6349,6431,5677,6184,2153,5860,10,10,10,10,9,4,10,10
S01000259,6044,6362,6364,6148,5529,6299,1112,6398,10,10,10,10,9,2,10,10
S01000260,5952,6351,6383,5727,3921,5529,1820,6461,10,10,10,9,7,3,9,10
S01000261,6009,5900,5528,5839,4724,5731,3899,3963,10,10,9,9,8,6,9,7
S01000262,5768,5671,5702,5379,4233,4704,5040,2051,9,9,9,9,7,8,8,4
S01000263,3566,4095,3344,2856,4402,5385,1190,3346,6,7,6,5,7,2,9,6
S01000264,3744,4009,3705,2954,2012,2722,5370,3098,6,7,6,5,4,9,5,5
S01000265,3643,4356,3791,2347,2227,2189,4592,2357,6,7,6,4,4,8,4,4
S01000266,3965,4490,4950,2925,3821,4615,787,3422,7,7,8,5,6,2,8,6
S01000267,3782,3868,3598,4273,3033,4996,3427,1013,6,6,6,7,5,6,8,2
S01000268,3046,2567,3463,5222,2959,3961,899,2724,5,4,6,9,5,2,7,5
S01000269,5036,5616,5562,5608,5863,5602,317,6326,8,9,9,9,10,1,9,10
S01000270,4279,4916,4958,4454,4537,3722,339,5859,7,8,8,7,7,1,6,10
S01000271,3185,4109,3631,3056,3131,3099,429,4796,5,7,6,5,5,1,5,8
S01000272,4879,5111,5626,4309,4988,3224,935,3788,8,8,9,7,8,2,5,6
S01000273,3867,3943,4452,6071,4076,5627,316,3367,6,7,7,10,7,1,9,6
S01000274,4040,3984,4916,5125,2590,3716,912,4898,7,7,8,8,4,2,6,8
S01000275,5475,4405,5465,5171,4137,4452,4886,5063,9,7,9,8,7,8,7,8
S01000276,5923,6043,6066,6363,5982,6156,983,6441,10,10,10,10,10,2,10,10
S01000277,4681,4646,5242,3895,4968,5019,1726,1745,8,8,9,6,8,3,8,3
S01000278,2423,1954,3201,2584,1384,5143,3389,3044,4,4,5,4,3,6,8,5
S01000279,5482,5141,6107,6065,5225,2953,1442,3942,9,8,10,10,9,3,5,7
S01000280,4586,5452,5420,4207,4681,4050,375,5490,8,9,9,7,8,1,7,9
S01000281,3879,4826,5117,5355,3260,1720,179,4949,6,8,8,9,6,1,3,8
S01000282,4364,4787,5584,5702,4036,2514,294,4793,7,8,9,9,7,1,4,8
S01000283,4927,5017,5721,5302,5784,3731,468,5170,8,8,9,9,9,1,6,8
S01000284,5051,6292,6382,5650,6003,2489,162,4975,8,10,10,9,10,1,4,8
S01000285,4977,6108,5817,5737,5516,4399,281,3458,8,10,9,9,9,1,7,6
S01000286,4816,4347,3961,4104,4573,3522,5590,3313,8,7,7,7,8,9,6,6
S01000287,5990,5789,5905,5247,6017,5319,2562,4122,10,9,10,9,10,4,9,7
S01000288,6028,6171,6193,4887,4646,5610,2827,5332,10,10,10,8,8,5,9,9
S01000289,4831,3611,4593,5191,4248,4141,4891,3263,8,6,8,8,7,8,7,6
S01000290,2674,2171,2290,3190,2568,3436,4700,3010,5,4,4,5,4,8,6,5
S01000291,6060,5611,5444,4986,5873,5881,4260,4900,10,9,9,8,10,7,10,8
S01000292,5558,4841,5407,4158,5604,5400,5553,2358,9,8,9,7,9,9,9,4
S01000293,4587,3731,4868,3557,5156,3800,6378,782,8,6,8,6,8,10,6,2
S01000294,6323,5839,6013,6294,5413,6263,3459,6304,10,9,10,10,9,6,10,10
S01000295,6395,5985,6122,6040,5793,6212,3568,6487,10,10,10,10,9,6,10,10
S01000296,6412,5620,5930,6019,6284,5879,5569,4562,10,9,10,10,10,9,10,8
S01000297,5257,5589,5052,3787,4763,6166,2407,4802,9,9,8,6,8,4,10,8
S01000298,6229,5795,5896,6013,5625,5843,3604,4404,10,9,10,10,9,6,9,7
S01000299,5264,6198,6297,5286,6149,5004,267,5999,9,10,10,9,10,1,8,10
S01000300,5113,6136,6111,6241,5493,3237,272,4003,8,10,10,10,9,1,5,7
S01000301,5438,6008,6036,6030,5428,4580,628,4604,9,10,10,10,9,1,8,8
S01000302,4688,6131,6246,5710,5692,2444,43,5746,8,10,10,9,9,1,4,9
S01000303,4645,5553,4788,6364,5302,2472,332,3916,8,9,8,10,9,1,4,7
S01000304,5905,6420,6478,6106,5889,6498,685,6276,10,10,10,10,10,2,10,10
S01000305,4755,5273,5312,4807,4311,4351,577,5983,8,9,9,8,7,1,7,10
S01000306,5178,6444,6212,6290,6147,3693,144,5643,8,10,10,10,10,1,6,9
S01000307,5387,5903,6072,4657,5458,6188,682,6249,9,10,10,8,9,2,10,10
S01000308,5271,6081,6306,5895,5217,5372,404,4237,9,10,10,10,9,1,9,7
S01000309,5013,5534,6114,5481,5241,3769,370,4895,8,9,10,9,9,1,6,8
S01000310,6160,6221,6198,5813,5263,5562,2168,5618,10,10,10,9,9,4,9,9
S01000311,6022,6194,6154,4936,6155,5081,5364,723,10,10,10,8,10,9,8,2
S01000312,5319,4626,5824,4014,4266,2079,4501,4351,9,8,9,7,7,7,4,7
S01000313,5806,5436,5660,3905,6215,5513,3237,5379,9,9,9,7,10,5,9,9
S01000314,5700,5926,5707,4705,4134,4568,2711,6201,9,10,9,8,7,5,8,10
S01000315,6372,6250,6304,5185,6189,6432,3176,5716,10,10,10,8,10,5,10,9
S01000316,4227,3995,3812,3227,3103,5467,6145,2940,7,7,6,5,5,10,9,5
S01000317,4381,4173,4864,2457,3207,5151,4625,3565,7,7,8,4,5,8,8,6
S01000318,6503,6477,6497,6483,6449,6298,4126,5804,10,10,10,10,10,7,10,9
S01000319,5740,6086,6413,3519,4857,6079,3286,2782,9,10,10,6,8,6,10,5
S01000320,6220,6230,6390,4262,5643,2913,4058,4980,10,10,10,7,9,7,5,8
S01000321,5652,6154,5940,6058,5600,5772,718,6220,9,10,10,10,9,2,9,10
S01000322,6430,6328,6356,6304,6342,6473,2471,6186,10,10,10,10,10,4,10,10
S01000323,5462,4780,5294,3693,5379,4602,4101,6108,9,8,9,6,9,7,8,10
S01000324,6208,6340,6166,4629,4554,6247,3837,6350,10,10,10,8,7,6,10,10
S01000325,5731,5631,6223,5036,5102,4702,1863,4871,9,9,10,8,8,3,8,8
S01000326,4838,4315,4301,3642,3601,5585,6097,4536,8,7,7,6,6,10,9,7
S01000327,6275,6280,6334,4987,5063,5835,4722,3296,10,10,10,8,8,8,9,6
S01000328,4637,5188,5415,2906,2759,4066,2069,6236,8,8,9,5,5,4,7,10
S01000329,3922,4408,4177,2893,2654,4976,1907,4785,7,7,7,5,5,3,8,8
S01000330,5140,5444,6159,4665,6094,4668,483,5219,8,9,10,8,10,1,8,9
S01000331,4078,4228,3454,4740,3502,3753,2144,3797,7,7,6,8,6,4,6,6
S01000332,5430,5350,5330,5272,6024,6077,2285,1826,9,9,9,9,10,4,10,3
S01000333,5374,6200,6406,6176,6312,4839,249,5209,9,10,10,10,10,1,8,9
S01000334,5213,4756,5316,3730,4414,4850,4263,3716,9,8,9,6,7,7,8,6
S01000335,4571,4543,4980,4983,3854,5859,882,5543,8,7,8,8,6,2,10,9
S01000336,4954,5796,5663,5053,4348,4886,509,5388,8,9,9,8,7,1,8,9
S01000337,5302,6203,6037,5668,5657,4381,359,6033,9,10,10,9,9,1,7,10
S01000338,4431,4342,4894,4823,3017,3850,1526,4865,7,7,8,8,5,3,6,8
S01000339,6019,5542,6047,5394,6027,5152,2420,5370,10,9,10,9,10,4,8,9
S01000340,5278,6202,6266,5482,5840,2443,369,5538,9,10,10,9,9,1,4,9
S01000341,4876,5178,5671,5885,5343,4201,295,6348,8,8,9,10,9,1,7,10
S01000342,3762,3386,3275,3453,4235,4043,3313,2890,6,6,6,6,7,6,7,5
