dz11_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Housing_decile,Crime_decile
S01005452,5998,5916,5197,4772,6431,6229,2935,6289,10,10,8,8,10,5,10,10
S01005453,4313,3330,4304,4414,2567,5547,5305,5189,7,6,7,7,4,9,9,8
S01005454,5094,4700,5147,3120,5827,3651,4699,2142,8,8,8,5,9,8,6,4
S01005455,3530,3553,3237,1701,4565,2911,6338,1888,6,6,5,3,8,10,5,3
S01005456,5805,4661,5381,5043,5229,3137,5821,5823,9,8,9,8,9,9,5,9
S01005457,2657,2541,2746,1677,2870,1875,3418,3887,5,4,5,3,5,6,3,6
S01005458,2493,2107,2870,1504,3586,1908,2507,4348,4,4,5,3,6,4,3,7
S01005459,4580,5138,5682,4568,5012,4046,296,5391,8,8,9,8,8,1,7,9
S01005460,3728,3791,5387,4585,3526,3670,189,6487,6,6,9,8,6,1,6,10
S01005461,3325,3853,3947,3681,3986,4565,217,6197,6,6,7,6,7,1,8,10
S01005462,4016,5175,4846,4397,4638,3373,124,6132,7,8,8,7,8,1,6,10
S01005463,4047,4544,4048,2717,5253,4732,1100,3876,7,7,7,5,9,2,8,6
S01005464,3128,3083,3499,2771,2505,3239,2296,2935,5,5,6,5,4,4,5,5
S01005465,5851,5277,5970,3393,5391,4231,5219,5641,9,9,10,6,9,9,7,9
S01005466,4541,5677,5248,5189,5352,4423,141,6170,7,9,9,8,9,1,7,10
S01005467,5486,4730,5809,4838,5041,6043,2210,6214,9,8,9,8,8,4,10,10
S01005468,4952,5400,6115,4928,6002,5291,264,5803,8,9,10,8,10,1,9,9
S01005469,3534,4042,4480,4049,4443,2075,180,5940,6,7,7,7,7,1,4,10
S01005470,5560,4442,5990,5202,5805,5444,2105,5948,9,7,10,8,9,4,9,10
S01005471,5612,4982,4965,5311,6089,5303,2736,5575,9,8,8,9,10,5,9,9
S01005472,4216,5030,5600,3641,5165,4520,165,6169,7,8,9,6,8,1,7,10
S01005473,4393,5098,4569,4738,4744,2533,492,5894,7,8,8,8,8,1,4,10
S01005474,2628,2114,2274,1825,3429,4735,5546,3514,5,4,4,3,6,9,8,6
S01005475,3650,5425,3783,5230,4599,3653,41,6382,6,9,6,9,8,1,6,10
S01005476,4968,5858,4679,6474,5909,6106,319,6213,8,10,8,10,10,1,10,10
S01005477,4922,4231,5280,4652,2772,4302,4314,4915,8,7,9,8,5,7,7,8
S01005478,3478,3065,2441,3497,4200,3634,5741,3158,6,5,4,6,7,9,6,5
S01005479,3324,2117,3591,3909,3343,4816,3795,3576,6,4,6,7,6,6,8,6
S01005480,4354,4439,4780,5771,4695,4539,361,6233,7,7,8,9,8,1,7,10
S01005481,2781,2331,3043,3607,1313,2491,4363,4588,5,4,5,6,3,7,4,8
S01005482,4450,4696,5022,5646,4718,2227,399,5922,7,8,8,9,8,1,4,10
S01005483,3483,3594,4461,3772,3698,2392,491,4429,6,6,7,6,6,1,4,7
S01005484,4230,4112,4227,4119,3081,5318,2058,5214,7,7,7,7,5,4,9,9
S01005485,2396,2371,2451,2829,1007,2630,4596,5227,4,4,4,5,2,8,5,9
S01005486,2654,2066,2395,3059,2455,4042,6106,1918,5,4,4,5,4,10,7,3
S01005487,2097,2142,2100,2042,1831,2114,6494,519,4,4,4,4,3,10,4,1
S01005488,2378,2694,2300,1960,1623,3615,4455,2261,4,5,4,4,3,7,6,4
S01005489,3360,4440,4247,4561,3887,3711,73,4708,6,7,7,8,6,1,6,8
S01005490,5004,3926,4273,4877,3791,4829,6081,6406,8,7,7,8,6,10,8,10
S01005491,3318,3930,3566,4266,3174,3078,417,5455,6,7,6,7,5,1,5,9
S01005492,3962,5002,5249,4934,4447,4936,49,6140,7,8,9,8,7,1,8,10
S01005493,4321,5204,5606,4502,5878,3658,85,6312,7,8,9,7,10,1,6,10
S01005494,4125,5270,4267,4116,4557,5348,301,6346,7,9,7,7,8,1,9,10
S01005495,4127,4806,5075,3753,5247,4956,218,5674,7,8,8,6,9,1,8,9
S01005496,4480,5324,5605,5001,4112,4382,239,5862,7,9,9,8,7,1,7,10
S01005497,5507,6214,6282,5539,5703,5850,457,6228,9,10,10,9,9,1,9,10
S01005498,4008,3761,3595,2793,3504,2494,4760,5206,7,6,6,5,6,8,4,9
S01005499,2447,2209,3189,2057,2890,2955,2181,1215,4,4,5,4,5,4,5,2
S01005500,4670,4617,4818,4160,3763,4577,1864,4651,8,8,8,7,6,3,8,8
S01005501,3779,4501,3486,2700,5534,5132,954,3261,6,7,6,5,9,2,8,6
S01005502,3807,4939,4676,2845,4207,3097,365,4474,6,8,8,5,7,1,5,7
S01005503,4221,4643,3375,2936,3636,5216,5179,2849,7,8,6,5,6,8,9,5
S01005504,4664,4286,5012,2184,4508,4198,5879,2649,8,7,8,4,7,10,7,5
S01005505,3354,3420,3389,2375,3288,2638,5099,1229,6,6,6,4,6,8,5,2
S01005506,4011,4172,4854,1994,3963,2179,5408,784,7,7,8,4,7,9,4,2
S01005507,2989,3881,3420,1433,2618,1509,4761,811,5,6,6,3,5,8,3,2
S01005508,2688,4770,2780,1851,2605,4181,914,959,5,8,5,3,5,2,7,2
S01005509,4914,5519,5618,5218,5174,4966,393,5321,8,9,9,9,8,1,8,9
S01005510,5253,6422,6286,6085,5666,4526,200,6167,9,10,10,10,9,1,7,10
S01005511,4648,6013,6378,6199,5257,3415,19,6293,8,10,10,10,9,1,6,10
S01005512,3837,4451,4999,6082,4843,1891,42,6267,6,7,8,10,8,1,3,10
S01005513,4050,4907,5010,4370,4497,4395,171,5624,7,8,8,7,7,1,7,9
S01005514,3892,5271,5098,5075,4653,2612,22,6394,6,9,8,8,8,1,5,10
S01005515,5087,5338,6336,6361,3690,6135,477,6487,8,9,10,10,6,1,10,10
S01005516,3738,4574,5488,6456,3270,5070,13,5909,6,8,9,10,6,1,8,10
S01005517,2872,3397,3760,4124,2987,4261,157,3397,5,6,6,7,5,1,7,6
S01005518,4463,4984,5288,4720,2992,4968,833,4349,7,8,9,8,5,2,8,7
S01005519,3326,4148,4314,4206,3988,2506,82,6487,6,7,7,7,7,1,4,10
S01005520,3181,4371,4230,4708,3655,2765,16,5694,5,7,7,8,6,1,5,9
S01005521,3385,3878,4984,5982,3796,2885,12,6336,6,6,8,10,6,1,5,10
S01005522,2673,2812,2655,3123,2539,4865,877,5775,5,5,5,5,4,2,8,9
S01005523,3049,3961,3998,4488,2977,2941,84,4862,5,7,7,7,5,1,5,8
S01005524,2507,2621,3338,3580,3578,3780,114,4981,4,5,6,6,6,1,6,8
S01005525,2808,3013,2872,2278,2152,3580,2665,3311,5,5,5,4,4,5,6,6
S01005526,794,855,706,1144,720,3176,2563,1357,2,2,2,2,2,4,5,3
S01005527,632,366,658,689,1185,3118,4476,1108,1,1,2,2,2,7,5,2
S01005528,1525,1918,1046,728,2027,2391,5747,3508,3,3,2,2,4,9,4,6
S01005529,1995,2008,2285,1584,1265,2327,4647,2217,4,4,4,3,2,8,4,4
S01005530,938,574,952,1228,1010,1727,5234,3001,2,1,2,2,2,9,3,5
S01005531,2965,2279,3241,2813,3792,3136,6062,486,5,4,5,5,6,10,5,1
S01005532,2387,2549,2342,1304,3160,2780,6278,801,4,4,4,3,5,10,5,2
S01005533,2185,2110,1867,1488,2592,4630,4524,3114,4,4,3,3,4,7,8,5
S01005534,2631,2326,2359,2016,2791,3300,6040,2279,5,4,4,4,5,10,6,4
S01005535,2160,2083,2629,3233,1591,2663,989,3424,4,4,5,5,3,2,5,6
S01005536,3487,3827,4002,4010,4925,5203,201,5833,6,6,7,7,8,1,8,9
S01005537,2318,2894,2137,2603,3403,3409,515,3801,4,5,4,5,6,1,6,6
S01005538,3592,4275,3787,3314,3983,4512,593,4354,6,7,6,6,7,1,7,7
S01005539,2725,3318,3960,1585,3065,3219,528,3562,5,6,7,3,5,1,5,6
S01005540,1169,886,1050,1186,1900,2856,3398,2070,2,2,2,2,3,6,5,4
S01005541,1736,1838,1601,1091,1872,1822,6400,1676,3,3,3,2,3,10,3,3
S01005542,2811,2512,2634,2653,2849,3419,3547,2740,5,4,5,5,5,6,6,5
S01005543,2079,1799,2035,1622,3319,3906,5094,636,4,3,4,3,6,8,7,1
S01005544,2085,2006,1652,1536,2320,2585,5609,3739,4,4,3,3,4,9,4,6
S01005545,3853,3939,3362,2805,4145,5089,2399,4661,6,7,6,5,7,4,8,8
S01005546,3320,3538,3964,3180,3704,3223,508,5802,6,6,7,5,6,1,5,9
S01005547,2679,3543,3721,3122,3916,5450,185,700,5,6,6,5,7,1,9,2
S01005548,3116,4051,3048,2146,5081,5792,648,2551,5,7,5,4,8,1,9,4
S01005549,3134,4131,3523,1987,4282,4965,516,3383,5,7,6,4,7,1,8,6
S01005550,5962,6379,6180,6012,6138,6445,893,6117,10,10,10,10,10,2,10,10
S01005551,5139,5359,4920,5924,6226,6484,586,6144,8,9,8,10,10,1,10,10
S01005552,5708,5823,5927,5260,6131,6350,1080,5990,9,9,10,9,10,2,10,10
S01005553,6252,5987,6430,5678,6241,6218,2610,3793,10,10,10,9,10,5,10,6
S01005554,5447,5496,6132,4580,5787,6479,905,6335,9,9,10,8,9,2,10,10
S01005555,5313,6243,5696,4526,6128,6489,707,3735,9,10,9,7,10,2,10,6
S01005556,5014,5181,5683,4382,5522,5792,635,6327,8,8,9,7,9,1,9,10
S01005557,2256,2050,2740,1800,1791,2400,2388,5245,4,4,5,3,3,4,4,9
S01005558,5211,5528,4750,4803,5936,6441,1317,4532,9,9,8,8,10,3,10,7
S01005559,1052,1336,1013,1066,684,2098,1904,3332,2,3,2,2,2,3,4,6
S01005560,1318,1227,1282,837,1554,1938,4470,3084,3,2,2,2,3,7,3,5
S01005561,4928,6102,4733,3596,4860,5961,1055,5302,8,10,8,6,8,2,10,9
S01005562,5230,5547,4862,4662,5807,6421,1312,5015,9,9,8,8,9,3,10,8
S01005563,1781,1724,1522,1366,2047,2205,4039,4151,3,3,3,3,4,7,4,7
S01005564,6145,5815,6233,5252,6314,6459,2661,3944,10,9,10,9,10,5,10,7
S01005565,5365,5247,4212,4997,5561,6348,2812,6001,9,9,7,8,9,5,10,10
S01005566,1561,1785,2095,797,2162,3757,973,2066,3,3,4,2,4,2,6,4
S01005567,1678,1923,1051,1392,3309,4067,3060,1902,3,3,2,3,6,5,7,3
S01005568,3938,3334,3795,3370,3154,4616,3485,6059,7,6,6,6,5,6,8,10
S01005569,5473,4809,5260,4196,5129,6276,3982,4698,9,8,9,7,8,7,10,8
S01005570,3472,3233,3896,2268,2781,4707,3550,3841,6,5,6,4,5,6,8,6
S01005571,5524,5809,5619,5196,5181,6309,1284,5036,9,9,9,8,8,2,10,8
S01005572,5879,5123,5712,4175,6377,6145,3569,5549,10,8,9,7,10,6,10,9
S01005573,2644,2090,2828,2874,1916,3325,3560,4711,5,4,5,5,3,6,6,8
S01005574,2840,2896,2894,2371,2583,3687,2547,2693,5,5,5,4,4,4,6,5
S01005575,5585,5983,5336,5245,5408,6295,1340,5756,9,10,9,9,9,3,10,9
S01005576,4064,3375,3634,3089,3977,5445,4812,4476,7,6,6,5,7,8,9,7
S01005577,5054,4330,5327,3094,5609,5856,3859,3224,8,7,9,5,9,6,10,5
S01005578,2683,2619,2804,2051,2410,3487,2529,4451,5,5,5,4,4,4,6,7
S01005579,4268,4747,5101,4407,4385,4934,435,4068,7,8,8,7,7,1,8,7
S01005580,5244,4343,5901,4117,5749,6163,2459,3485,9,7,10,7,9,4,10,6
S01005581,2478,2372,2389,1432,2974,5545,4311,2771,4,4,4,3,5,7,9,5
S01005582,4912,4249,4383,3534,5394,6197,4884,3046,8,7,7,6,9,8,10,5
S01005583,5135,4878,4539,3886,5223,6355,3731,3533,8,8,7,6,9,6,10,6
S01005584,5803,6112,5758,6104,5737,6397,1073,5837,9,10,9,10,9,2,10,9
S01005585,608,762,623,278,1419,1477,5908,22,1,2,1,1,3,10,3,1
S01005586,1592,2335,1304,578,3164,1883,5985,326,3,4,3,1,5,10,3,1
S01005587,1955,2419,2616,1259,1956,3646,751,3080,4,4,5,2,4,2,6,5
S01005588,1163,624,1336,546,4548,3496,3716,1608,2,1,3,1,7,6,6,3
S01005589,774,1034,733,268,2800,1634,4878,25,2,2,2,1,5,8,3,1
S01005590,59,150,29,69,232,2197,4834,108,1,1,1,1,1,8,4,1
S01005591,995,1337,1238,1031,1056,3323,848,641,2,3,2,2,2,2,6,1
S01005592,138,293,90,103,361,1184,4714,224,1,1,1,1,1,8,2,1
S01005593,751,1236,1249,466,152,1884,3133,1094,2,2,2,1,1,5,3,2
S01005594,136,223,73,94,724,1503,5682,135,1,1,1,1,2,9,3,1
S01005595,292,391,437,714,39,2499,2516,1317,1,1,1,2,1,4,4,3
S01005596,749,1121,512,559,722,3470,5087,1133,2,2,1,1,2,8,6,2
S01005597,1015,1112,966,672,1440,2762,4549,618,2,2,2,2,3,7,5,1
S01005598,79,110,115,41,293,1481,6125,162,1,1,1,1,1,10,3,1
S01005599,1319,1098,1135,1573,1527,2804,5404,1273,3,2,2,3,3,9,5,2
S01005600,39,43,81,89,40,1793,5642,121,1,1,1,1,1,9,3,1
S01005601,2116,2737,2304,2513,1294,1906,959,4595,4,5,4,4,2,2,3,8
S01005602,431,745,442,262,372,2285,4855,336,1,2,1,1,1,8,4,1
S01005603,1134,1364,1597,1430,217,2225,2867,2323,2,3,3,3,1,5,4,4
S01005604,469,775,401,1318,150,1158,4029,260,1,2,1,3,1,7,2,1
S01005605,2744,2547,2208,2080,2933,2637,5451,4497,5,4,4,4,5,9,5,7
S01005606,2357,2695,2272,1452,2291,2805,6218,1149,4,5,4,3,4,10,5,2
S01005607,4426,4674,3865,3754,3215,2974,5486,2254,7,8,6,6,5,9,5,4
S01005608,4563,4901,3689,3667,3899,3593,3180,5617,8,8,6,6,6,5,6,9
S01005609,2171,1554,2040,2716,3952,3125,2390,1988,4,3,4,5,7,4,5,4
S01005610,4905,4899,4049,3030,3996,5275,5764,5790,8,8,7,5,7,9,9,9
S01005611,116,140,305,34,62,1389,3738,1129,1,1,1,1,1,6,3,2
S01005612,5301,5242,5960,5742,4778,6171,986,4443,9,9,10,9,8,2,10,7
S01005613,2460,2481,1954,1968,2444,3718,5131,3656,4,4,4,4,4,8,6,6
S01005614,2241,2409,2452,1834,2357,3508,971,6250,4,4,4,3,4,2,6,10
S01005615,2522,2147,2496,1788,2597,3948,5217,3071,4,4,4,3,4,9,7,5
S01005616,3600,3109,3710,2759,3240,5273,2798,5820,6,5,6,5,5,5,9,9
S01005617,1984,2713,2600,2094,938,1898,1060,2824,4,5,4,4,2,2,3,5
S01005618,1646,1324,1569,1273,1825,3279,4187,4935,3,3,3,2,3,7,6,8
S01005619,5194,5185,5099,6097,4612,6070,1235,4863,8,8,8,10,8,2,10,8
S01005620,3688,3298,3098,3085,4727,5688,4352,1784,6,6,5,5,8,7,9,3
S01005621,2289,1711,2233,2548,2554,2513,4283,2967,4,3,4,4,4,7,4,5
S01005622,4592,4351,4126,3790,5272,5952,1749,5946,8,7,7,6,9,3,10,10
S01005623,2454,2364,3228,1930,2634,5065,1054,3592,4,4,5,3,5,2,8,6
S01005624,6191,6093,5504,5215,5904,5993,3974,4611,10,10,9,9,10,7,10,8
S01005625,5265,4897,4523,5254,4862,5619,3328,4216,9,8,7,9,8,6,9,7
S01005626,2420,2630,2847,1816,2458,1635,1498,4096,4,5,5,3,4,3,3,7
S01005627,4647,4637,3933,3623,4716,5670,2418,5881,8,8,7,6,8,4,9,10
S01005628,1371,1858,1575,983,1281,2991,1093,2178,3,3,3,2,2,2,5,4
S01005629,6005,5548,5389,4491,5944,6049,4344,5620,10,9,9,7,10,7,10,9
S01005630,3970,3292,3555,3555,3884,4387,6112,1950,7,6,6,6,6,10,7,3
S01005631,2519,3073,2412,2915,2636,4909,819,2976,4,5,4,5,5,2,8,5
S01005632,3983,3360,3786,2670,4267,3776,6029,2391,7,6,6,5,7,10,6,4
S01005633,2061,1715,2349,1391,2789,3271,3136,2241,4,3,4,3,5,5,6,4
S01005634,5184,4731,4231,4468,4606,5659,6037,3306,8,8,7,7,8,10,9,6
S01005635,5973,5412,5569,4314,5921,5710,4067,6123,10,9,9,7,10,7,9,10
S01005636,5356,4458,4533,4246,5400,5329,6053,4472,9,7,7,7,9,10,9,7
S01005637,3227,3691,4132,2860,3688,4731,697,1627,5,6,7,5,6,2,8,3
S01005638,5220,4778,4322,4238,4807,5979,5566,3763,9,8,7,7,8,9,10,6
S01005639,1514,2093,1866,834,582,3384,4324,2450,3,4,3,2,1,7,6,4
S01005640,3869,3684,4496,4912,3308,3100,777,4732,6,6,7,8,6,2,5,8
S01005641,2678,2962,3142,2503,3436,4642,502,3512,5,5,5,4,6,1,8,6
S01005642,5641,5874,5884,4217,6052,6463,1522,4859,9,10,10,7,10,3,10,8
S01005643,5483,5034,4822,3988,6032,6378,3642,5183,9,8,8,7,10,6,10,8
S01005644,6029,6162,6178,6084,6237,6454,1167,5729,10,10,10,10,10,2,10,9
S01005645,6034,5885,5290,5107,5796,5701,3935,4507,10,10,9,8,9,7,9,7
S01005646,2474,3168,2045,2177,2950,1731,6299,277,4,5,4,4,5,10,3,1
S01005647,4950,3988,5230,2641,6232,4498,6319,1961,8,7,9,5,10,10,7,4
S01005648,2722,3047,2195,2258,3981,4583,1404,4659,5,5,4,4,7,3,8,8
S01005649,1939,1984,1884,1331,2833,1841,3290,1525,3,4,3,3,5,6,3,3
S01005650,1642,2018,1469,1599,923,3042,3006,4102,3,4,3,3,2,5,5,7
S01005651,1453,1230,1047,1459,2375,1704,4877,2794,3,2,2,3,4,8,3,5
S01005652,4309,4429,4392,5089,4575,4306,642,5453,7,7,7,8,8,1,7,9
S01005653,2778,2569,2631,2496,2716,3878,3151,3427,5,4,5,4,5,5,6,6
S01005654,3422,3501,3230,2143,3801,5923,2294,5392,6,6,5,4,6,4,10,9
S01005655,4940,5530,4907,3847,5293,4949,1085,5322,8,9,8,6,9,2,8,9
S01005656,770,773,596,442,1329,1590,5406,2228,2,2,1,1,3,9,3,4
S01005657,3783,2449,4587,3160,3895,4864,3043,4936,6,4,8,5,6,5,8,8
S01005658,5717,5628,5134,5092,5106,5590,3062,5280,9,9,8,8,8,5,9,9
S01005659,6144,6245,5823,4673,5707,6443,3345,4742,10,10,9,8,9,6,10,8
S01005660,2367,2363,2173,1857,2596,2835,3774,2879,4,4,4,3,4,6,5,5
S01005661,5426,4060,5282,5226,4421,4916,4756,6414,9,7,9,9,7,8,8,10
S01005662,5798,5738,5851,6179,5741,6339,1249,5560,9,9,9,10,9,2,10,9
S01005663,5412,5552,5538,5695,4916,6234,1234,4675,9,9,9,9,8,2,10,8
S01005664,6100,6380,6026,5703,5708,6386,1614,6254,10,10,10,9,9,3,10,10
S01005665,5676,5682,5268,6226,5665,5742,1403,6179,9,9,9,10,9,3,9,10
S01005666,2359,2525,2749,2560,1744,2857,1180,5054,4,4,5,4,3,2,5,8
S01005667,3754,4139,3130,3212,3521,5130,2263,4197,6,7,5,5,6,4,8,7
S01005668,2876,3842,2928,2253,2884,3772,933,3053,5,6,5,4,5,2,6,5
S01005669,2923,3601,3238,4493,3080,3490,210,4202,5,6,5,7,5,1,6,7
S01005670,2309,2451,3212,4544,2825,2808,175,1669,4,4,5,7,5,1,5,3
S01005671,3459,4463,3535,5160,2892,4585,413,3661,6,7,6,8,5,1,8,6
S01005672,895,844,930,1491,425,2724,2413,3898,2,2,2,3,1,4,5,6
S01005673,4748,5134,4200,5908,5421,3998,695,5704,8,8,7,10,9,2,7,9
S01005674,2601,2202,2519,3444,2661,3402,2682,2123,4,4,4,6,5,5,6,4
S01005675,462,496,452,1285,271,2614,1633,1468,1,1,1,2,1,3,5,3
S01005676,1408,1936,1618,2104,610,1957,1051,2611,3,3,3,4,1,2,4,5
S01005677,3989,4678,4686,5791,4934,5327,172,2621,7,8,8,9,8,1,9,5
S01005678,4641,4500,4470,5465,5270,5213,744,6057,8,7,7,9,9,2,9,10
S01005679,2011,2988,2178,4004,706,2793,746,3055,4,5,4,7,2,2,5,5
S01005680,3125,3198,4195,2709,4263,5061,289,5277,5,5,7,5,7,1,8,9
S01005681,5126,3902,4853,4457,5107,4695,4653,4525,8,6,8,7,8,8,8,7
S01005682,6348,5501,5908,6142,6121,5200,6388,2953,10,9,10,10,10,10,8,5
S01005683,383,553,411,1864,18,1680,2491,712,1,1,1,3,1,4,3,2
S01005684,2100,1873,2186,2939,1026,2502,3402,4997,4,3,4,5,2,6,4,8
S01005685,4599,6033,5888,5197,5116,4331,116,3914,8,10,10,8,8,1,7,7
S01005686,3606,2718,2813,5535,3132,2840,6377,2657,6,5,5,9,5,10,5,5
S01005687,4575,5314,4895,6212,4170,3940,485,3445,8,9,8,10,7,1,7,6
S01005688,4581,4324,4054,5220,3437,5208,3862,2290,8,7,7,9,6,6,9,4
S01005689,5245,5901,5893,5812,5451,5833,396,6047,9,10,10,9,9,1,9,10
S01005690,4178,3856,4746,5398,3879,3666,677,6230,7,6,8,9,6,2,6,10
S01005691,3805,3848,3988,5827,4305,4948,445,3381,6,6,7,9,7,1,8,6
S01005692,3086,3250,3672,4156,3782,3521,228,5548,5,5,6,7,6,1,6,9
S01005693,5413,5091,4891,3998,5513,6176,4075,3652,9,8,8,7,9,7,10,6
S01005694,1165,1062,1638,1183,526,2411,3432,2187,2,2,3,2,1,6,4,4
S01005695,1835,1961,1603,5004,1639,2775,1160,987,3,4,3,8,3,2,5,2
S01005696,2537,2360,1999,1997,3058,3217,4967,3689,4,4,4,4,5,8,5,6
S01005697,1024,737,961,1479,998,3189,5539,1363,2,2,2,3,2,9,5,3
S01005698,4184,4605,3816,2800,3415,4638,4568,2355,7,8,6,5,6,8,8,4
S01005699,2130,2085,1511,2785,3669,4398,5773,249,4,4,3,5,6,9,7,1
S01005700,3731,3980,2550,2986,4119,5628,3506,5187,6,7,4,5,7,6,9,8
S01005701,1009,741,969,1963,951,2317,5082,727,2,2,2,4,2,8,4,2
S01005702,1746,1862,1534,3587,1582,3152,653,5670,3,3,3,6,3,2,5,9
S01005703,5829,5810,5140,5070,4955,6131,3263,5793,9,9,8,8,8,6,10,9
S01005704,1805,1899,1337,2654,1091,3425,5540,2697,3,3,3,5,2,9,6,5
S01005705,3527,4591,3703,4062,3844,4869,268,5213,6,8,6,7,6,1,8,9
S01005706,6129,5240,5608,6081,5854,6245,3572,5961,10,9,9,10,9,6,10,10
S01005707,1091,992,781,1650,1679,3059,5324,305,2,2,2,3,3,9,5,1
S01005708,2701,2295,2688,3662,1928,3691,6054,993,5,4,5,6,3,10,6,2
S01005709,2000,1793,1658,2203,2215,2200,3992,2982,4,3,3,4,4,7,4,5
S01005710,4747,5290,4528,5366,3671,5409,1128,4850,8,9,7,9,6,2,9,8
S01005711,5852,5257,5108,4373,5990,5584,5671,3906,9,9,8,7,10,9,9,7
S01005712,2408,2673,1870,3017,2145,3611,3656,1811,4,5,3,5,4,6,6,3
S01005713,4622,4879,3103,4898,4745,5681,3355,3616,8,8,5,8,8,6,9,6
S01005714,3430,3505,3351,2232,3233,5284,3761,2713,6,6,6,4,5,6,9,5
S01005715,3263,3559,2410,4484,2820,4316,2291,3925,6,6,4,7,5,4,7,7
S01005716,6265,6050,5517,5916,6204,6404,3201,5761,10,10,9,10,10,5,10,9
S01005717,5568,5294,4801,5969,4704,4715,2811,6152,9,9,8,10,8,5,8,10
S01005718,3434,2795,2791,3200,3822,3613,6459,2729,6,5,5,5,6,10,6,5
S01005719,6033,5415,5486,5960,5689,4364,4544,3438,10,9,9,10,9,7,7,6
S01005720,6354,5895,5375,5894,5801,5782,5227,6361,10,10,9,10,9,9,9,10
S01005721,1152,592,1498,2445,1231,3146,1532,2892,2,1,3,4,2,3,5,5
S01005722,5627,4861,5404,5945,5239,5797,2721,4602,9,8,9,10,9,5,9,8
S01005723,3821,2958,3269,3287,4094,4389,5617,3591,6,5,6,6,7,9,7,6
S01005724,6357,6179,5703,5321,6195,6329,3993,6116,10,10,9,9,10,7,10,10
S01005725,3873,4520,3804,4300,3873,5483,835,2640,6,7,6,7,6,2,9,5
S01005726,3179,3591,3446,3110,3659,2956,670,4041,5,6,6,5,6,2,5,7
S01005727,3502,3855,4179,3911,3149,4939,478,5242,6,6,7,7,5,1,8,9
S01005728,2566,2957,1909,3788,1920,3578,3324,1930,4,5,3,6,3,6,6,3
S01005729,887,1746,418,1564,424,1997,3830,1675,2,3,1,3,1,6,4,3
S01005730,2753,3075,2184,2837,2551,3429,3490,2265,5,5,4,5,4,6,6,4
S01005731,2523,2317,1845,2887,3048,3123,5474,1837,4,4,3,5,5,9,5,3
S01005732,1909,2205,2115,1901,2073,2600,1673,899,3,4,4,3,4,3,4,2
S01005733,4509,4146,4061,3870,5618,5645,1774,5035,7,7,7,6,9,3,9,8
S01005734,4197,4178,4217,5146,4882,5282,733,3813,7,7,7,8,8,2,9,6
S01005735,4678,4648,4744,3312,3958,5278,2652,4180,8,8,8,6,7,5,9,7
S01005736,3532,3365,3592,1179,4723,5516,5845,3169,6,6,6,2,8,9,9,5
S01005737,1987,2138,1765,3334,800,3999,4442,2260,4,4,3,6,2,7,7,4
S01005738,1530,1891,1585,2977,1262,1455,506,2811,3,3,3,5,2,1,3,5
S01005739,2471,3874,1800,3420,3216,4890,434,3277,4,6,3,6,5,1,8,6
S01005740,3646,4071,4050,6011,5319,3086,91,5629,6,7,7,10,9,1,5,9
S01005741,3654,3738,3805,3934,4613,3960,599,4814,6,6,6,7,8,1,7,8
S01005742,3343,3767,3638,2826,3875,4572,829,3610,6,6,6,5,6,2,8,6
S01005743,5234,5714,5529,5402,5489,6314,626,5695,9,9,9,9,9,1,10,9
S01005744,1731,2137,2540,1151,618,1501,3041,3871,3,4,4,2,1,5,3,6
S01005745,1331,1237,1928,1253,1359,1829,774,4104,3,2,3,2,3,2,3,7
S01005746,3830,4224,4321,3598,3997,4576,604,4342,6,7,7,6,7,1,8,7
S01005747,3471,3117,2857,5097,3290,4162,2779,2828,6,5,5,8,6,5,7,5
S01005748,619,491,395,818,1648,991,3166,1765,1,1,1,2,3,5,2,3
S01005749,4156,4522,4471,4410,4010,5805,545,6104,7,7,7,7,7,1,9,10
S01005750,1869,2117,1643,2224,1786,4765,1762,2373,3,4,3,4,3,3,8,4
S01005751,3522,3548,3186,4802,2614,4844,1845,4076,6,6,5,8,5,3,8,7
S01005752,428,364,720,1843,44,1967,2207,1373,1,1,2,3,1,4,4,3
S01005753,3008,2936,2453,2776,2373,3824,4887,4097,5,5,4,5,4,8,6,7
S01005754,3648,3396,2896,3331,4052,4678,5035,1943,6,6,5,6,7,8,8,3
S01005755,633,470,772,941,612,1363,4658,456,1,1,2,2,1,8,3,1
S01005756,1354,1565,1332,2490,486,1437,4038,1494,3,3,3,4,1,7,3,3
S01005757,289,270,208,1499,198,2536,5134,578,1,1,1,3,1,8,4,1
S01005758,2407,2208,2581,2763,1966,3027,3120,2042,4,4,4,5,4,5,5,4
S01005759,518,851,617,588,148,1521,5008,365,1,2,1,1,1,8,3,1
S01005760,4298,3974,4004,4061,3966,4817,3556,2236,7,7,7,7,7,6,8,4
S01005761,5227,5194,4721,4994,5285,5614,2416,3285,9,8,8,8,9,4,9,6
S01005762,584,880,644,336,450,667,2898,1732,1,2,1,1,1,5,2,3
S01005763,3964,4488,4546,3193,4598,5171,546,4466,7,7,7,5,8,1,8,7
S01005764,574,516,409,958,969,2028,3966,799,1,1,1,2,2,7,4,2
S01005765,961,850,921,1006,1404,2222,5816,317,2,2,2,2,3,9,4,1
S01005766,3854,3195,2765,4264,4412,4570,4846,3446,6,5,5,7,7,8,8,6
