lsoa_code,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_score,Income_score,Employment_score,Education_score,Health_score,Crime_score,Housing_score,Access_score,Environment_score
W01000659,2,2,2,2,1,1,2,2,2,196,296,324,331,135,162,357,211,303,43.64838893,41.37658934,39.44740953,57.46198864,38.98937866,40.87891341,53.85495425,37.3637743,48.47708142
W01000660,2,2,1,2,3,3,2,6,4,236,252,164,212,539,470,359,1044,613,40.75744964,44.77856546,53.60898405,28.38304676,48.3794235,25.54285354,31.39006825,37.24336032,13.65730382
W01000662,6,6,5,6,6,7,3,5,7,1066,1026,832,1044,1129,1323,486,850,1275,15.94800409,14.04824205,18.74648763,11.8960012,13.65730382,9.153805347,8.319256963,30.65696228,18.26786666
W01000663,7,6,6,6,6,6,3,7,9,1157,1034,1039,1088,1031,1026,503,1220,1627,14.60436839,13.87367086,13.76523291,13.93897988,12.72875125,3.63877909,14.04824205,29.90282008,10.14883568
W01000664,6,7,5,6,6,6,3,4,8,1077,1278,835,1067,1020,958,475,680,1460,15.74270968,9.100749472,18.6660226,14.18004552,13.167251,6.091473985,15.58816242,31.15845255,23.24270947
W01000665,9,9,8,9,8,7,7,9,9,1680,1556,1441,1557,1435,1283,1171,1698,1551,6.138912147,4.649764191,6.387846459,6.482236783,4.635211984,4.722663657,9.012594084,11.07309692,2.670367914
W01000666,7,6,6,5,6,6,9,3,7,1173,1001,1019,804,1074,1056,1636,484,1294,14.35428885,14.60247703,14.20208638,13.02015356,19.51138891,8.819833447,13.40032181,3.513742261,30.74733278
W01000667,6,7,5,5,4,9,4,3,7,1043,1194,924,903,689,1564,715,462,1273,16.27522903,10.63463122,16.39859526,22.95054572,16.91380784,9.189244045,4.533603524,22.12678471,31.7655743
W01000670,2,2,1,3,2,4,6,7,5,318,280,181,425,284,725,994,1243,944,35.95770375,42.55627342,51.61808514,42.25563157,33.58678262,15.91841898,21.81764705,14.76008648,9.727483289
W01000671,6,6,5,7,6,5,2,7,7,990,1006,887,1174,1016,790,291,1185,1217,17.26454692,14.49055644,17.3142461,14.26833599,11.01542947,10.20436817,19.90359525,41.73878295,10.80521067
W01000672,4,5,5,5,6,1,1,5,8,641,944,936,913,1097,110,44,838,1492,24.508768,15.91841898,16.10928821,12.54335214,16.66702867,5.600794044,61.39602977,76.99495125,18.5858381
W01000673,5,6,5,8,7,2,2,2,8,881,1110,921,1343,1256,238,208,338,1359,19.25915186,12.27816457,16.47149422,9.492698234,7.980271851,7.712635642,45.97578916,48.77256806,38.54029138
W01000674,6,8,9,9,8,2,1,10,10,1112,1511,1555,1549,1490,246,29,1773,1775,15.30657272,5.314329949,4.664325612,5.631156758,4.751888263,1.664252612,45.28405011,82.72535356,1.689836365
W01000675,7,8,8,8,8,3,1,6,9,1278,1461,1485,1521,1417,490,136,1133,1678,12.91750133,6.075980723,5.707239367,6.76775448,5.164980357,2.939059999,30.47727959,57.31780229,11.81634856
W01000676,8,9,9,10,8,5,1,8,8,1446,1611,1661,1733,1496,918,139,1338,1392,10.26288193,3.86275916,3.169942501,5.5401886,2.20757998,7.170280284,16.54462497,56.89058857,8.064550894
W01000677,4,3,3,5,6,3,9,3,7,741,570,492,799,989,525,1623,518,1333,21.95542018,27.15028864,30.38796191,14.8733296,19.65069609,8.149139897,28.96219706,3.694569954,29.25733436
W01000678,4,5,6,6,6,3,1,2,8,763,955,1096,1143,993,467,67,356,1425,21.46113854,15.65853356,12.5638784,14.78269055,11.61841552,6.640419952,31.53016557,70.29525386,37.42421853
W01000679,6,5,6,8,5,3,9,2,6,1067,784,1089,1453,907,520,1652,208,1105,15.92511841,20.0737529,12.70807739,16.8147782,6.200220035,12.37979827,29.17262226,3.293119225,48.77256806
W01000680,7,7,7,8,8,9,3,1,8,1303,1299,1277,1429,1416,1540,460,139,1479,12.52591509,8.732746194,9.118421168,6.783720978,6.577016076,5.798871962,4.883860476,31.8604166,56.89058857
W01000681,3,3,3,4,4,6,2,1,6,491,554,433,662,736,1069,244,180,1121,28.64784365,27.77829652,33.18060567,21.48232696,23.83841224,12.05613882,13.12512707,45.45504425,51.73054583
W01000682,7,8,8,10,9,4,1,7,10,1215,1398,1370,1752,1654,585,54,1188,1762,13.8373227,7.073029671,7.53042581,3.265689555,1.960198051,1.831057962,26.57670838,73.84003257,10.74821017
W01000683,4,6,6,9,7,1,1,8,10,648,1038,1018,1618,1184,21,5,1478,1888,24.25933143,13.78687964,14.22414839,10.82424227,3.764499385,0.263131163,86.48757241,96.58840834,5.814179617
W01000684,6,8,8,9,8,4,1,8,10,1146,1362,1359,1543,1444,688,42,1404,1842,14.76318424,7.662798723,7.712635642,6.340796165,4.839785546,0.823238708,22.98282568,77.68140227,6.976188531
W01000685,4,5,4,6,7,1,1,8,7,673,888,759,1118,1266,42,125,1435,1221,23.66414326,17.28901342,20.79661341,9.313711276,12.11647905,10.1303546,77.68140227,58.95586193,6.482236783
W01000686,6,7,7,7,6,3,1,8,9,1108,1328,1290,1324,1118,532,104,1528,1717,15.334725,8.234041149,8.889741449,12.11647905,8.302188524,2.417985431,28.67079905,62.44951788,5.061009689
W01000687,5,7,6,9,8,1,1,6,10,883,1283,1049,1708,1427,131,32,1091,1773,19.19666312,9.012594084,13.54987882,6.608696165,2.537189876,1.689836365,58.04794672,81.45935775,12.66678535
W01000688,3,3,3,6,4,2,1,7,10,546,507,569,1057,693,294,137,1197,1823,26.92960784,29.72891157,27.18904074,22.82187699,13.37903569,1.058627867,41.52078307,57.1745142,10.57805138
W01000689,6,7,7,8,8,2,1,8,8,1096,1190,1322,1391,1345,354,123,1436,1493,15.53822821,10.71028816,8.336338079,7.946646515,7.186528772,5.585627705,37.54558562,59.26664322,6.466478137
W01000690,7,7,6,6,7,8,4,5,8,1283,1175,1037,1146,1243,1474,650,773,1369,12.78531824,10.99623908,13.80854676,9.727483289,11.55936625,7.54693082,5.87551232,24.24429539,20.38901622
W01000691,8,6,6,6,6,8,8,10,8,1396,1133,989,1089,1076,1413,1434,1758,1468,11.11544354,11.81634856,14.8733296,12.97829793,12.70807739,5.9678191289999996,6.831687083,6.498006234,1.882627019
W01000692,7,6,6,5,6,8,10,2,9,1188,1076,993,828,971,1369,1837,243,1611,14.16251456,12.97829793,14.78269055,15.28568454,18.8542141,3.86275916,7.54693082,0.884950037,45.54102041
W01000693,5,5,4,6,6,8,2,8,7,939,843,738,971,1106,1416,300,1424,1220,18.21981271,18.45281537,21.42188144,12.35943557,15.28568454,10.14883568,6.783720978,41.09088586,6.656298268
W01000694,8,10,9,8,8,7,2,7,4,1437,1730,1600,1507,1471,1230,194,1285,635,10.41835726,2.246884665,4.018020546,5.921619417,5.374342391,24.76193398,9.96468978,50.20403733,8.97742632
W01000695,3,4,4,3,3,5,2,2,8,503,701,611,513,424,823,204,361,1430,28.16067525,22.56667903,25.61517878,33.63806283,29.47048978,6.561192379,18.98958564,49.17254978,37.12357347
W01000696,5,6,5,7,5,4,2,7,8,906,967,876,1156,783,663,238,1171,1491,18.87106794,15.37833169,17.59364815,20.1022353,11.36362311,5.615970391,23.80490975,45.97578916,11.07309692
W01000697,5,5,5,4,3,4,9,7,4,890,820,910,680,546,593,1695,1148,730,19.06852145,19.07119267,16.7407848,28.09885009,23.24270947,21.66462253,26.27654898,2.710472165,11.52008412
W01000698,6,6,4,4,5,3,8,8,8,972,982,764,634,875,463,1406,1453,1390,17.62131633,15.03281256,20.65021239,17.61921745,24.79686099,7.202788748,31.7182994,6.94399855,6.200220035
W01000699,8,8,8,7,7,7,2,9,9,1385,1483,1415,1243,1255,1331,219,1597,1657,11.2566448,5.73774302,6.799698567,9.510673778,9.727483289,3.224606287,8.183062799,47.7071876,4.060547095
W01000700,7,8,8,8,9,6,1,7,9,1237,1420,1487,1464,1618,1000,46,1175,1719,13.48471321,6.719921381,5.676776116,3.764499385,6.029563456,2.391579246,14.62492665,76.32839549,10.99623908
W01000701,6,7,7,8,6,3,1,8,9,1024,1159,1180,1399,1059,443,115,1450,1604,16.66447685,11.30522354,10.90052655,13.33652245,7.056861139,3.961440519,32.68276832,60.55354539,6.246983343
W01000702,5,5,6,5,2,2,5,8,9,854,834,1098,931,348,302,851,1426,1687,19.77248111,18.69281301,12.52284419,37.91357746,16.22939088,2.817759968,40.94935405,18.24156641,6.624552589
W01000703,3,3,3,4,5,2,6,2,2,499,518,444,761,773,263,1045,319,239,28.29973429,29.25733436,32.63357215,20.38901622,20.73794113,45.88817545,43.8797465,13.63577864,39.78025057
W01000704,7,7,6,7,8,9,7,2,5,1309,1232,1070,1175,1385,1597,1191,200,887,12.43436746,9.928036862,13.10409401,7.284261502,10.99623908,17.3142461,4.060547095,10.69135058,49.57961067
W01000705,3,2,3,2,3,4,4,2,4,395,375,415,355,458,650,621,352,698,32.82519489,36.30209176,34.104803510000004,31.95565162,37.48482202,22.66204675,24.24429539,25.25580563,37.66759654
W01000706,4,4,4,3,3,6,7,6,4,693,655,750,536,407,960,1203,1062,643,23.06217048,24.07430611,21.06250676,34.52778808,28.50592862,24.48441105,15.54136765,10.46530756,13.27289958
W01000707,2,2,2,1,1,4,6,4,5,222,199,241,170,158,654,1096,726,844,41.48450641,49.68251161,45.71394296,54.35492962,52.88647325,18.4263029,24.1082036,12.5638784,21.78696059
W01000708,1,1,1,1,2,4,6,9,3,172,173,129,80,228,696,1057,1615,421,45.84790114,52.53355459,58.34662059,46.87078692,67.22454704,33.79259304,22.72584562,13.37903569,3.806559326
W01000709,6,7,6,8,8,1,1,6,10,976,1332,1122,1526,1412,183,63,1084,1820,17.59266519,8.166095094,12.03606054,6.84769804,5.090667667,1.096015787,51.39480009,71.32894628,12.811633
W01000710,9,8,8,8,9,10,6,3,8,1586,1390,1360,1519,1698,1788,1145,384,1453,7.793077081,7.202788748,7.696011334,2.670367914,5.194772792,6.200220035,1.498648297,11.5790325,35.78908007
W01000711,3,2,2,3,3,4,4,8,4,404,271,300,540,484,616,644,1476,753,32.67674173,43.24743971,41.09088586,30.74733278,28.34223161,20.97353366,25.43479032,24.44995495,5.844825524
W01000712,7,7,6,6,6,4,8,4,9,1299,1240,1017,1045,1056,748,1446,749,1644,12.54188384,9.782006515,14.24623158,13.40032181,13.63577864,3.403166209,21.12201394,6.309482689,21.09224111
W01000713,6,6,4,5,6,6,7,6,10,1061,957,629,885,1069,1006,1300,1076,1725,16.02111092,15.61159555,24.97229607,13.12512707,17.36479466,2.312542106,14.49055644,8.715368243,12.97829793
W01000714,3,3,2,3,4,7,9,2,4,494,498,283,552,597,1222,1578,244,586,28.51686662,30.12207136,42.33042441,26.12792556,27.85801705,26.53897353,10.11188836,4.331723415,45.45504425
W01000715,9,8,6,9,7,7,8,5,9,1544,1345,1101,1652,1306,1277,1374,862,1697,8.605977083,7.946646515,12.46142983,8.611375373,3.293119225,2.683728229,9.118421168,7.464523956,17.95423125
W01000716,7,8,7,7,6,3,4,3,8,1209,1414,1218,1172,1075,433,585,530,1509,13.90351861,6.815687264,10.18584244,12.99921623,11.05385837,5.344316597,33.18060567,26.57670838,28.75367959
W01000717,5,5,4,5,4,7,5,4,7,824,836,608,785,616,1218,951,712,1199,20.25392162,18.63926336,25.72409489,25.43479032,20.04530573,10.54040866,10.18584244,15.75269793,22.2203421
W01000718,4,4,3,3,5,3,9,7,7,683,594,472,494,829,480,1626,1176,1230,23.41607862,26.23930299,31.29714189,18.82723514,30.29898976,9.96468978,30.92914605,3.652714124,10.97706468
W01000719,5,5,4,6,6,1,5,8,7,835,950,729,1080,1007,47,861,1377,1315,20.1152438,15.77629939,21.69514609,14.46823753,12.89481451,8.456262406,76.00222435,17.9802048,7.415221189
W01000720,7,6,5,5,7,6,5,6,8,1200,1129,907,924,1208,991,829,1124,1461,14.05248717,11.8960012,16.8147782,10.37177471,16.39859526,6.075980723,14.82796542,18.82723514,11.99595648
W01000721,7,7,7,7,5,6,2,8,10,1245,1231,1209,1192,929,977,382,1422,1735,13.43961633,9.946356019,10.3531137,16.2776081,10.67242858,2.181414122,15.14740983,35.90209788,6.688087825
W01000722,8,9,9,8,9,7,2,4,10,1445,1554,1642,1494,1536,1224,195,637,1873,10.28363556,4.678896257,3.430760423,4.94275874,5.57047136,0.444280457,10.0750003,50.09878185,24.69223868
W01000723,5,6,6,6,5,3,1,1,8,787,1104,1105,1055,926,498,129,132,1418,20.9296561,12.40017901,12.37979827,16.35012399,13.42162765,6.751799058,30.12207136,58.34662059,57.90005176
W01000724,5,5,4,5,5,4,2,8,10,818,787,723,889,882,679,302,1385,1745,20.43315023,19.98851672,21.87914307,17.44082642,17.26380838,2.051029491,23.27540239,40.94935405,7.284261502
W01000725,5,5,4,4,6,7,6,3,9,955,803,714,716,1084,1295,1126,455,1620,17.88489255,19.53918293,22.15792824,12.811633,22.0956833,3.736502094,8.802389596,11.95592222,32.09924763
W01000726,9,10,9,8,9,10,4,5,10,1690,1787,1605,1508,1548,1869,651,951,1780,5.995289854,1.511344843,3.947317234,4.766514503,5.359324594,1.600417456,0.492828869,24.21019688,15.75269793
W01000727,8,7,6,5,6,10,5,10,10,1418,1326,1109,950,1116,1784,841,1733,1861,10.69198326,8.268089597,12.29845542,12.156794,15.77629939,0.590234209,1.549476589,18.50593218,2.20757998
W01000728,5,8,8,8,7,1,1,9,8,849,1377,1431,1524,1305,70,7,1663,1515,19.84124816,7.415221189,6.545379562,8.628674898,5.120363936,5.254473686,69.54937406,95.05534084,3.14265925
W01000729,2,2,2,2,1,5,5,7,7,342,366,347,312,114,891,927,1265,1169,34.85511294,36.82680765,37.97548595,60.71959154,40.25447139,11.11162236,17.21348103,16.32592662,9.331547422
W01000730,3,3,4,4,4,6,2,2,7,543,529,597,706,656,1085,240,268,1147,27.03661313,28.79523213,26.12792556,24.0404585,22.40860635,11.5397168,12.79088455,45.800894220000004,43.48252239
W01000731,7,6,6,6,6,5,7,9,9,1296,1101,992,1073,1003,898,1227,1579,1547,12.64249861,12.46142983,14.80531684,14.55764342,13.04110997,4.78115005,17.03819751,10.01977891,4.317370986
W01000732,3,3,3,4,1,2,8,2,2,396,562,532,737,110,212,1393,258,229,32.81765217,27.4621492,28.67079905,61.39602977,21.45208434,46.77970357,48.3794235,7.154043266,44.28395165
W01000733,1,1,1,1,1,3,3,2,1,17,75,13,60,19,412,542,337,17,69.71703276,68.35759902,90.98789595,87.53281942,72.13589267,88.62783915,34.26251253,28.26081794,38.60391234
W01000734,1,2,1,2,1,1,4,3,1,144,281,148,243,108,141,690,433,86,48.27509126,42.48074373,55.65459063,61.74185853,45.54102041,65.93468603,56.61012518,22.91831099,33.18060567
W01000735,7,7,8,7,7,7,2,4,9,1268,1244,1456,1279,1222,1226,215,694,1555,13.15223439,9.709337565,6.153551612,10.11188836,9.083091343,4.664325612,10.03817131,48.08891327,22.78982196
W01000736,10,10,9,10,10,9,10,9,10,1895,1817,1685,1877,1860,1709,1754,1530,1811,1.701006048,1.133464582,2.8446603,0.602438932,0.395834304,1.208545592,2.523914388,1.93431196,5.031389906
W01000737,10,9,9,9,10,9,8,9,10,1825,1602,1704,1582,1792,1613,1400,1567,1802,3.554570054,3.989713134,2.59036859,1.447932084,4.27436736,1.321628669,3.834642077,7.040703964,4.49019408
W01000738,1,1,1,1,1,4,4,9,4,81,90,66,45,119,590,636,1651,645,55.43685514,65.11328977,70.5493543,59.90109484,76.6592588,24.4155504,26.38865021,24.72705993,3.306846338
W01000739,3,2,4,2,3,3,6,3,4,460,376,647,272,473,483,1092,544,740,30.07783458,36.24452211,24.3468953,31.25081913,43.16960975,21.36159436,30.79265153,12.64616709,28.17969145
W01000740,7,6,5,4,5,8,9,7,7,1158,959,922,664,943,1440,1624,1252,1263,14.60315486,15.56475313,16.44716888,15.94219119,23.771456,9.367261263,6.403551304,3.680609546,9.564684855
W01000741,2,2,2,2,4,4,6,7,2,355,229,274,371,650,624,966,1253,335,34.34355964,46.77970357,43.01473552,24.24429539,36.53382223,38.73168466,25.14907959,15.4015519,9.546667066
W01000742,1,1,1,1,1,6,3,3,2,23,30,9,21,140,1115,522,524,192,67.35135084,82.29556553,93.61810566,56.74992938,86.48757241,50.41600447,12.176978,29.08822102,29.00412837
W01000744,2,2,3,3,2,2,3,3,1,290,325,386,515,271,254,534,493,109,37.55244042,39.38141544,35.6766149,43.24743971,29.38499041,61.56829417,44.61250953,28.58821611,30.34343281
W01000745,2,3,4,2,5,1,4,3,1,321,462,721,211,851,19,619,408,48,35.80856042,31.7655743,21.94080396,18.24156641,48.47708142,75.68061415,87.53281942,25.32723245,34.47448763
W01000746,3,3,4,7,2,1,2,6,2,448,467,677,1191,242,143,342,1028,320,30.52112452,31.53016557,23.34092798,45.62731917,10.69135058,39.71329591,56.33304062,38.28755291,14.00447488
W01000747,4,4,6,4,6,1,5,5,5,643,686,1050,607,1104,5,770,842,829,24.32091051,23.04752185,13.5284539,12.40017901,25.76051518,18.82723514,96.58840834,20.47575245,18.47935844
W01000749,4,4,5,4,6,1,4,2,4,660,749,817,629,1017,160,763,220,709,23.94583337,21.09224111,19.15309028,14.24623158,24.97229607,22.3142816,54.1035834,20.67941814,47.61273794
W01000750,3,3,2,3,3,6,5,9,7,496,441,295,514,460,1092,915,1652,1232,28.41331293,32.78147746,41.44857321,31.8604166,29.42770037,9.928036862,12.64616709,16.61798899,3.293119225
W01000751,9,9,8,7,9,8,9,8,9,1714,1683,1413,1199,1668,1513,1554,1407,1540,5.574611096,2.87159213,6.831687083,3.074592382,10.54040866,4.883860476,5.284382346,4.678896257,6.927920439
W01000752,2,2,2,2,2,3,5,10,5,297,195,307,274,318,440,806,1788,830,37.24312826,50.09878185,40.59928857,39.8474007,43.01473552,18.80028779,32.83099135,19.45590143,1.498648297
W01000753,4,3,4,4,4,4,6,7,6,697,528,642,704,601,598,1113,1283,961,23.02089725,28.83685987,24.51891883,25.98025636,22.47170512,15.51800592,26.09091928,12.21739923,9.012594084
W01000754,5,4,3,4,4,7,8,7,5,766,750,457,574,716,1274,1427,1230,950,21.40721378,21.06250676,32.00341741,22.0956833,26.99592987,15.77629939,9.17151787,6.608696165,9.96468978
W01000755,5,5,5,6,4,5,5,4,2,861,791,847,1099,682,905,918,698,277,19.636385,19.87535763,18.34694836,23.17746271,12.50235451,42.78436216,16.86423972,16.54462497,22.66204675
W01000756,2,2,1,1,4,8,3,9,2,229,334,72,141,658,1525,556,1696,262,41.03728798,38.79583799,69.06522878,23.97291234,56.61012518,43.96002124,5.105511009,27.69885136,2.69709631
W01000757,5,4,3,4,4,9,6,9,4,775,649,513,760,720,1681,1031,1600,583,21.14620796,24.27844453,29.47048978,21.97169651,20.76725856,26.65236431,2.898555533,13.93897988,4.018020546
W01000758,7,5,5,5,7,9,7,5,6,1163,918,948,814,1150,1531,1183,933,1053,14.53138697,16.54462497,15.82357508,11.48086897,19.23528055,13.46429863,5.016594307,10.84328963,16.18127453
W01000759,9,7,7,5,9,9,9,10,8,1539,1268,1173,857,1619,1707,1599,1752,1406,8.73348777,9.278080426,11.03463589,3.750496479,18.08439332,6.94399855,2.550473032,4.032187327,1.960198051
W01000760,4,4,4,4,3,9,3,4,2,624,680,617,713,457,1576,533,692,332,24.76710756,23.24270947,25.39888178,32.00341741,22.189114,38.92468398,4.360455168,28.62947051,22.85397675
W01000761,4,4,5,5,3,5,9,7,1,724,631,863,781,500,784,1568,1212,90,22.27458985,24.90196138,17.928287,30.03411988,20.15930613,65.11328977,20.0737529,4.475742452,10.29722134
W01000762,2,1,2,2,1,4,5,5,1,207,167,342,202,171,695,781,854,145,42.25104953,53.24489169,38.28755291,52.76823098,49.3751797,56.05925444,22.75781155,20.15930613,18.16284561
W01000763,4,3,5,6,2,1,8,3,7,649,567,862,1096,324,129,1523,402,1236,24.1861724,27.26674138,17.95423125,39.44740953,12.5638784,9.854905793,58.34662059,5.135226462,34.79615897
W01000764,4,4,6,4,3,2,7,3,5,732,731,1120,679,526,195,1252,409,800,22.12202763,21.63413942,12.07623465,28.92034206,23.27540239,19.62276707,50.09878185,9.564684855,34.42131042
W01000765,4,4,5,5,4,2,10,2,6,719,650,785,806,610,199,1796,330,1127,22.42031513,24.24429539,20.04530573,25.65142688,19.45590143,11.9359312,49.68251161,1.397327457,39.05425583
W01000766,6,5,6,6,5,3,9,3,4,1057,922,1142,1038,794,508,1630,556,619,16.10651891,16.44716888,11.63813235,19.79085218,13.78687964,25.32723245,29.68563913,3.597024574,27.69885136
W01000767,3,3,2,3,2,6,6,4,3,417,399,316,468,319,1101,1107,659,416,31.78455203,34.95869757,39.982292,39.78025057,31.48337158,34.05247323,12.46142983,12.33909088,23.93921351
W01000768,8,7,7,6,6,9,9,9,10,1501,1183,1161,1144,1102,1632,1583,1711,1732,9.25742653,10.84328963,11.26637272,12.44099476,11.59871558,2.22067408,3.569230282,4.260050667,2.497386376
W01000769,10,9,8,9,10,10,9,10,10,1797,1594,1405,1565,1723,1729,1707,1879,1749,3.971005586,4.103152421,6.960087909,2.338857653,4.519124604,1.999081895,2.260001168,2.550473032,0.371649441
W01000770,10,9,9,9,9,9,10,8,10,1808,1666,1534,1593,1581,1637,1791,1362,1866,3.794973626,3.101794962,4.972264529,4.28869297,4.117371752,0.529307547,3.499891147,1.460600657,7.662798723
W01000771,8,7,7,9,8,7,4,10,9,1516,1229,1160,1621,1442,1262,742,1888,1660,9.089063529,9.983038166,11.28578993,6.372152331,3.722516218,3.183596272,9.385139,21.30146488,0.263131163
W01000772,9,8,9,9,10,10,4,10,10,1718,1456,1645,1686,1726,1746,630,1891,1858,5.525110983,6.153551612,3.389381506,2.299395615,2.831206201,0.626867826,2.038031588,24.93710184,0.227071887
W01000773,4,5,4,2,6,4,8,5,4,762,773,685,381,962,756,1485,807,579,21.47054477,20.38901622,23.07993831,15.4946679,35.95881573,26.80442688,20.88490343,5.707239367,19.42820781
W01000774,6,5,5,4,5,6,9,10,4,1030,948,774,657,872,1087,1702,1771,624,16.53626585,15.82357508,20.36017669,17.69609634,24.00666062,25.14907959,12.7494437,2.617004126,1.715448607
W01000775,8,10,10,10,9,5,1,10,10,1513,1771,1745,1800,1628,827,113,1741,1790,9.127318413,1.715448607,2.051029491,3.624852494,1.346833926,1.473276211,18.88122475,60.88684517,2.10309468
W01000776,9,10,9,10,10,6,2,9,10,1611,1754,1688,1755,1820,1117,217,1632,1744,7.405101608,1.93431196,2.804321592,1.096015787,1.921379832,2.064034743,12.13662769,47.89725852,3.569230282
W01000777,10,8,8,7,9,9,10,7,9,1722,1403,1470,1330,1717,1713,1728,1239,1630,5.483108946,6.992300432,5.937009012,2.417985431,8.200043031,3.597024574,2.470888926,2.273125154,9.800209685
W01000778,8,7,6,6,9,7,10,5,8,1525,1200,1130,1140,1574,1266,1893,939,1525,9.023039717,10.52161038,11.87606216,4.389222859,11.67761679,5.105511009,9.313711276,0.203063738,16.0375265
W01000779,7,5,6,4,7,7,5,8,5,1147,929,967,749,1327,1212,946,1505,861,14.76042211,16.2776081,15.37833169,8.251059072,21.09224111,17.9802048,10.29722134,15.87094814,5.404407434
W01000781,10,10,9,10,10,9,10,9,10,1897,1765,1710,1851,1840,1662,1849,1621,1900,1.659015511,1.792456906,2.510646557,0.847903374,0.712573862,0.11923202199999999,3.15629683,0.737120075,3.722516218
W01000782,10,8,8,9,8,9,10,9,10,1757,1508,1504,1559,1449,1605,1873,1707,1754,4.483994139,5.359324594,5.419454706,6.262592264,4.606135163,1.93431196,3.947317234,0.444280457,2.550473032
W01000784,8,7,6,6,9,8,7,8,9,1469,1163,1069,1115,1539,1423,1234,1372,1642,9.872551753,11.22758741,13.12512707,4.898570908,12.176978,3.430760423,6.672187555,9.891442261,7.49745128
