lsoa_code,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_score,Income_score,Employment_score,Education_score,Health_score,Crime_score,Housing_score,Access_score,Environment_score
W01001671,5,4,4,3,6,9,8,2,5,804,691,673,544,979,1636,1440,236,816,20.69301098,22.88612138,23.47254186,15.10150238,28.17969145,19.18045442,3.513742261,6.403551304,46.15202422
W01001672,7,6,7,5,8,8,7,2,6,1249,1138,1258,826,1350,1350,1161,205,1057,13.39488248,11.71716912,9.456789239,7.862797619,18.90826715,13.37903569,7.862797619,11.26637272,49.07190035
W01001673,10,10,9,9,10,10,9,4,10,1816,1822,1699,1615,1765,1758,1533,591,1737,3.697921744,1.071083755,2.657015355,1.792456906,3.806559326,2.155277998,1.882627019,4.98703163,26.35122239
W01001674,6,6,6,5,5,8,9,3,5,1127,966,983,922,883,1406,1634,431,797,15.08540554,15.4015519,15.00996146,17.41545457,16.44716888,19.70665608,6.94399855,3.541469538,33.28147942
W01001675,5,6,6,6,6,2,9,1,4,865,1009,959,1016,1038,275,1686,17,683,19.54526159,14.42366458,15.56475313,13.78687964,14.26833599,23.1449086,42.93768773,2.831206201,88.62783915
W01001676,2,4,3,5,2,1,5,1,1,330,606,555,790,265,121,913,12,42,35.18654132,25.79699322,27.73853964,43.72003268,19.90359525,77.68140227,59.58168144,16.66702867,91.61779085
W01001677,7,7,9,7,6,5,10,1,3,1276,1277,1576,1274,1134,801,1787,32,567,12.95166793,9.118421168,4.360455168,11.79647843,9.17151787,27.26674138,19.59487193,1.511344843,81.45935775
W01001678,3,3,2,5,4,8,5,1,1,421,412,370,878,660,1430,950,5,96,31.62920689,34.26251253,36.5921215,23.90556397,17.54259467,63.93370851,6.561192379,15.77629939,96.58840834
W01001679,8,8,8,8,8,5,10,1,2,1386,1459,1516,1484,1418,844,1755,111,214,11.25235598,6.106977691,5.239533929,6.751799058,5.722486137,48.18534288,18.4263029,1.921379832,61.225046
W01001680,6,5,7,6,6,3,10,1,3,956,905,1264,1105,1124,426,1886,10,481,17.87038616,16.86423972,9.34939741,11.99595648,12.37979827,30.88355781,33.53561649,0.287202127,92.93182169
W01001681,1,1,2,2,3,2,3,1,1,119,97,302,273,383,220,405,3,24,50.47257004,63.74286188,40.94935405,35.84551956,43.09204228,85.00370726,47.61273794,34.63476096,98.23100687
W01001682,3,3,4,4,4,8,3,2,5,561,439,652,710,613,1507,418,242,802,26.50166307,32.88061206,24.17614884,25.54285354,22.28292578,19.56701057,5.374342391,33.94816852,45.62731917
W01001683,6,6,7,7,6,4,7,1,3,1005,1032,1306,1277,1137,660,1306,2,477,17.00999819,13.9171896,8.611375373,11.73697083,9.118421168,31.06645543,23.90556397,8.611375373,99.09850036
W01001684,5,6,7,7,3,2,6,1,5,840,1084,1165,1169,570,342,1102,21,766,20.02609625,12.811633,11.18886739,27.15028864,11.11162236,20.59191192,38.28755291,12.44099476,86.48757241
W01001685,2,2,3,4,5,1,3,2,1,339,357,399,750,867,161,526,362,4,34.95929957,37.3637743,34.95869757,17.82480166,21.06250676,97.39504697,53.97893287,28.92034206,37.06391319
W01001686,5,4,5,4,7,3,9,3,1,808,763,837,738,1333,543,1538,508,54,20.64141953,20.67941814,18.61253522,8.149139897,21.42188144,73.84003257,28.22021893,4.913290755,29.68563913
W01001687,1,2,1,3,2,1,5,2,1,135,255,108,397,329,25,838,254,2,49.07786024,44.529929,61.74185853,39.11931652,35.067698300000004,99.09850036,84.5296231,18.5858381,44.61250953
W01001688,4,4,5,5,3,9,7,1,2,712,662,884,914,446,1714,1320,66,319,22.64718832,23.83841224,17.39011067,32.53549439,16.64249576,39.78025057,2.45765164,8.370538414,70.5493543
W01001689,1,1,1,1,1,7,2,1,1,39,51,93,65,55,1273,314,93,15,63.92398781,74.74191664,64.51593795,73.54709584,70.80629339,89.7776098,9.189244045,40.11797908,64.51593795
W01001690,2,3,4,4,2,1,7,1,2,317,404,670,613,206,48,1211,28,326,35.95787841,34.68843455,23.57174889,48.97168944,25.54285354,39.31561017,75.68061415,10.31583704,83.16332597
W01001691,1,2,2,1,3,1,6,1,1,161,212,277,104,448,71,1140,47,118,46.78717601,48.3794235,42.78436216,32.43783308,62.44951788,60.06248054,69.30602755,11.67761679,76.00222435
W01001692,1,2,3,2,1,1,6,1,1,178,242,470,332,190,10,1119,4,157,45.17941657,45.62731917,31.39006825,50.62994327,38.92468398,54.48164032,92.93182169,12.09634805,97.39504697
W01001693,1,2,2,1,2,1,4,1,1,112,219,265,117,237,41,749,22,50,51.21980041,47.7071876,43.72003268,46.06373789,60.22500665,75.05057853,78.03246671,21.09224111,85.98223871
W01001694,1,2,4,1,2,1,5,1,1,184,221,628,147,260,15,773,92,163,44.7466529,47.51867456,25.00754424,44.12141618,55.78868904,53.73164034,89.7776098,20.38901622,64.71333642
W01001695,2,3,6,3,1,1,2,1,2,361,533,1118,505,139,182,349,94,258,34.2219706,28.62947051,12.11647905,56.89058857,29.81570145,44.28395165,51.50617166,37.85183516,64.32021926
W01001696,1,1,1,1,1,1,4,1,1,64,63,152,183,116,63,584,153,61,57.98114206,71.32894628,55.12588128,60.38868941,51.39480009,71.86375268,71.32894628,26.61450524,54.99558135
W01001697,2,2,3,3,3,1,5,1,2,238,274,449,394,417,12,853,45,312,40.71155669,43.01473552,32.3891575,34.00026175,35.23217413,40.25447139,91.61779085,18.18905595,76.6592588
W01001698,1,2,3,2,2,1,5,1,3,173,214,388,222,238,13,786,38,485,45.83726583,48.18534288,35.56469698,45.97578916,47.4249943,30.70210314,90.98789595,20.01689369,79.11900388
W01001699,1,1,3,1,4,1,3,1,2,150,121,393,56,676,116,463,79,360,47.76271497,59.58168144,35.28726183,23.37376091,73.2578432,37.18338891,60.38868941,31.7182994,67.44673598
W01001702,3,3,3,4,2,9,5,5,5,564,485,556,589,303,1552,848,924,846,26.43539728,30.70210314,27.69885136,40.87891341,26.42613903,18.37336946,4.708065268,18.32055757,16.39859526
W01001703,1,1,1,1,1,4,4,4,4,104,100,123,118,74,717,610,667,651,52.05404972,63.17964342,59.26664322,68.59106491,60.06248054,24.21019688,22.06462388,25.65142688,23.67138569
W01001704,1,1,1,1,1,4,2,3,4,27,35,68,18,22,738,317,511,584,66.61487084,80.25942595,70.04393004,85.98223871,88.07381322,26.61450524,21.42188144,39.91474746,29.55630816
W01001705,2,1,2,2,1,7,4,6,5,234,171,299,239,115,1322,625,990,769,40.88804277,52.76823098,41.1619797,60.55354539,45.88817545,20.50473737,8.336338079,25.11361402,14.85063633
W01001706,4,4,3,4,5,4,8,1,4,613,580,398,752,942,720,1398,156,630,25.19981981,26.76631689,35.01313336,15.96598799,21.00315314,24.93710184,21.97169651,7.073029671,54.60905295
W01001707,1,1,2,1,1,4,4,3,2,116,148,202,167,27,614,597,476,302,50.80001028,55.65459063,49.3751797,83.60980053,53.24489169,40.94935405,25.50677602,26.12792556,31.11240799
W01001708,1,1,1,1,2,5,5,4,2,91,102,64,62,200,889,821,735,333,53.26498631,62.81168358,71.06613527,49.57961067,71.59479507,38.86017076,17.26380838,19.04395814,21.51260939
W01001709,5,5,6,6,7,2,7,1,4,786,857,975,1005,1201,204,1217,26,599,20.93691655,18.08439332,15.1934091,10.50282746,14.51289703,26.05397245,49.17254978,10.20436817,84.0651139
W01001710,4,3,6,5,6,1,8,1,7,669,566,965,866,1086,123,1339,18,1211,23.73903756,27.30569035,15.42479558,12.77015479,17.85062938,10.31583704,59.26664322,8.047670361,88.07381322
W01001711,2,2,3,3,3,2,3,1,2,324,328,471,545,552,297,429,80,205,35.68163428,39.18456178,31.34355814,27.85801705,28.13923525,49.07190035,41.30483007,33.38279753,67.22454704
W01001712,6,7,7,6,7,1,8,1,6,1062,1201,1167,960,1277,169,1483,168,1026,16.01425201,10.50282746,11.15021245,9.118421168,15.54136765,14.04824205,53.00532654,5.73774302,53.12479721
W01001713,4,4,5,6,7,1,9,1,5,670,716,900,1135,1259,17,1541,14,923,23.71717114,22.0956833,16.98836088,9.438855743,11.77662545,16.42286925,88.62783915,4.869159446,90.37479296
W01001714,9,10,9,9,10,8,10,1,6,1637,1753,1705,1637,1822,1401,1763,40,1039,6.951532153,1.947251364,2.57706238,1.071083755,3.499891147,13.76523291,7.024558133,1.818183744,78.38897285
W01001715,8,7,7,9,10,3,9,3,8,1473,1224,1239,1530,1830,545,1551,385,1476,9.784175232,10.0750003,9.800209685,0.971625018,5.031389906,5.844825524,28.13923525,4.722663657,35.73277874
W01001716,8,8,8,9,10,2,8,1,5,1345,1367,1436,1694,1770,317,1470,42,877,11.89096423,7.579976416,6.466478137,1.728265431,2.723855803,17.56810724,39.91474746,5.937009012,77.68140227
W01001717,5,5,6,5,6,2,8,1,6,879,765,1073,896,1077,205,1358,167,1102,19.27518551,20.62104368,13.04110997,12.95739865,17.08814235,12.44099476,49.07190035,7.729271974,53.24489169
W01001718,5,8,10,7,3,1,4,1,7,895,1512,1808,1334,556,20,738,55,1176,18.99637953,5.299351273,1.246178208,27.69885136,8.13219719,10.97706468,87.0042587,21.42188144,73.54709584
W01001719,8,10,10,9,8,1,8,2,7,1422,1871,1905,1649,1451,29,1431,240,1298,10.66158469,0.468541854,0.059538749,6.231385007,3.334325165,8.750137285,82.72535356,6.545379562,45.800894220000004
W01001720,5,9,10,7,3,1,4,1,6,866,1626,1886,1308,548,16,751,20,976,19.53156649,3.652714124,0.287202127,28.01829189,8.576815309,15.17039797,89.19554059,21.0328108,87.0042587
W01001721,5,10,10,6,1,1,3,3,8,911,1798,1881,984,185,171,415,457,1490,18.77667035,1.372066835,0.347489982,51.17366188,14.98713304,5.631156758,52.76823098,34.104803510000004,32.00341741
W01001722,7,9,10,7,7,1,5,1,7,1184,1630,1858,1214,1223,64,897,97,1274,14.20800685,3.597024574,0.626867826,10.09343694,10.26003508,9.17151787,71.06613527,17.06315637,63.74286188
W01001724,5,10,10,8,1,1,4,1,8,806,1894,1901,1493,106,92,609,62,1374,20.64816921,0.191069055,0.107280967,62.09296668,5.585627705,7.464523956,64.71333642,25.68773218,71.59479507
W01001725,5,10,10,10,2,1,3,1,7,886,1847,1883,1801,214,38,476,135,1287,19.15457894,0.761692513,0.323355873,48.18534288,1.334227845,8.942312247,79.11900388,31.11240799,57.46198864
W01001726,6,7,9,6,6,1,6,1,5,958,1147,1670,979,1026,80,983,96,773,17.86400044,11.5397168,3.047421938,14.04824205,15.10150238,20.38901622,67.22454704,15.00996146,63.93370851
W01001727,10,10,8,9,10,10,9,5,6,1756,1725,1475,1564,1745,1826,1718,910,1072,4.567292371,2.312542106,5.860163804,2.051029491,4.533603524,13.06208549,1.021300626,2.404778549,16.7407848
W01001728,10,10,10,10,10,10,10,4,10,1896,1864,1894,1904,1898,1906,1899,578,1723,1.670126405,0.553658848,0.191069055,0.143152778,0.071465016,2.338857653,0.047618663,0.13118929,26.84260013
W01001729,9,9,9,10,9,10,7,5,3,1717,1717,1671,1741,1682,1837,1148,767,565,5.528108539,2.417985431,3.033848743,2.88506988,2.10309468,27.3447054,0.884950037,11.52008412,20.56281701
W01001730,10,10,10,10,10,10,10,2,9,1850,1858,1884,1862,1850,1794,1814,267,1557,3.021092228,0.626867826,0.311298309,0.724843694,0.578035958,4.635211984,1.422615853,1.1709744499999999,43.56142028
W01001731,10,9,9,10,10,7,9,3,9,1780,1608,1717,1802,1893,1260,1710,547,1588,4.140616879,3.904999338,2.417985431,0.203063738,1.321628669,4.188600573,9.420936219,2.510646557,28.05853572
W01001732,10,10,10,10,10,7,10,2,9,1775,1752,1734,1810,1892,1254,1757,287,1713,4.20904329,1.960198051,2.19449333,0.21506468,1.221082957,2.470888926,9.528663381,1.89553737,42.03270134
W01001733,10,10,10,10,10,8,9,2,10,1818,1821,1849,1811,1877,1368,1643,282,1845,3.667970145,1.083546393,0.737120075,0.395834304,1.208545592,0.786291231,7.563447683,3.416959178,42.405461270000004
W01001734,10,10,10,10,10,9,10,4,10,1889,1852,1850,1816,1886,1700,1878,727,1736,1.945300073,0.700310571,0.724843694,0.287202127,1.145961075,2.168342347,2.643670543,0.383738694,21.75631502
W01001735,10,9,10,10,10,9,9,3,8,1798,1622,1804,1809,1895,1634,1535,483,1375,3.96690316,3.708538842,1.296451004,0.179080624,1.23362716,7.448077955,3.541469538,4.957506903,30.79265153
W01001736,10,10,10,9,10,9,10,2,10,1829,1813,1786,1716,1905,1588,1877,294,1760,3.47034018,1.183491346,1.524048402,0.059538749,2.431199901,1.856828037,4.188600573,0.395834304,41.52078307
W01001737,1,1,1,1,1,1,2,2,1,42,48,60,91,76,180,346,372,178,63.64073955,75.68061415,72.13589267,68.12647919,64.91244374,51.95713044,51.73054583,38.03756153,36.47567036
W01001738,1,1,1,1,1,2,2,5,1,28,5,190,40,23,324,280,944,184,66.49173622,96.58840834,50.62994327,85.48776945,78.38897285,51.28396522,39.44740953,42.55627342,15.91841898
W01001739,1,1,1,1,1,2,3,2,2,24,13,78,46,57,257,428,237,309,67.3455244,90.98789595,67.6710923,72.97218312,76.32839549,40.46074074,44.36565216,33.43362445,46.06373789
W01001740,1,1,1,1,1,3,3,3,3,30,18,81,26,37,539,519,471,457,65.931654,88.07381322,67.00448402,79.49289669,84.0651139,32.00341741,28.38304676,29.21493931,31.34355814
W01001741,1,1,1,1,1,1,3,4,2,14,2,69,36,48,158,410,598,201,70.75294733,99.09850036,69.79532281,75.68061415,79.87296817,49.47716806,54.35492962,34.36825588,26.09091928
W01001742,1,1,1,1,1,1,4,2,1,50,15,116,148,63,187,696,350,156,61.83020109,89.7776098,60.38868941,71.32894628,55.65459063,54.60905295,50.95462962,22.72584562,37.79025816
W01001743,8,7,8,6,6,10,6,4,5,1403,1250,1357,1114,1103,1721,1016,657,932,10.98772503,9.600762832,7.745920349,12.42057783,12.19717974,16.20532012,2.365203343,14.26833599,24.00666062
W01001744,1,1,1,2,1,4,3,4,3,92,55,109,200,120,646,454,658,455,53.25106721,73.54709584,61.56829417,59.74083366,49.57961067,32.09924763,24.38119723,32.14731288,23.97291234
W01001745,9,8,9,8,8,9,7,3,6,1594,1452,1682,1379,1392,1639,1304,383,1050,7.689744093,6.215797242,2.88506988,7.170280284,7.382411294,13.5284539,3.472213918,8.645987445,35.84551956
W01001746,1,1,1,2,2,3,5,1,1,128,117,125,255,217,515,912,102,124,49.4271253,60.22500665,58.95586193,47.89725852,44.529929,59.11072766,29.38499041,16.69158778,62.81168358
W01001747,8,6,7,8,7,8,10,4,8,1510,1091,1317,1373,1301,1519,1804,593,1408,9.132085416,12.66678535,8.421934459,8.698003413,7.480981725,6.911853559,5.194772792,1.296451004,26.27654898
W01001748,3,4,4,3,2,3,8,4,6,573,608,623,509,315,429,1445,661,956,26.19794507,25.72409489,25.18459994,40.05003548,29.64244795,15.63505258,33.38279753,6.325134098,23.8719636
W01001749,4,3,4,4,4,7,5,5,4,638,422,590,599,732,1318,917,843,654,24.53442089,33.74096752,26.38865021,21.60369666,26.05397245,24.1082036,8.40478968,16.56905365,18.45281537
W01001750,2,1,1,2,5,4,7,4,3,255,183,106,311,840,661,1173,668,460,39.15974534,51.39480009,62.09296668,18.53253665,40.3230225,31.8604166,23.8719636,11.03463589,23.63812544
W01001751,1,1,1,2,3,7,3,4,2,181,64,150,345,455,1268,423,747,350,44.99444845,71.06613527,55.38871678,32.09924763,38.0998051,37.79025816,9.278080426,33.68945763,21.15182537
W01001752,8,8,9,6,7,8,10,3,3,1491,1513,1554,1068,1160,1377,1868,395,544,9.48126795,5.284382346,4.678896257,11.28578993,13.14617939,28.17969145,7.415221189,0.504982001,35.17721806
W01001753,1,1,1,1,2,5,3,4,4,151,108,140,138,253,873,487,614,601,47.75283811,61.74185853,56.74992938,44.69538763,57.03211327,25.98025636,17.67044148,30.61190983,25.50677602
W01001754,6,6,6,6,7,4,8,1,4,1086,1083,1076,1060,1165,609,1351,161,719,15.62391518,12.83240019,12.97829793,11.18886739,13.31529527,22.0026306,25.68773218,7.84606446,53.97893287
W01001755,8,9,10,9,8,1,10,2,3,1379,1698,1750,1534,1489,81,1848,197,494,11.33544391,2.670367914,1.986113308,5.646353159,4.972264529,30.29898976,67.00448402,0.749403012,49.889705
W01001756,6,8,9,6,4,1,3,2,7,1019,1368,1702,1104,671,179,543,215,1235,16.74430981,7.563447683,2.617004126,23.53863231,12.40017901,9.873166772,51.84355911,28.22021893,48.08891327
W01001757,7,7,9,8,9,1,7,2,5,1285,1306,1714,1463,1531,82,1328,227,871,12.77692316,8.611375373,2.45765164,5.016594307,6.045025472,17.72177985,66.78650661,8.234041149,46.9622324
W01001758,8,9,10,8,9,1,9,1,7,1362,1576,1865,1476,1559,72,1675,78,1314,11.53976499,4.360455168,0.541479975,4.606135163,5.844825524,8.473445612,69.06522878,2.979635921,67.6710923
W01001759,5,4,5,4,7,8,7,1,1,796,666,898,619,1288,1497,1259,131,185,20.80370992,23.7046941,17.03819751,8.924775293,25.32723245,51.17366188,5.525062158,9.438855743,58.04794672
W01001760,4,4,5,4,5,2,8,1,3,666,628,893,660,946,255,1348,85,514,23.77069025,25.00754424,17.16326357,15.87094814,23.90556397,29.42770037,44.529929,7.896300505,66.14470187
W01001761,2,2,3,2,3,1,5,1,4,219,253,493,223,471,4,814,48,716,41.62638896,44.69538763,30.34343281,31.34355814,47.33169406,22.0956833,97.39504697,19.23528055,75.68061415
W01001762,1,1,1,1,2,1,4,1,5,73,86,174,44,215,27,629,101,783,56.82385908,65.93468603,52.41710826,48.08891327,76.99495125,20.1022353,83.60980053,24.97229607,62.99492767
W01001764,2,2,6,2,5,1,5,1,3,347,344,998,308,786,18,870,8,503,34.65624779,38.16221757,14.66989173,20.01689369,40.52991033,29.90282008,88.07381322,17.74749208,94.32549874
W01001765,2,3,4,2,5,1,7,1,3,323,385,602,257,900,8,1225,37,490,35.70894832,35.73277874,25.94348673,16.98836088,44.36565216,30.47727959,94.32549874,10.05657844,79.49289669
W01001766,2,2,5,2,2,1,7,1,5,256,292,770,228,371,3,1286,9,903,39.11526613,41.6658865,20.47575245,36.53382223,46.87078692,16.91380784,98.23100687,8.959862582,93.61810566
W01001767,3,3,6,3,3,1,7,1,5,426,458,1009,572,499,2,1308,30,793,31.37562817,31.95565162,14.42366458,30.07805358,27.07297976,19.81898618,99.09850036,8.576815309,82.29556553
W01001768,2,1,4,2,3,1,7,1,4,240,179,575,288,520,1,1313,46,665,40.56661726,51.84355911,26.9575015,29.17262226,41.95886887,23.73805083,100,8.490641664,76.32839549
W01001769,10,10,10,10,10,9,10,3,10,1891,1900,1897,1837,1896,1691,1875,571,1776,1.890136144,0.11923202199999999,0.155122492,0.167098439,0.884950037,1.651471399,2.764053509,0.420044625,27.11160172
W01001770,8,8,9,7,10,8,8,4,1,1527,1487,1667,1273,1884,1444,1369,587,106,8.978523011,5.676776116,3.08818965,0.311298309,9.189244045,62.09296668,6.340796165,7.54693082,26.50130049
W01001771,10,10,10,10,10,8,10,2,9,1813,1779,1763,1781,1804,1506,1906,307,1668,3.740263598,1.613170322,1.818183744,1.296451004,1.587671658,3.074592382,5.38937,0.047618663,40.59928857
W01001772,9,9,8,8,10,7,9,1,9,1628,1706,1476,1523,1742,1280,1650,118,1582,7.096264894,2.563763864,5.844825524,2.090067329,5.135226462,4.27436736,9.06544676,3.320581648,60.06248054
W01001773,9,8,9,8,9,4,10,2,9,1592,1489,1635,1402,1601,723,1872,233,1637,7.703196481,5.646353159,3.527601721,4.003862485,7.008423627,3.499891147,21.87914307,0.456407956,46.41893494
W01001774,10,10,10,10,10,7,10,3,9,1855,1889,1895,1760,1870,1292,1891,440,1639,2.898161286,0.251105122,0.179080624,0.480682156,1.856828037,3.472213918,8.854760887,0.227071887,32.83099135
W01001775,8,8,8,7,8,6,10,1,7,1486,1447,1420,1291,1408,968,1778,162,1249,9.572665437,6.293841923,6.719921381,6.911853559,8.872244518,9.618823065,15.35513489,1.625930262,53.85495425
W01001776,10,9,10,10,10,8,10,2,9,1747,1707,1735,1774,1799,1408,1782,228,1570,4.69009959,2.550473032,2.181414122,1.35944692,1.677040931,4.44686641,6.911853559,1.574932919,46.87078692
W01001777,10,10,10,10,10,10,8,3,8,1827,1841,1790,1884,1816,1855,1378,400,1511,3.512341209,0.835567734,1.473276211,1.145961075,0.311298309,5.314329949,0.663559884,7.398810391,34.90439031
W01001778,10,10,10,10,10,10,9,1,9,1837,1893,1899,1902,1902,1892,1558,182,1608,3.348863116,0.203063738,0.13118929,0.095336118,0.095336118,3.904999338,0.21506468,4.620668979,51.50617166
W01001779,10,10,10,10,10,10,10,2,6,1815,1823,1798,1838,1837,1817,1864,302,983,3.722209198,1.058627867,1.372066835,0.884950037,0.872594518,15.00996146,1.133464582,0.553658848,40.94935405
W01001780,10,10,9,10,10,9,10,3,8,1809,1773,1707,1769,1784,1558,1903,436,1352,3.785717937,1.689836365,2.550473032,1.549476589,1.741089402,7.829343465,4.620668979,0.08339747,33.03011976
W01001781,9,7,6,9,10,7,10,2,5,1531,1318,1057,1701,1901,1281,1844,276,926,8.875769141,8.40478968,13.37903569,0.107280967,2.63033347,16.35012399,9.047815703,0.798600463,42.86089718
W01001782,10,10,10,10,10,8,10,2,5,1782,1885,1729,1829,1842,1457,1884,320,921,4.095923601,0.299247062,2.260001168,0.823238708,0.984033865,16.47149422,6.138016491,0.311298309,39.71329591
W01001783,10,9,10,10,10,10,10,3,9,1840,1679,1740,1737,1798,1850,1908,531,1695,3.248803123,2.925550583,2.116129414,1.372066835,2.155277998,2.710472165,0.724843694,0.023797008,28.71220199
W01001784,9,8,8,9,8,10,10,4,7,1676,1436,1377,1655,1424,1830,1892,645,1329,6.194803186,6.466478137,7.415221189,6.656298268,3.251986977,8.217035808,0.971625018,0.21506468,24.4155504
W01001785,1,1,2,2,2,5,7,1,3,189,88,207,359,210,941,1202,126,463,44.24702668,65.52032129,48.87191327,48.57515577,37.24336032,31.7182994,15.98980945,10.48405986,58.80203198
W01001786,5,5,6,6,5,2,8,2,3,919,874,1119,967,915,306,1519,224,407,18.63095072,17.6448152,12.09634805,16.61798899,15.37833169,34.52778808,40.66887672,5.194772792,47.23877076
W01001787,3,3,4,3,3,2,3,1,5,436,478,621,438,512,352,497,107,837,31.13204229,31.02059449,25.25580563,29.51335894,32.93034005,18.61253522,37.66759654,30.16617354,61.91674263
W01001788,2,1,1,2,4,4,6,1,4,200,146,149,218,583,736,1033,67,640,43.05697264,55.92357389,55.52126953,26.65236431,47.80202672,24.58809012,21.48232696,13.89541994,70.29525386
W01001789,8,8,7,7,8,6,10,1,4,1389,1400,1223,1248,1361,980,1854,191,612,11.2183283,7.040703964,10.09343694,7.679399034,9.63689749,25.57898773,15.07858297,0.67580359,50.52272512
W01001790,4,3,4,4,4,3,7,2,5,608,407,758,755,678,399,1256,219,872,25.24467869,34.52778808,20.82600578,23.30814185,20.91440891,17.69609634,34.95869757,9.492698234,47.7071876
W01001791,8,7,7,8,8,6,9,3,6,1492,1312,1181,1482,1516,1058,1542,529,1029,9.421511726,8.507850584,10.88143175,5.239533929,5.753010031,13.98262249,13.35776925,4.854467807,28.79523213
W01001792,4,3,3,5,5,5,4,3,5,580,476,401,779,903,884,673,452,873,25.97245841,31.11240799,34.85021098,16.91380784,20.21651893,17.67044148,17.39011067,23.47254186,32.24374578
W01001793,10,10,10,10,9,10,10,3,10,1854,1768,1820,1858,1693,1885,1826,416,1874,2.951539761,1.753920527,1.096015787,2.737247234,0.626867826,0.432159348,0.299247062,1.021300626,34.05247323
W01001794,10,9,10,10,10,10,10,2,10,1824,1714,1779,1826,1788,1868,1870,257,1865,3.587360249,2.45765164,1.613170322,1.498648297,1.021300626,0.541479975,0.504982001,0.480682156,44.36565216
W01001795,10,10,10,10,10,10,10,3,10,1883,1816,1811,1905,1863,1871,1900,569,1739,2.11677221,1.145961075,1.208545592,0.565844174,0.059538749,2.12917154,0.468541854,0.11923202199999999,27.18904074
W01001796,9,8,8,9,8,10,10,3,9,1679,1384,1446,1570,1524,1840,1898,474,1704,6.141513484,7.300590742,6.309482689,5.120363936,4.44686641,2.59036859,0.847903374,0.143152778,31.20458947
W01001797,9,8,8,8,8,9,10,3,6,1601,1339,1449,1386,1523,1719,1833,407,1089,7.580028739,8.047670361,6.262592264,5.135226462,7.267943847,12.70807739,2.391579246,0.934438594,34.52778808
W01001798,10,9,9,9,10,10,9,5,10,1791,1606,1611,1627,1777,1775,1644,796,1777,4.015829603,3.933202615,3.86275916,1.638697285,3.63877909,1.638697285,1.664252612,3.403166209,19.73468721
W01001799,10,10,9,9,10,10,8,3,9,1796,1742,1677,1712,1903,1854,1353,500,1661,3.982450384,2.090067329,2.952577354,0.08339747,2.484133835,3.169942501,0.67580359,7.812634617,30.03411988
W01001800,4,3,4,2,5,3,5,4,6,605,517,682,378,769,541,842,701,1143,25.3734295,29.2998077,23.17746271,20.50473737,36.12981332,11.61841552,28.30148875,18.47935844,22.56667903
W01001802,4,4,4,4,4,7,7,1,2,618,648,578,618,690,1202,1195,119,343,24.96892624,24.31264445,26.84260013,22.91831099,25.36302922,38.22479987,10.48405986,10.6157558,59.90109484
W01001803,2,2,3,2,1,3,4,2,3,277,315,432,265,176,538,660,304,479,37.95527307,40.05003548,33.23098725,52.18596948,43.72003268,30.97482482,28.42393448,23.90556397,40.80868785
W01001804,2,2,4,2,1,4,5,2,3,354,332,639,301,188,699,836,325,414,34.37683742,38.92468398,24.62275393,50.84589076,41.02001109,34.15725312,22.63021355,18.63926336,39.38141544
W01001805,3,3,4,3,2,6,4,2,2,435,388,631,427,335,992,598,345,368,31.1336979,35.56469698,24.90196138,38.73168466,33.48456394,36.70916524,14.80531684,26.09091928,38.0998051
W01001806,6,6,6,6,5,5,6,3,3,1013,990,1029,1012,806,940,1111,465,402,16.88844315,14.85063633,13.98262249,19.45590143,14.35696669,34.79615897,16.0136556,12.25789162,31.62404012
W01001807,1,1,2,1,1,3,4,1,3,75,50,232,89,51,547,646,104,400,56.27418556,75.05057853,46.50859797,74.74191664,65.31590514,34.90439031,28.05853572,24.38119723,62.44951788
W01001808,1,1,2,1,1,4,5,1,2,94,68,223,130,65,611,766,150,344,52.99483863,70.04393004,47.33169406,70.80629339,58.19679884,38.16221757,25.61517878,20.59191192,55.38871678
W01001809,5,6,5,4,5,3,4,3,8,877,971,848,734,949,548,604,459,1426,19.31172218,15.28568454,18.32055757,15.79992508,21.54293175,6.624552589,28.01829189,25.87012335,31.90798482
W01001810,2,1,3,1,1,3,4,2,5,218,166,506,159,164,493,634,248,849,41.70408095,53.36561654,29.77226557,53.60898405,54.22891317,18.29419703,30.34343281,24.79686099,45.11431786
W01001811,1,1,1,1,1,3,4,1,1,63,31,168,97,124,499,717,129,89,58.03164452,81.87366161,53.12479721,59.11072766,63.74286188,65.31590514,30.07805358,22.06462388,58.34662059
W01001812,3,2,5,5,3,4,4,3,5,570,356,854,803,432,634,760,432,803,26.2633844,37.42421853,18.16284561,33.23098725,19.53918293,19.53918293,24.79686099,20.76725856,33.23098725
W01001813,1,1,1,2,4,5,5,2,2,139,92,55,235,623,803,772,288,211,48.81056622,64.71333642,73.54709584,25.18459994,46.24065074,48.47708142,19.53918293,20.41789197,41.95886887
W01001814,6,5,5,5,6,3,7,2,6,984,876,943,884,1093,542,1216,328,1058,17.38164537,17.59364815,15.94219119,12.6255673,17.39011067,13.35776925,28.26081794,10.22290884,39.18456178
W01001815,8,6,8,7,7,7,10,1,8,1361,1049,1361,1206,1216,1327,1752,149,1364,11.59415882,13.54987882,7.679399034,10.22290884,10.40914222,7.629634003,8.251059072,1.960198051,55.52126953
