Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank,Decile,Quintile,Vigintile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005075,340,Perth & Kinross,Perth & Kinross - Muirton,Perth,354,223,66.99,137,37,130,157,31,70,318,1.61,201,2.22,17,24.40,"1,652",7.67,"4,803",1023,449,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005076,340,Perth & Kinross,"Perth & Kinross - Hillyland, Tulloch and Inveralmond",Perth,673,441,34.28,"1,272",19,125,"1,723",18,80,"1,786",0.53,"1,798",1.38,367,18.95,"2,504",36.97,"1,168",456,"2,035",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005077,340,Perth & Kinross,Perth & Kinross - Western Edge,Perth,977,687,8.04,"5,173",3,35,"5,825",4,30,"5,710",-0.74,"5,181",-0.45,"4,419",4.33,"6,020",43.23,853,192,"4,242",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005078,340,Perth & Kinross,Perth & Kinross - North Muirton and Old Scone,Perth,668,404,22.00,"2,433",15,100,"2,405",13,50,"2,786",0.51,"1,853",0.52,"1,944",14.38,"3,642",15.13,"3,393",377,"2,539",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005079,340,Perth & Kinross,Perth & Kinross - North Muirton and Old Scone,Perth,582,347,27.57,"1,808",16,95,"2,154",20,65,"1,464",0.44,"2,032",0.61,"1,709",14.97,"3,485",20.71,"2,584",450,"2,067",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005080,340,Perth & Kinross,"Perth & Kinross - Hillyland, Tulloch and Inveralmond",Perth,504,304,29.90,"1,608",18,90,"1,949",18,50,"1,772",0.52,"1,811",0.87,"1,159",17.36,"2,868",30.81,"1,554",537,"1,659",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005081,340,Perth & Kinross,Perth & Kinross - North Muirton and Old Scone,Perth,637,397,25.30,"2,054",15,95,"2,420",16,65,"2,122",0.70,"1,396",0.72,"1,476",17.10,"2,933",21.79,"2,452",113,"5,267",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005082,340,Perth & Kinross,Perth & Kinross - Aberuthven and Almondbank,Almondbank,715,459,8.82,"4,993",6,40,"4,913",5,25,"5,337",-0.64,"4,957",-0.71,"5,079",9.63,"4,979",40.03,998,125,"5,106",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005083,340,Perth & Kinross,Perth & Kinross - Scone,New Scone,939,517,13.82,"3,876",10,95,"3,560",11,60,"3,173",0.21,"2,642",-0.47,"4,467",12.63,"4,163",12.70,"3,817",77,"5,736",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005084,340,Perth & Kinross,Perth & Kinross - North Muirton and Old Scone,Perth,605,385,22.72,"2,339",14,85,"2,605",16,65,"2,068",-0.05,"3,355",0.83,"1,238",15.78,"3,272",19.51,"2,742",170,"4,510",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005085,340,Perth & Kinross,Perth & Kinross - Luncarty and Dunkeld,Methven,511,325,13.94,"3,855",9,45,"3,884",10,35,"3,473",-0.01,"3,260",0.20,"2,708",16.20,"3,163",11.47,"4,041",184,"4,344",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005086,340,Perth & Kinross,"Perth & Kinross - Hillyland, Tulloch and Inveralmond",Perth,"1,669","1,077",24.40,"2,156",16,260,"2,347",11,125,"3,122",0.60,"1,644",0.56,"1,868",31.83,989,36.48,"1,195",322,"2,966",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005087,340,Perth & Kinross,Perth & Kinross - Scone,New Scone,445,250,18.13,"3,054",14,65,"2,603",11,30,"3,180",0.60,"1,637",-0.19,"3,680",11.61,"4,450",13.35,"3,711",162,"4,620",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005088,340,Perth & Kinross,Perth & Kinross - Luncarty and Dunkeld,Methven,562,300,13.58,"3,924",11,60,"3,337",10,30,"3,617",-0.11,"3,526",0.00,"3,170",10.18,"4,826",14.12,"3,577",,"6,046",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005089,340,Perth & Kinross,Perth & Kinross - Scone,New Scone,802,377,10.72,"4,562",10,80,"3,686",7,25,"4,657",-0.17,"3,656",-0.57,"4,705",7.66,"5,391",21.93,"2,442",,"6,082",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005090,340,Perth & Kinross,Perth & Kinross - Scone,New Scone,800,423,6.04,"5,662",6,45,"4,997",6,25,"4,747",-0.53,"4,653",-0.92,"5,537",6.95,"5,532",6.50,"5,074",103,"5,401",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005091,340,Perth & Kinross,Perth & Kinross - Scone,New Scone,648,333,4.11,"6,153",2,15,"6,197",5,15,"5,448",-0.89,"5,486",-1.17,"5,905",3.74,"6,148",19.59,"2,724",,"6,313",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005092,340,Perth & Kinross,Perth & Kinross - Aberuthven and Almondbank,Almondbank,634,317,16.57,"3,299",11,65,"3,467",10,30,"3,492",-0.35,"4,177",0.10,"2,945",14.97,"3,485",46.93,724,,"5,884",6,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005093,340,Perth & Kinross,Perth & Kinross - North Muirton and Old Scone,Perth,731,477,24.92,"2,104",16,120,"2,221",13,60,"2,651",0.44,"2,007",0.78,"1,333",16.43,"3,113",30.50,"1,575",247,"3,624",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005094,340,Perth & Kinross,Perth & Kinross - Errol and Inchture,Inchture,822,517,8.81,"4,997",4,35,"5,533",3,15,"6,190",-1.35,"6,172",-0.70,"5,050",19.27,"2,441",66.15,288,63,"5,936",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005095,340,Perth & Kinross,"Perth & Kinross - Guildtown, Balbeggie and St Madoes",New Scone,"1,499",880,11.43,"4,384",5,80,"5,113",7,60,"4,550",-0.31,"4,063",-0.69,"5,039",10.48,"4,757",56.16,504,96,"5,495",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005096,340,Perth & Kinross,Perth & Kinross - Errol and Inchture,Inchture,663,407,11.80,"4,305",8,50,"4,206",8,35,"4,197",-0.26,"3,929",-0.39,"4,256",6.92,"5,536",32.90,"1,419",93,"5,535",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005097,340,Perth & Kinross,"Perth & Kinross - Invergowrie, Longforgan and Abernyte",Longforgan,872,486,9.23,"4,907",4,40,"5,365",5,25,"5,277",-0.56,"4,748",-0.62,"4,838",7.57,"5,412",48.60,679,96,"5,505",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005098,340,Perth & Kinross,Perth & Kinross - Luncarty and Dunkeld,Luncarty,737,420,11.79,"4,307",7,55,"4,334",9,40,"3,958",-0.41,"4,332",-0.93,"5,555",7.54,"5,418",44.16,822,,"6,035",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005099,340,Perth & Kinross,"Perth & Kinross - Invergowrie, Longforgan and Abernyte",Dundee,809,454,7.99,"5,189",6,45,"4,976",6,25,"4,922",-0.23,"3,830",-0.83,"5,346",12.47,"4,206",19.39,"2,758",127,"5,082",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005100,340,Perth & Kinross,Perth & Kinross - Luncarty and Dunkeld,Luncarty,901,571,8.35,"5,109",6,50,"4,980",6,35,"4,997",-0.80,"5,317",-0.87,"5,432",10.69,"4,698",38.48,"1,084",,"6,274",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005101,340,Perth & Kinross,"Perth & Kinross - Invergowrie, Longforgan and Abernyte",Dundee,954,610,9.63,"4,814",8,75,"4,201",7,40,"4,683",-0.23,"3,822",-0.36,"4,160",17.94,"2,734",8.56,"4,608",220,"3,896",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005102,340,Perth & Kinross,"Perth & Kinross - Guildtown, Balbeggie and St Madoes",Stanley,932,559,13.98,"3,846",8,70,"4,240",8,45,"4,254",-0.47,"4,517",-0.46,"4,442",13.14,"4,028",65.58,297,58,"6,010",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005103,340,Perth & Kinross,"Perth & Kinross - Invergowrie, Longforgan and Abernyte",Longforgan,"1,162",788,9.36,"4,884",4,50,"5,489",4,35,"5,719",-0.80,"5,314",-0.51,"4,544",7.66,"5,392",60.90,403,101,"5,421",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005104,340,Perth & Kinross,Perth & Kinross - Luncarty and Dunkeld,Methven,"1,412",982,9.03,"4,951",2,35,"6,146",2,20,"6,396",-1.49,"6,281",-0.69,"5,046",14.63,"3,571",80.86,104,,"6,434",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005105,340,Perth & Kinross,Perth & Kinross - Stanley and Murthly,Stanley,847,531,16.64,"3,286",12,105,"3,055",10,55,"3,521",0.13,"2,859",0.17,"2,769",10.72,"4,688",22.45,"2,369",195,"4,192",6,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005106,340,Perth & Kinross,Perth & Kinross - Stanley and Murthly,Stanley,556,350,16.85,"3,247",11,65,"3,276",12,45,"2,907",-0.38,"4,267",0.49,"2,041",10.04,"4,862",22.18,"2,410",133,"4,999",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005107,340,Perth & Kinross,Perth & Kinross - Stanley and Murthly,Bankfoot,611,370,4.54,"6,045",2,10,"6,335",4,15,"5,772",-1.34,"6,162",-0.45,"4,418",8.47,"5,244",22.95,"2,307",,"6,409",10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005108,340,Perth & Kinross,Perth & Kinross - Stanley and Murthly,Bankfoot,616,382,12.46,"4,151",9,55,"3,957",9,35,"3,683",-0.48,"4,531",0.13,"2,881",19.33,"2,425",16.99,"3,093",,"6,281",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005109,340,Perth & Kinross,Perth & Kinross - Stanley and Murthly,Stanley,"1,382",821,9.78,"4,788",4,50,"5,723",4,35,"5,638",-1.04,"5,745",-0.57,"4,712",12.99,"4,064",69.84,225,60,"5,977",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005110,340,Perth & Kinross,Perth & Kinross - Coupar Angus and Meigle,Burrelton,"1,089",691,14.14,"3,813",8,85,"4,280",7,45,"4,606",-0.37,"4,239",-0.30,"4,020",17.72,"2,779",61.48,380,208,"4,035",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005111,340,Perth & Kinross,Perth & Kinross - Coupar Angus and Meigle,Burrelton,572,332,9.99,"4,737",7,40,"4,372",6,20,"4,769",-0.98,"5,657",-0.60,"4,797",11.95,"4,340",39.91,"1,004",90,"5,567",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005112,340,Perth & Kinross,Perth & Kinross - Rannoch and Aberfeldy,Aberfeldy,"1,007",616,10.75,"4,557",3,30,"5,906",3,15,"6,274",-1.27,"6,094",-0.46,"4,429",18.75,"2,548",86.72,57,63,"5,949",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005113,340,Perth & Kinross,Perth & Kinross - Coupar Angus and Meigle,Coupar Angus,"1,046",638,14.82,"3,656",10,105,"3,581",9,60,"3,687",-0.07,"3,404",0.20,"2,705",17.34,"2,871",21.71,"2,462",131,"5,024",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005114,340,Perth & Kinross,Perth & Kinross - Coupar Angus and Meigle,Coupar Angus,941,583,23.47,"2,263",14,135,"2,634",14,80,"2,609",0.31,"2,370",1.02,867,30.03,"1,115",4.91,"5,392",498,"1,825",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005115,340,Perth & Kinross,Perth & Kinross - Luncarty and Dunkeld,Dunkeld & Birnam,"1,000",639,14.30,"3,771",7,75,"4,350",9,60,"3,886",-0.39,"4,290",-0.39,"4,244",17.43,"2,846",54.80,526,200,"4,130",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005116,340,Perth & Kinross,Perth & Kinross - Stanley and Murthly,Bankfoot,667,419,10.19,"4,697",6,40,"4,723",4,15,"5,880",-1.07,"5,804",-0.57,"4,714",17.93,"2,738",63.71,334,,"6,318",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005117,340,Perth & Kinross,"Perth & Kinross - Blair Atholl, Strathardle and Glenshee",Blairgowrie,"1,067",587,9.81,"4,782",5,50,"5,221",5,30,"5,468",-0.53,"4,660",-0.64,"4,928",12.40,"4,227",55.78,511,97,"5,482",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005118,340,Perth & Kinross,Perth & Kinross - Luncarty and Dunkeld,Dunkeld & Birnam,893,487,9.87,"4,773",7,65,"4,392",6,30,"5,009",-0.75,"5,188",-0.66,"4,980",12.94,"4,073",38.78,"1,062",139,"4,910",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005119,340,Perth & Kinross,Perth & Kinross - Blairgowrie West,Blairgowrie,680,313,7.11,"5,404",5,35,"5,078",5,20,"5,155",-0.63,"4,910",-1.32,"6,060",3.08,"6,253",30.87,"1,548",,"6,308",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005120,340,Perth & Kinross,Perth & Kinross - Blairgowrie West,Blairgowrie,692,380,9.80,"4,784",8,55,"4,265",9,35,"3,671",-0.89,"5,489",-0.61,"4,812",8.74,"5,182",16.83,"3,115",167,"4,560",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005121,340,Perth & Kinross,Perth & Kinross - Coupar Angus and Meigle,Coupar Angus,"1,175",828,10.89,"4,516",6,70,"4,784",5,40,"5,252",-0.71,"5,104",-0.25,"3,861",17.48,"2,831",46.13,748,195,"4,195",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005122,340,Perth & Kinross,Perth & Kinross - Blairgowrie West,Blairgowrie,785,445,10.10,"4,717",8,65,"4,055",9,35,"3,971",-0.41,"4,353",-0.52,"4,585",9.31,"5,053",8.35,"4,652",292,"3,219",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005123,340,Perth & Kinross,Perth & Kinross - Blairgowrie West,Blairgowrie,726,335,7.64,"5,262",4,30,"5,388",6,20,"4,911",-0.61,"4,856",-0.25,"3,865",5.36,"5,830",15.10,"3,400",263,"3,459",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005124,340,Perth & Kinross,Perth & Kinross - Blairgowrie West,Blairgowrie,721,441,12.20,"4,206",11,80,"3,299",11,45,"3,330",-0.58,"4,785",-0.14,"3,544",12.57,"4,179",1.40,"6,197",189,"4,291",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005125,340,Perth & Kinross,Perth & Kinross - Blairgowrie West,Blairgowrie,828,488,22.87,"2,326",18,145,"1,974",12,60,"2,903",0.38,"2,188",0.57,"1,830",27.28,"1,339",0.28,"6,463",735,930,4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005126,340,Perth & Kinross,Perth & Kinross - Coupar Angus and Meigle,Newtyle,658,374,9.07,"4,943",4,30,"5,389",6,20,"4,838",-0.73,"5,156",-0.87,"5,435",12.85,"4,105",46.77,731,78,"5,718",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005127,340,Perth & Kinross,Perth & Kinross - Blairgowrie East (Rattray),Blairgowrie,643,374,38.72,990,22,140,"1,311",24,90,906,0.68,"1,454",1.37,376,14.03,"3,745",11.09,"4,104",709,"1,001",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005128,340,Perth & Kinross,Perth & Kinross - Blairgowrie West,Blairgowrie,929,502,8.18,"5,145",7,65,"4,555",5,30,"5,171",-0.20,"3,728",-0.13,"3,543",14.37,"3,647",3.20,"5,780",125,"5,097",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005129,340,Perth & Kinross,Perth & Kinross - Blairgowrie East (Rattray),Blairgowrie,961,569,15.02,"3,612",11,105,"3,319",11,65,"3,311",-0.36,"4,219",0.12,"2,904",18.44,"2,605",16.84,"3,114",248,"3,619",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005130,340,Perth & Kinross,Perth & Kinross - Blairgowrie East (Rattray),Blairgowrie,624,364,42.78,777,25,155,968,26,95,691,0.40,"2,152",1.40,352,22.58,"1,850",29.79,"1,621",565,"1,558",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005131,340,Perth & Kinross,Perth & Kinross - Rannoch and Aberfeldy,Aberfeldy,974,549,9.76,"4,791",8,80,"4,050",7,35,"4,684",-0.52,"4,642",0.06,"3,052",12.79,"4,120",10.75,"4,186",65,"5,904",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005132,340,Perth & Kinross,Perth & Kinross - Blairgowrie East (Rattray),Blairgowrie,696,443,11.54,"4,362",9,65,"3,865",7,30,"4,435",-0.55,"4,718",0.18,"2,756",10.68,"4,700",17.43,"3,031",163,"4,616",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005133,340,Perth & Kinross,"Perth & Kinross - Blair Atholl, Strathardle and Glenshee",Blairgowrie,501,329,11.40,"4,389",8,40,"4,293",4,10,"5,815",-0.81,"5,339",-0.25,"3,882",12.42,"4,220",56.63,493,212,"3,995",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005134,340,Perth & Kinross,Perth & Kinross - Alyth,Alyth,934,514,14.81,"3,657",13,115,"2,991",11,55,"3,162",-0.49,"4,572",0.38,"2,268",16.20,"3,162",4.05,"5,581",123,"5,126",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005135,340,Perth & Kinross,Perth & Kinross - Alyth,Alyth,794,445,10.60,"4,595",9,75,"3,829",9,40,"3,885",-0.63,"4,911",-0.32,"4,056",13.89,"3,799",1.70,"6,130",429,"2,192",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005136,340,Perth & Kinross,Perth & Kinross - Rannoch and Aberfeldy,Aberfeldy,796,475,13.52,"3,934",9,75,"3,792",8,40,"4,149",0.40,"2,142",0.11,"2,921",9.23,"5,069",2.52,"5,945",338,"2,840",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005137,340,Perth & Kinross,"Perth & Kinross - Blair Atholl, Strathardle and Glenshee",Blairgowrie,877,535,13.24,"3,994",5,45,"5,210",7,40,"4,630",-1.00,"5,697",-0.07,"3,349",15.72,"3,293",71.68,199,143,"4,861",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005138,340,Perth & Kinross,Perth & Kinross - Alyth,Alyth,"1,131",705,17.37,"3,168",11,125,"3,377",11,80,"3,252",-0.04,"3,328",-0.04,"3,282",15.94,"3,227",41.69,932,155,"4,706",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005139,340,Perth & Kinross,Perth & Kinross - Pitlochry,Pitlochry,733,450,10.52,"4,610",6,45,"4,775",3,15,"6,059",-0.92,"5,540",-0.17,"3,615",17.15,"2,920",59.00,439,73,"5,791",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005140,340,Perth & Kinross,Perth & Kinross - Rannoch and Aberfeldy,Killin,694,419,12.98,"4,048",5,40,"5,004",3,15,"6,053",-0.90,"5,511",-0.64,"4,923",16.13,"3,184",98.19,5,106,"5,373",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005141,340,Perth & Kinross,Perth & Kinross - Rannoch and Aberfeldy,Aberfeldy,844,478,11.02,"4,488",5,45,"5,065",6,25,"4,966",-0.66,"4,981",-0.27,"3,919",15.65,"3,316",55.00,522,,"6,365",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005142,340,Perth & Kinross,Perth & Kinross - Pitlochry,Pitlochry,665,378,13.16,"4,013",10,65,"3,592",7,25,"4,568",-0.26,"3,928",-0.51,"4,555",10.10,"4,846",46.04,750,,"6,424",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005143,340,Perth & Kinross,Perth & Kinross - Pitlochry,Pitlochry,947,549,11.25,"4,427",10,90,"3,735",7,40,"4,486",-0.12,"3,554",-0.21,"3,732",16.90,"2,983",10.26,"4,264",196,"4,187",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
