lsoa01_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_and_Access_rank,Crime_rank,Environment_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_and_Access_decile,Crime_decile,Environment_decile
E01010984,10622,12689,8308,12710,9479,30233,11134,3590,4,4,3,4,3,10,4,2
E01010985,10752,11461,8839,13553,17158,14259,4045,10151,4,4,3,5,6,5,2,4
E01010986,6970,8861,3995,4599,14643,31850,15641,1457,3,3,2,2,5,10,5,1
E01010987,9854,13037,8714,6125,21186,20901,3092,6684,4,5,3,2,7,7,1,3
E01010988,4204,5091,2377,2729,9562,20805,1882,15043,2,2,1,1,3,7,1,5
E01010989,13492,13771,12552,13432,19296,23129,10681,4218,5,5,4,5,6,8,4,2
E01010990,16813,15110,11372,21105,10364,31633,25943,11795,6,5,4,7,4,10,8,4
E01010991,17218,19188,16123,20341,13417,16903,16791,7488,6,6,5,7,5,6,6,3
E01010992,12515,16583,15418,15543,9176,15009,11072,2893,4,6,5,5,3,5,4,1
E01010993,8157,8648,9175,10361,4836,11558,13595,4871,3,3,3,4,2,4,5,2
E01010994,2221,3859,1176,796,17417,31175,2204,1616,1,2,1,1,6,10,1,1
E01010995,2265,2671,2472,2577,3262,29254,8656,544,1,1,1,1,2,10,3,1
E01010996,5007,2607,8627,10230,2886,31111,21207,387,2,1,3,4,1,10,7,1
E01010997,25052,25520,25426,21861,23475,17584,11568,19280,8,8,8,7,8,6,4,6
E01010998,10371,9846,10225,11784,10987,32426,6392,4797,4,4,4,4,4,10,2,2
E01010999,23040,20652,19310,21422,17832,29971,23909,13289,8,7,6,7,6,10,8,5
E01011000,4536,2816,7143,7979,5263,31879,3383,1433,2,1,3,3,2,10,2,1
E01011001,3396,1171,6732,6769,4698,30851,15032,203,2,1,3,3,2,10,5,1
E01011002,8362,4271,10583,9005,12119,31933,15201,2263,3,2,4,3,4,10,5,1
E01011003,2731,1560,4002,4846,5414,32303,6663,378,1,1,2,2,2,10,3,1
E01011004,1544,3597,1511,1572,3212,25219,1793,1076,1,2,1,1,1,8,1,1
E01011005,17542,20709,17267,15708,18873,21248,4982,14831,6,7,6,5,6,7,2,5
E01011006,13053,14976,17529,15381,13955,25213,2614,5371,5,5,6,5,5,8,1,2
E01011007,10714,16156,14146,14590,23943,20262,605,2217,4,5,5,5,8,7,1,1
E01011008,10929,16218,14645,15830,10694,25026,2792,1648,4,5,5,5,4,8,1,1
E01011009,12391,11953,13809,13357,17175,25162,3184,7967,4,4,5,5,6,8,1,3
E01011010,2215,3420,3830,3640,3103,28881,381,1159,1,2,2,2,1,9,1,1
E01011011,22220,30506,26949,24911,28965,24160,579,21293,7,10,9,8,9,8,1,7
E01011012,9891,10743,14288,11033,5298,15113,11997,3894,4,4,5,4,2,5,4,2
E01011013,21666,19353,19802,23572,16699,14420,23334,17330,7,6,7,8,6,5,8,6
E01011014,7049,7401,10410,10721,6770,12110,5570,1837,3,3,4,4,3,4,2,1
E01011015,3755,2521,4381,4620,2963,19071,17524,2671,2,1,2,2,1,6,6,1
E01011016,4989,4160,6892,16502,3042,16448,10804,412,2,2,3,6,1,6,4,1
E01011017,5290,2067,8361,10435,2502,19535,23914,3011,2,1,3,4,1,7,8,1
E01011018,8070,6079,12747,11185,4419,21441,19426,1537,3,2,4,4,2,7,6,1
E01011019,11464,11617,17196,21030,8103,16606,10790,1531,4,4,6,7,3,6,4,1
E01011020,4404,4125,5713,2270,1806,22387,21093,5123,2,2,2,1,1,7,7,2
E01011021,22631,28662,23451,21497,18361,20581,12770,8234,7,9,8,7,6,7,4,3
E01011022,19001,20488,20234,20121,17846,18788,14115,6748,6,7,7,7,6,6,5,3
E01011023,10577,14114,14304,18713,8928,25421,1872,2766,4,5,5,6,3,8,1,1
E01011024,8640,6771,8373,15366,7128,15867,8563,6915,3,3,3,5,3,5,3,3
E01011025,3109,4675,7012,6507,1391,24171,479,1545,1,2,3,3,1,8,1,1
E01011026,16084,13072,17319,11788,15939,24925,21005,8077,5,5,6,4,5,8,7,3
E01011027,6467,9678,10041,13542,4024,11468,1251,3088,2,3,4,5,2,4,1,1
E01011028,6143,11202,8464,7101,6307,15662,1789,1348,2,4,3,3,2,5,1,1
E01011029,485,1304,490,1840,2099,26422,1500,289,1,1,1,1,1,9,1,1
E01011030,1536,1992,2007,8230,941,12069,858,4531,1,1,1,3,1,4,1,2
E01011031,16724,21465,19841,19295,11964,14187,4891,13483,6,7,7,6,4,5,2,5
E01011032,2644,3655,4263,8998,1374,13201,1470,1723,1,2,2,3,1,5,1,1
E01011033,11784,16858,12736,14659,9385,21339,11342,1693,4,6,4,5,3,7,4,1
E01011034,5174,3285,5679,12334,3198,17862,9628,3784,2,2,2,4,1,6,3,2
E01011035,6818,7564,8354,9578,4166,23549,11679,1172,3,3,3,3,2,8,4,1
E01011036,2726,3069,4368,6056,1605,23123,5942,459,1,1,2,2,1,8,2,1
E01011037,10215,13149,12325,15755,8667,25717,5389,1600,4,5,4,5,3,8,2,1
E01011038,839,544,1877,2911,2603,19358,2120,984,1,1,1,1,1,6,1,1
E01011039,8819,9289,7464,14630,9545,9170,4133,12815,3,3,3,5,3,3,2,4
E01011040,5755,5739,8206,8649,14504,18380,1814,630,2,2,3,3,5,6,1,1
E01011041,4575,7305,5696,6861,7105,23163,1955,306,2,3,2,3,3,8,1,1
E01011042,20506,20333,21461,15207,26416,22531,12619,8806,7,7,7,5,9,7,4,3
E01011043,3060,3167,3812,6221,10828,23135,1267,259,1,1,2,2,4,8,1,1
E01011044,11603,8624,11496,14069,17093,22659,11472,4407,4,3,4,5,6,7,4,2
E01011045,784,1241,1232,1127,3741,22435,2848,365,1,1,1,1,2,7,1,1
E01011046,27171,26346,25272,26454,30060,8732,18807,26660,9,9,8,9,10,3,6,9
E01011047,23953,27675,21518,19215,28542,11151,13096,20151,8,9,7,6,9,4,5,7
E01011048,8096,10165,9590,7189,10643,25037,8752,819,3,4,3,3,4,8,3,1
E01011049,10920,11153,14559,16980,7193,29993,2599,6604,4,4,5,6,3,10,1,3
E01011050,24693,28490,21386,21626,18111,25183,13948,16981,8,9,7,7,6,8,5,6
E01011051,18399,25205,26087,21065,15144,6445,14978,5128,6,8,9,7,5,2,5,2
E01011052,9847,13269,10757,10789,11978,12968,2968,6610,4,5,4,4,4,4,1,3
E01011053,20922,30793,19125,21114,16598,31229,7709,7220,7,10,6,7,6,10,3,3
E01011054,25046,30140,24908,21651,22313,20894,7376,19190,8,10,8,7,7,7,3,6
E01011055,24055,29002,28267,17307,24173,15748,13354,9879,8,9,9,6,8,5,5,4
E01011056,22706,24688,26705,23657,14374,20074,15797,9170,7,8,9,8,5,7,5,3
E01011057,20229,22002,24259,21728,18308,12974,15455,6923,7,7,8,7,6,4,5,3
E01011058,14799,14678,13202,19660,11672,9989,20169,11032,5,5,5,7,4,4,7,4
E01011059,800,2174,1192,4411,149,20787,3242,604,1,1,1,2,1,7,1,1
E01011060,6742,9819,4933,7752,6343,19907,4067,5883,3,4,2,3,2,7,2,2
E01011061,5221,7885,4612,4241,5846,23607,7234,1534,2,3,2,2,2,8,3,1
E01011062,10811,19137,17575,15520,12948,6313,1391,3941,4,6,6,5,4,2,1,2
E01011063,13219,17286,17472,15236,10594,26426,6420,2492,5,6,6,5,4,9,2,1
E01011064,7022,8019,7337,7503,6888,25449,13033,992,3,3,3,3,3,8,5,1
E01011065,11084,17647,17456,16680,5374,26379,5064,1253,4,6,6,6,2,9,2,1
E01011066,26774,28872,26192,25988,17113,27244,15501,15233,9,9,9,9,6,9,5,5
E01011067,22042,21678,19965,25149,21704,19249,10377,15600,7,7,7,8,7,6,4,5
E01011068,19900,28278,23715,24939,13203,5398,15756,10661,7,9,8,8,5,2,5,4
E01011069,18967,22841,20735,17634,14366,20921,12469,8117,6,8,7,6,5,7,4,3
E01011070,18483,17119,23640,22586,20499,8463,20045,5841,6,6,8,7,7,3,7,2
E01011071,20923,22754,19918,24893,20368,11614,17700,9537,7,8,7,8,7,4,6,3
E01011072,19703,23279,20582,22397,16829,17257,13024,6987,7,8,7,7,6,6,5,3
E01011073,10599,12688,11482,12015,14494,26789,4766,2351,4,4,4,4,5,9,2,1
E01011074,16001,20798,16899,18304,13205,24973,21352,1564,5,7,6,6,5,8,7,1
E01011075,12524,16363,12023,12871,9899,25152,13867,3094,4,6,4,4,4,8,5,1
E01011076,14250,13613,11877,14467,10642,19106,20996,10949,5,5,4,5,4,6,7,4
E01011077,12781,15894,17091,17684,12791,14193,5105,3574,4,5,6,6,4,5,2,2
E01011078,13627,16154,16435,8975,16498,18936,17454,2632,5,5,6,3,6,6,6,1
E01011079,6877,7640,7546,7839,7262,20472,10758,1196,3,3,3,3,3,7,4,1
E01011080,3082,4904,5626,6922,2650,17454,2197,132,1,2,2,3,1,6,1,1
E01011081,2305,3552,2023,2616,5575,21778,5723,400,1,2,1,1,2,7,2,1
E01011082,2055,1641,4070,3193,3866,16436,7226,238,1,1,2,1,2,6,3,1
E01011083,18181,18439,16696,21148,16238,23994,12510,8614,6,6,6,7,5,8,4,3
E01011084,687,355,1630,4331,1543,13593,3988,787,1,1,1,2,1,5,2,1
E01011085,8151,8121,6342,9953,9411,20767,9414,4440,3,3,2,4,3,7,3,2
E01011086,24602,23877,23513,22196,27037,12603,11364,26357,8,8,8,7,9,4,4,9
E01011087,12456,10622,9686,10461,15179,23437,9738,16463,4,4,3,4,5,8,3,6
E01011088,30726,29852,27245,22189,27623,27440,23229,28527,10,10,9,7,9,9,8,9
E01011089,12333,12788,12743,13362,8654,12588,23616,6000,4,4,4,5,3,4,8,2
E01011090,8480,11081,8723,11108,7500,9979,6226,5316,3,4,3,4,3,4,2,2
E01011091,24119,29411,25716,24587,17873,12109,12724,15673,8,10,8,8,6,4,4,5
E01011092,27333,28969,25993,22583,24893,13939,18803,22108,9,9,9,7,8,5,6,7
E01011093,652,1475,1064,3636,3646,7985,316,601,1,1,1,2,2,3,1,1
E01011094,390,867,543,972,2720,9321,1621,1707,1,1,1,1,1,3,1,1
E01011095,11396,15925,9276,9640,10383,11898,10283,11174,4,5,3,3,4,4,4,4
E01011096,13467,15328,16562,12634,9366,28929,5804,7551,5,5,6,4,3,9,2,3
E01011097,9214,12221,8828,13326,9128,25903,5301,2026,3,4,3,5,3,8,2,1
E01011098,7517,12203,10515,11137,6541,25555,3389,445,3,4,4,4,3,8,2,1
E01011099,10360,12324,9721,11294,10192,26188,9362,3045,4,4,3,4,4,9,3,1
E01011100,4723,8227,5133,6911,7950,16798,3471,198,2,3,2,3,3,6,2,1
E01011101,758,479,923,4569,1680,20208,1010,5791,1,1,1,2,1,7,1,2
E01011102,19130,27227,26014,20890,22588,8120,3589,11258,6,9,9,7,7,3,2,4
E01011103,2037,4332,2856,4691,2453,15535,1895,255,1,2,1,2,1,5,1,1
E01011104,4382,6034,2057,6018,7129,21570,5300,3408,2,2,1,2,3,7,2,2
E01011105,2552,1958,3164,5424,1546,19328,4393,5195,1,1,1,2,1,6,2,2
E01011106,1266,787,1960,5454,3523,9629,2210,2090,1,1,1,2,2,3,1,1
E01011107,567,1868,1316,1154,2379,15180,559,269,1,1,1,1,1,5,1,1
E01011108,16288,17943,13543,17536,15215,14751,18736,8727,6,6,5,6,5,5,6,3
E01011109,25670,23364,26872,23766,22145,23314,21109,10488,8,8,9,8,7,8,7,4
E01011110,22113,26652,23479,21252,25693,10294,16704,7515,7,9,8,7,8,4,6,3
E01011111,22967,19827,19149,16530,20327,23847,24641,21456,8,7,6,6,7,8,8,7
E01011112,23107,19399,20508,18980,21526,26271,23443,14423,8,6,7,6,7,9,8,5
E01011113,29353,28527,23605,25446,23373,29286,29905,18002,10,9,8,8,8,10,10,6
E01011114,13655,11884,9678,10128,14483,27908,28651,8990,5,4,3,4,5,9,9,3
E01011115,19929,22768,19224,21350,22018,5542,24015,11623,7,8,6,7,7,2,8,4
E01011116,24735,20878,19608,19607,24625,27473,29464,14447,8,7,7,7,8,9,10,5
E01011117,28809,30070,27415,27315,24981,14008,27412,16260,9,10,9,9,8,5,9,6
E01011118,22789,24034,28192,22546,21842,13700,7010,16882,8,8,9,7,7,5,3,6
E01011119,23371,18595,16305,21039,23502,28570,22327,22408,8,6,6,7,8,9,7,7
E01011120,30831,28387,30950,29285,29180,13117,24335,30450,10,9,10,10,9,5,8,10
E01011121,3220,5415,5525,8288,722,15691,1711,2343,1,2,2,3,1,5,1,1
E01011122,667,1736,1909,4630,27,12437,2585,393,1,1,1,2,1,4,1,1
E01011123,6817,8616,8906,10692,8388,18060,5744,439,3,3,3,4,3,6,2,1
E01011124,11202,13339,11462,17513,5957,14987,13468,4897,4,5,4,6,2,5,5,2
E01011125,7560,9652,10175,11230,4844,20326,3376,2761,3,3,4,4,2,7,2,1
E01011126,5124,7328,4181,7055,4566,18160,7309,1825,2,3,2,3,2,6,3,1
E01011127,20917,25985,22355,20909,12729,27568,15520,6289,7,8,7,7,4,9,5,2
E01011128,5269,4954,5707,7240,3604,20825,10393,2321,2,2,2,3,2,7,4,1
E01011129,13825,14592,15240,18559,10530,20452,7891,6663,5,5,5,6,4,7,3,3
E01011130,725,2118,1350,1475,2219,19877,534,503,1,1,1,1,1,7,1,1
E01011131,10736,10750,11451,11926,18990,22673,2298,6776,4,4,4,4,6,7,1,3
E01011132,30448,31495,27350,26704,30492,22631,15479,26042,10,10,9,9,10,7,5,9
E01011133,3752,3643,5318,5403,1752,22034,13043,1217,2,2,2,2,1,7,5,1
E01011134,1875,2384,4848,3542,975,13842,6267,368,1,1,2,2,1,5,2,1
E01011135,8853,10347,9335,9342,15556,25340,3022,2517,3,4,3,3,5,8,1,1
E01011136,2635,3798,2508,7005,4712,22439,50,3948,1,2,1,3,2,7,1,2
E01011137,6915,9556,6648,6276,7270,19977,1522,10243,3,3,3,2,3,7,1,4
E01011138,1946,1707,2899,3689,1627,21810,2205,4547,1,1,1,2,1,7,1,2
E01011139,6070,7603,14454,15204,2400,13723,2976,612,2,3,5,5,1,5,1,1
E01011140,491,471,2200,3847,136,7953,3991,1024,1,1,1,2,1,3,2,1
E01011141,6765,7066,9095,8110,7432,14153,10710,1041,3,3,3,3,3,5,4,1
E01011142,18898,24906,18390,19931,19642,19699,5928,10016,6,8,6,7,7,7,2,4
E01011143,2877,3224,6091,5050,963,17229,11150,462,1,1,2,2,1,6,4,1
E01011144,1145,2291,4587,3020,435,22964,952,148,1,1,2,1,1,8,1,1
E01011145,18634,19319,19433,15105,12396,26089,13767,13713,6,6,6,5,4,9,5,5
E01011146,27122,26193,24068,24727,19863,30421,25421,12876,9,9,8,8,7,10,8,4
E01011147,15619,14752,14304,14296,14468,22639,24455,6057,5,5,5,5,5,7,8,2
E01011148,1328,1811,914,1941,3335,23501,3410,2971,1,1,1,1,2,8,2,1
E01011149,6892,8038,6771,10370,9494,22990,6246,889,3,3,3,4,3,8,2,1
E01011150,16701,18026,20749,12573,19787,24432,10887,4234,6,6,7,4,7,8,4,2
E01011151,28897,28795,29466,25214,27768,18955,27838,11021,9,9,10,8,9,6,9,4
E01011152,21050,23950,21663,18768,21290,25984,12674,6357,7,8,7,6,7,8,4,2
E01011153,11836,13205,12816,14631,8728,22506,12199,3404,4,5,4,5,3,7,4,2
E01011154,9158,9142,11092,10298,6189,20466,5023,8367,3,3,4,4,2,7,2,3
E01011155,23899,21743,24889,25253,22925,16359,18849,10981,8,7,8,8,8,6,6,4
E01011156,16600,16655,17082,14493,21242,8194,17309,11001,6,6,6,5,7,3,6,4
E01011157,9470,7113,12057,15132,7931,18656,6874,5388,3,3,4,5,3,6,3,2
E01011158,10884,16709,17746,15849,12631,23114,2746,606,4,6,6,5,4,8,1,1
E01011159,18478,22061,18226,16882,25810,6905,17150,9344,6,7,6,6,8,3,6,3
E01011160,26361,28518,26704,25652,24136,13583,15782,15487,9,9,9,8,8,5,5,5
E01011161,19035,23130,22454,19822,14313,19494,6626,11370,6,8,7,7,5,7,3,4
E01011162,20377,22698,20302,22210,19522,7948,22818,10257,7,7,7,7,7,3,8,4
E01011163,5928,6169,6697,8932,2204,11487,6025,11504,2,2,3,3,1,4,2,4
E01011164,12851,15073,11336,13545,8382,24090,7137,13945,4,5,4,5,3,8,3,5
E01011165,10561,8344,13610,16999,7311,19161,5927,8268,4,3,5,6,3,6,2,3
E01011166,5878,8078,8861,2915,6886,22617,4231,1874,2,3,3,1,3,7,2,1
E01011167,4616,6831,6607,7293,4238,24583,3156,314,2,3,3,3,2,8,1,1
E01011168,27990,24935,24009,28051,18316,28447,30693,16884,9,8,8,9,6,9,10,6
E01011169,27641,25737,23950,22749,27275,21166,21305,20340,9,8,8,8,9,7,7,7
E01011170,27923,26506,27883,27467,26882,19234,13311,19798,9,9,9,9,9,6,5,7
E01011171,25384,24085,22779,23376,24362,30141,20340,9316,8,8,8,8,8,10,7,3
E01011172,8753,6775,8042,5970,6997,23342,14877,13318,3,3,3,2,3,8,5,5
E01011173,28366,28302,22077,20639,24092,25848,23106,27177,9,9,7,7,8,8,8,9
E01011174,30149,30592,27987,28183,28716,15235,21728,24461,10,10,9,9,9,5,7,8
E01011175,7602,6256,8518,11373,6105,17613,9288,4011,3,2,3,4,2,6,3,2
E01011176,23575,20182,20126,21616,24690,23371,23936,12105,8,7,7,7,8,8,8,4
E01011177,27912,24984,24738,25146,23024,24725,21314,21136,9,8,8,8,8,8,7,7
E01011178,14264,12346,11659,16512,20241,27198,13674,4987,5,4,4,6,7,9,5,2
E01011179,28880,28644,29524,28228,29779,9336,24443,19482,9,9,10,9,10,3,8,6
E01011180,27740,24339,27263,28653,27329,13331,25328,16766,9,8,9,9,9,5,8,6
E01011181,24636,26021,24232,25176,28953,14277,17535,8616,8,9,8,8,9,5,6,3
E01011182,24840,23898,28196,28065,27273,14038,15176,8625,8,8,9,9,9,5,5,3
E01011183,25373,29920,25727,23944,25589,4690,22745,20483,8,10,8,8,8,2,8,7
E01011184,13308,8570,12371,14820,15337,16702,21688,10374,5,3,4,5,5,6,7,4
E01011185,22930,21605,17681,18401,21936,23268,22858,17616,8,7,6,6,7,8,8,6
E01011186,30453,29070,29798,26347,29904,24551,23014,16762,10,9,10,9,10,8,8,6
E01011187,23958,20731,21044,21131,25672,17909,20427,17549,8,7,7,7,8,6,7,6
E01011188,24772,21759,22315,23950,25210,22510,19240,13112,8,7,7,8,8,7,6,5
E01011189,28655,28430,27727,23258,29524,18939,15382,22306,9,9,9,8,10,6,5,7
E01011190,26178,29965,25546,23437,29736,13210,13518,14377,9,10,8,8,10,5,5,5
E01011191,24081,21755,23121,21308,17166,29508,21632,13153,8,7,8,7,6,10,7,5
E01011192,12031,13344,12529,14203,10036,14316,12987,5299,4,5,4,5,4,5,4,2
E01011193,17987,17399,22059,19300,18614,14742,9183,9447,6,6,7,6,6,5,3,3
E01011194,29619,29723,25712,21985,23898,30207,22150,23317,10,10,8,7,8,10,7,8
E01011195,24399,31987,32332,31442,30375,3263,12409,9264,8,10,10,10,10,2,4,3
E01011196,29231,30424,28589,25541,28581,14723,17602,23148,9,10,9,8,9,5,6,8
E01011197,12063,15375,14211,13961,14352,10463,11066,2646,4,5,5,5,5,4,4,1
E01011198,29300,28794,29550,28935,28715,16316,19024,17298,10,9,10,9,9,6,6,6
E01011199,26032,22044,20520,23324,26269,27793,25331,14986,9,7,7,8,9,9,8,5
E01011200,22763,24003,28834,26048,24475,7393,13827,10217,8,8,9,9,8,3,5,4
E01011201,12204,12225,9634,13042,22330,27077,6097,5491,4,4,3,5,7,9,2,2
E01011202,16592,15184,11991,13321,21654,27716,15307,11886,6,5,4,5,7,9,5,4
E01011203,27346,25121,22091,20700,28368,18182,23973,26375,9,8,7,7,9,6,8,9
E01011204,25262,26313,20314,16416,31256,26806,11773,21360,8,9,7,6,10,9,4,7
E01011205,22225,27513,23339,17972,26527,7122,18460,11810,7,9,8,6,9,3,6,4
E01011206,12024,11803,10140,11416,15513,22129,14591,4930,4,4,4,4,5,7,5,2
E01011207,22695,23393,22560,22138,22126,21954,13207,10109,7,8,7,7,7,7,5,4
E01011208,11557,12190,11751,13444,18555,24948,12997,1101,4,4,4,5,6,8,5,1
E01011209,26330,28611,25510,23597,23346,20120,15508,13876,9,9,8,8,8,7,5,5
E01011210,24237,22038,22295,23438,29950,19580,16738,11108,8,7,7,8,10,7,6,4
E01011211,27224,22058,25321,25572,23765,26642,21502,17842,9,7,8,8,8,9,7,6
E01011212,10357,10609,8822,7901,12634,27523,17831,3386,4,4,3,3,4,9,6,2
E01011213,28264,30458,22785,23529,27417,29173,15254,18539,9,10,8,8,9,9,5,6
E01011214,23888,24444,26285,25272,23137,16046,16423,8257,8,8,9,8,8,5,6,3
E01011215,15082,19713,15265,17061,23720,22638,3419,4724,5,7,5,6,8,7,2,2
E01011216,25623,26849,23499,19681,25375,24097,11888,18967,8,9,8,7,8,8,4,6
E01011217,24254,22411,18602,19647,20154,24026,21491,24466,8,7,6,7,7,8,7,8
E01011218,16154,14321,16857,17772,16684,26922,8742,8209,5,5,6,6,6,9,3,3
E01011219,24091,24801,20294,20015,23230,26909,15618,14145,8,8,7,7,8,9,5,5
E01011220,5441,4765,5186,9780,2940,21782,5409,6769,2,2,2,4,1,7,2,3
E01011221,26702,30315,24750,21024,21335,25784,15429,15786,9,10,8,7,7,8,5,5
E01011222,8074,10297,5611,7893,17253,12503,9294,2910,3,4,2,3,6,4,3,1
E01011223,1770,1198,3537,4552,4091,12572,33,8326,1,1,2,2,2,4,1,3
E01011224,3751,4143,4952,5854,5750,22824,1555,1462,2,2,2,2,2,8,1,1
E01011225,5773,6259,9020,10038,4104,16419,1992,3000,2,2,3,4,2,6,1,1
E01011226,15658,18288,15270,19413,17650,28017,2783,10027,5,6,5,6,6,9,1,4
E01011227,3773,3931,2531,4445,8447,25214,2259,4859,2,2,1,2,3,8,1,2
E01011228,14268,13999,12920,15573,18165,19788,5533,12620,5,5,4,5,6,7,2,4
E01011229,8523,11475,13384,4015,7452,17984,4875,5378,3,4,5,2,3,6,2,2
E01011230,2824,3261,5278,6589,3327,21609,2929,59,1,2,2,3,2,7,1,1
E01011231,12083,12499,11888,16220,24624,27992,5055,1897,4,4,4,5,8,9,2,1
E01011232,5080,6915,4035,6081,11896,22490,1374,2562,2,3,2,2,4,7,1,1
E01011233,16043,16646,19051,15757,25792,21834,3163,8152,5,6,6,5,8,7,1,3
E01011234,5929,6466,3931,8935,8154,24677,7920,1895,2,2,2,3,3,8,3,1
E01011235,4149,4246,3169,5435,9146,22653,1960,4033,2,2,1,2,3,7,1,2
E01011236,2914,5241,4566,2890,11002,14043,691,334,1,2,2,1,4,5,1,1
E01011237,4592,4073,6812,6836,7671,24849,3400,539,2,2,3,3,3,8,2,1
E01011238,11946,13031,11375,12677,26190,14519,7947,2991,4,5,4,4,9,5,3,1
E01011239,15823,15175,12570,16373,28279,27063,10864,4940,5,5,4,6,9,9,4,2
E01011240,10021,9684,11003,8205,12062,24531,9069,4093,4,3,4,3,4,8,3,2
E01011241,26089,28827,27434,20039,24462,14607,13227,19762,9,9,9,7,8,5,5,7
E01011242,7737,8514,9729,9105,4160,21972,1867,14338,3,3,3,3,2,7,1,5
E01011243,22353,22465,22254,22686,19068,22902,12768,11994,7,7,7,7,6,8,4,4
E01011244,20062,22070,26402,19855,15312,21595,5044,14028,7,7,9,7,5,7,2,5
E01011245,9005,10419,12440,12911,9581,18791,298,13699,3,4,4,4,3,6,1,5
E01011246,4540,4699,7390,5921,3672,17310,491,10100,2,2,3,2,2,6,1,4
E01011247,17595,22925,21788,21353,16550,13021,15581,2604,6,8,7,7,6,5,5,1
E01011248,14522,13051,17874,14285,14878,28555,7115,6456,5,5,6,5,5,9,3,2
E01011249,4657,6203,6723,7402,3006,14736,2454,2550,2,2,3,3,1,5,1,1
E01011250,5655,8298,5689,4338,9777,22853,4467,1117,2,3,2,2,4,8,2,1
E01011251,2299,3237,4117,6120,500,15924,5325,1184,1,1,2,2,1,5,2,1
E01011252,23612,30163,24289,23621,27032,14383,6480,13305,8,10,8,8,9,5,2,5
E01011253,3371,5218,4355,7356,620,27869,9518,729,2,2,2,3,1,9,3,1
E01011254,25205,22292,19597,21052,20681,24566,23904,23466,8,7,7,7,7,8,8,8
E01011255,2708,4872,2598,6040,1981,28493,4880,301,1,2,1,2,1,9,2,1
E01011256,4647,7341,3876,5613,3709,18252,14522,756,2,3,2,2,2,6,5,1
E01011257,4830,2356,7891,12283,2834,19128,13862,1384,2,1,3,4,1,6,5,1
E01011258,8113,4700,12484,16326,2346,18331,15737,6830,3,2,4,6,1,6,5,3
E01011259,4402,3881,4844,4917,4069,23340,6123,3442,2,2,2,2,2,8,2,2
E01011260,6466,8147,7886,9622,5696,12843,9967,907,2,3,3,3,2,4,4,1
E01011261,8062,4768,11374,10275,5973,25304,18915,2429,3,2,4,4,2,8,6,1
E01011262,4722,3021,5517,9642,3455,19682,8362,3170,2,1,2,3,2,7,3,1
E01011263,14620,12656,19253,19672,10989,15338,8999,9043,5,4,6,7,4,5,3,3
E01011264,19986,21134,23987,19378,12632,13676,22319,9541,7,7,8,6,4,5,7,3
E01011265,23764,24167,29150,17026,25071,14914,14443,12184,8,8,9,6,8,5,5,4
E01011266,31695,32361,31020,31447,30973,18753,18017,28200,10,10,10,10,10,6,6,9
E01011267,11649,14034,13376,15248,7654,12543,15506,3709,4,5,5,5,3,4,5,2
E01011268,7119,9954,8552,7888,6108,12336,14431,935,3,4,3,3,2,4,5,1
E01011269,13551,16292,18799,14322,13844,10866,8918,4121,5,6,6,5,5,4,3,2
E01011270,29941,32076,29429,25601,30875,8358,27667,25737,10,10,10,8,10,3,9,8
E01011271,29892,28805,28013,26575,27260,22066,23221,19146,10,9,9,9,9,7,8,6
E01011272,30760,31288,29284,29060,25777,13094,28222,27843,10,10,10,9,8,5,9,9
E01011273,19600,19729,19591,13852,22406,20531,18690,8849,7,7,7,5,7,7,6,3
E01011274,7926,8603,11264,7337,6702,7897,16179,2859,3,3,4,3,3,3,5,1
E01011275,19460,21047,20455,21699,13208,11533,20878,11424,6,7,7,7,5,4,7,4
E01011276,24752,28751,29199,24446,23394,16793,8924,10618,8,9,9,8,8,6,3,4
E01011277,24634,28984,28321,26433,19418,3776,27638,17380,8,9,9,9,6,2,9,6
E01011278,27118,26934,22558,26563,25485,16353,22983,18202,9,9,7,9,8,6,8,6
E01011279,24778,26870,26578,19047,26314,11480,22722,11138,8,9,9,6,9,4,7,4
E01011280,27963,30391,28557,28545,24451,11952,18511,17074,9,10,9,9,8,4,6,6
E01011281,4735,7703,8878,6355,4068,6110,567,5629,2,3,3,2,2,2,1,2
E01011282,6246,11266,9927,6153,2848,12826,3128,3226,2,4,4,2,1,4,1,1
E01011283,1283,1788,2653,4631,87,10720,1174,11741,1,1,1,2,1,4,1,4
E01011284,3670,6716,8351,6943,4183,10145,1319,89,2,3,3,3,2,4,1,1
E01011285,14118,27924,20530,17314,9784,5556,4738,5842,5,9,7,6,4,2,2,2
E01011286,10594,21284,17313,15784,9397,6247,946,5579,4,7,6,5,3,2,1,2
E01011287,10591,15125,18141,12400,10981,3700,3199,7896,4,5,6,4,4,2,1,3
E01011288,6963,9918,5149,8338,6705,8689,4968,10955,3,4,2,3,3,3,2,4
E01011289,11506,18454,18201,18203,14819,12154,586,4303,4,6,6,6,5,4,1,2
E01011290,4781,11030,10117,6497,6340,9780,1214,8,2,4,4,2,2,4,1,1
E01011291,7007,11481,16869,8107,7170,8318,1429,1165,3,4,6,3,3,3,1,1
E01011292,1949,3770,3653,2543,2458,12981,552,2231,1,2,2,1,1,4,1,1
E01011293,3007,4627,7077,3555,3249,12516,1293,862,1,2,3,2,1,4,1,1
