lsoa01_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_and_Access_rank,Crime_rank,Environment_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_and_Access_decile,Crime_decile,Environment_decile
E01027173,6786,7300,9051,9190,2207,26334,2966,10122,3,3,3,3,1,9,1,4
E01027174,25961,28995,27374,23205,20069,23800,5369,29739,8,9,9,8,7,8,2,10
E01027175,11228,9762,14762,12649,4373,18961,5427,27758,4,4,5,4,2,6,2,9
E01027176,18941,14481,21080,13053,11207,30641,14185,30980,6,5,7,5,4,10,5,10
E01027177,4995,3692,5080,4249,2636,25680,3846,28373,2,2,2,2,1,8,2,9
E01027178,7765,6446,9874,8889,2622,12879,7860,23757,3,2,4,3,1,4,3,8
E01027179,13649,14385,13651,14440,9584,27807,5061,15072,5,5,5,5,3,9,2,5
E01027180,12053,9022,11425,10079,11765,27646,12697,12089,4,3,4,4,4,9,4,4
E01027181,22104,22502,20922,17470,21305,20654,8662,25275,7,7,7,6,7,7,3,8
E01027182,20389,24420,20978,15359,13641,23313,6350,27848,7,8,7,5,5,8,2,9
E01027183,20170,26579,18148,20706,21756,15954,5506,16336,7,9,6,7,7,5,2,6
E01027184,10322,13026,10774,4899,17443,21508,4771,7383,4,5,4,2,6,7,2,3
E01027185,16655,19059,22920,9600,7461,17835,14976,17478,6,6,8,3,3,6,5,6
E01027186,20412,25660,21149,19090,22344,28861,2762,15189,7,8,7,6,7,9,1,5
E01027187,14800,20264,18759,15043,26059,19137,1163,7143,5,7,6,5,9,6,1,3
E01027188,10745,11828,14170,14129,4614,24122,4055,10825,4,4,5,5,2,8,2,4
E01027189,10985,12912,17030,11234,6116,21760,3415,8291,4,4,6,4,2,7,2,3
E01027190,20235,18577,24719,15191,21628,27437,8509,11346,7,6,8,5,7,9,3,4
E01027191,10927,12745,11046,7776,10978,26681,5069,9663,4,4,4,3,4,9,2,3
E01027192,15694,19785,22612,12845,12114,26223,3097,9950,5,7,7,4,4,9,1,4
E01027193,27315,28818,28971,23105,16287,11021,22797,31717,9,9,9,8,6,4,8,10
E01027194,23207,26974,24928,17776,14857,17663,11245,24538,8,9,8,6,5,6,4,8
E01027195,3898,6251,4416,4758,3543,10834,259,18288,2,2,2,2,2,4,1,6
E01027196,8720,7389,11474,13138,4713,19440,1445,26524,3,3,4,5,2,6,1,9
E01027197,9708,7289,10747,11786,5195,26603,4389,23927,3,3,4,4,2,9,2,8
E01027198,3720,4546,3485,3176,2944,16939,1666,20857,2,2,2,1,1,6,1,7
E01027199,2655,1288,5437,4886,716,20046,1965,23990,1,1,2,2,1,7,1,8
E01027200,4495,5310,9056,7086,1034,12078,734,17703,2,2,3,3,1,4,1,6
E01027201,28420,24155,28896,22463,26956,15688,19400,31354,9,8,9,7,9,5,6,10
E01027202,19963,17592,18396,16543,20338,7452,27752,25935,7,6,6,6,7,3,9,8
E01027203,31928,31901,31878,26525,27545,17390,29946,31900,10,10,10,9,9,6,10,10
E01027204,21225,17913,24543,21180,14929,10393,16603,27504,7,6,8,7,5,4,6,9
E01027205,31691,30597,31973,24034,29799,16854,28918,32424,10,10,10,8,10,6,9,10
E01027206,30677,30450,31372,27914,27541,13605,23767,26754,10,10,10,9,9,5,8,9
E01027207,24429,26188,22721,18046,11133,22950,24595,26666,8,9,7,6,4,8,8,9
E01027208,28497,24617,26515,19933,21149,20884,31389,29930,9,8,9,7,7,7,10,10
E01027209,26550,30505,31023,22910,19132,6341,17772,30277,9,10,10,8,6,2,6,10
E01027210,19707,20674,20905,15884,11624,22409,13689,18764,7,7,7,5,4,7,5,6
E01027211,25726,26341,24823,22595,11003,20130,24585,28472,8,9,8,7,4,7,8,9
E01027212,29020,30676,30169,21058,23950,10824,23666,31259,9,10,10,7,8,4,8,10
E01027213,15386,15827,13211,9069,11843,22398,13130,26597,5,5,5,3,4,7,5,9
E01027214,3685,6765,3519,2550,1010,13150,3346,25901,2,3,2,1,1,5,2,8
E01027215,14735,18006,15981,10004,7264,24053,8271,21630,5,6,5,4,3,8,3,7
E01027216,24873,23293,24411,17103,15349,27895,17980,26780,8,8,8,6,5,9,6,9
E01027217,27925,25346,23270,17301,24249,26031,25758,29766,9,8,8,6,8,9,8,10
E01027218,26058,26187,22133,22082,13761,19031,26786,31608,9,9,7,7,5,6,9,10
E01027219,20720,18507,19607,16675,14533,30501,16254,18212,7,6,7,6,5,10,6,6
E01027220,19762,19253,20512,16434,14498,14425,15406,22935,7,6,7,6,5,5,5,8
E01027221,26592,26428,29652,22185,19478,12134,17892,26273,9,9,10,7,6,4,6,9
E01027222,27832,31323,29187,22675,17648,10330,22181,30943,9,10,9,7,6,4,7,10
E01027223,7751,10187,8902,3897,8291,13721,5047,9558,3,4,3,2,3,5,2,3
E01027224,6879,7087,5005,2480,7608,20378,13240,16756,3,3,2,1,3,7,5,6
E01027225,9111,12899,15633,6972,11670,13807,2963,2404,3,4,5,3,4,5,1,1
E01027226,6011,8613,7939,2017,11854,20376,1607,5345,2,3,3,1,4,7,1,2
E01027227,8642,9458,17273,9880,9392,12033,2798,2486,3,3,6,4,3,4,1,1
E01027228,9194,12297,13170,6515,10439,18606,4997,2644,3,4,5,3,4,6,2,1
E01027229,3900,4631,7275,5408,1080,25656,1087,7598,2,2,3,2,1,8,1,3
E01027230,5877,4284,9622,8506,2839,21605,1725,13409,2,2,3,3,1,7,1,5
E01027231,4329,5275,3917,3345,2747,21417,4054,11832,2,2,2,2,1,7,2,4
E01027232,15814,16919,21095,17668,10098,14829,4799,17841,5,6,7,6,4,5,2,6
E01027233,7642,6262,12576,8929,3749,6178,3810,31385,3,2,4,3,2,2,2,10
E01027234,18370,20802,22607,14265,11961,10085,9173,30361,6,7,7,5,4,4,3,10
E01027235,2899,2959,4339,2919,983,11202,3427,21149,1,1,2,1,1,4,2,7
E01027236,14322,16933,13534,8963,12629,22834,9144,14772,5,6,5,3,4,8,3,5
E01027237,15825,18408,18931,14432,9209,21150,6026,16448,5,6,6,5,3,7,2,6
E01027238,9335,9859,10389,6907,6328,24377,13142,5373,3,4,4,3,2,8,5,2
E01027239,4037,2967,7256,5759,1304,18930,2869,11977,2,1,3,2,1,6,1,4
E01027240,9351,8015,9680,5484,6382,18900,10251,24278,3,3,3,2,2,6,4,8
E01027241,5305,3152,9062,5934,4086,24881,3423,6596,2,1,3,2,2,8,2,3
E01027242,3457,3147,5413,4998,640,19345,3448,15389,2,1,2,2,1,6,2,5
E01027243,5499,6306,6938,4785,1105,17518,9479,12705,2,2,3,2,1,6,3,4
E01027244,1409,2396,2305,2451,734,20182,710,6817,1,1,1,1,1,7,1,3
E01027245,9995,8881,13085,8927,7568,7025,8658,21012,4,3,5,3,3,3,3,7
E01027246,5348,5057,7386,7262,3930,10595,758,25470,2,2,3,3,2,4,1,8
E01027247,12940,15714,19161,13642,10914,16845,560,29379,4,5,6,5,4,6,1,10
E01027248,4813,4170,7151,7853,2468,22371,329,23331,2,2,3,3,1,7,1,8
E01027249,3480,2632,4305,6104,3269,24569,189,24686,2,1,2,2,2,8,1,8
E01027250,28157,30372,29108,26150,23157,5517,28606,29710,9,10,9,9,8,2,9,10
E01027251,14940,15355,17601,10612,22080,6645,6132,25052,5,5,6,4,7,3,2,8
E01027252,12493,8677,16519,12723,6657,20388,7104,29020,4,3,6,4,3,7,3,9
E01027253,28629,26461,29501,26517,23470,10967,21386,32260,9,9,10,9,8,4,7,10
E01027254,29463,30240,29521,27142,25487,8088,25604,32014,10,10,10,9,8,3,8,10
E01027255,29522,28503,28705,22381,24697,19153,20643,29939,10,9,9,7,8,6,7,10
E01027256,26320,24074,28515,20131,30662,24112,8202,21220,9,8,9,7,10,8,3,7
E01027257,5690,15808,148,1012,24357,29435,21348,29688,2,5,1,1,8,10,7,10
E01027258,31028,31131,30871,24657,27053,14554,30604,28054,10,10,10,8,9,5,10,9
E01027259,21311,23110,23723,20052,16270,22222,7857,15702,7,8,8,7,6,7,3,5
E01027260,28079,27719,29700,24117,27003,11582,16944,25311,9,9,10,8,9,4,6,8
E01027261,28266,29935,31958,30991,26181,5055,26356,19700,9,10,10,10,9,2,9,7
E01027262,24183,28991,29580,30035,28374,1482,26471,14809,8,9,10,10,9,1,9,5
E01027263,26285,22513,23724,25756,13813,26076,27157,24147,9,7,8,8,5,9,9,8
E01027264,25871,23030,24133,19119,18701,20315,25929,25042,8,8,8,6,6,7,8,8
E01027265,29740,27291,28959,26841,16001,24850,28627,28938,10,9,9,9,5,8,9,9
E01027266,32367,31481,30093,28574,28452,27928,32161,31514,10,10,10,9,9,9,10,10
E01027267,25526,23732,26238,24224,14684,24450,13739,26408,8,8,9,8,5,8,5,9
E01027268,30375,29587,31188,31813,18409,19597,20732,29559,10,10,10,10,6,7,7,10
E01027269,15271,13531,14022,16110,10060,25376,19705,10197,5,5,5,5,4,8,7,4
E01027270,32389,32254,32218,32294,29781,17954,31620,32355,10,10,10,10,10,6,10,10
E01027271,31889,30013,31996,30260,26716,17013,29374,31975,10,10,10,10,9,6,10,10
E01027272,31717,31027,31197,30241,16355,31279,28677,31569,10,10,10,10,6,10,9,10
E01027273,26744,23872,27482,26414,22329,14435,23566,17516,9,8,9,9,7,5,8,6
E01027274,29015,31639,29922,27935,29189,5277,28013,24827,9,10,10,9,9,2,9,8
E01027275,30214,23778,29174,29037,22286,31672,21313,28648,10,8,9,9,7,10,7,9
E01027276,28304,28038,28932,31307,25562,6579,25801,24283,9,9,9,10,8,3,8,8
E01027277,26990,27857,31215,31905,26394,3527,25921,20341,9,9,10,10,9,2,8,7
E01027278,31213,30005,31945,31823,27902,13403,24426,28032,10,10,10,10,9,5,8,9
E01027279,21709,19296,19070,22177,9347,26284,27453,22759,7,6,6,7,3,9,9,8
E01027280,30909,31759,30625,32399,25862,11562,26564,26303,10,10,10,10,8,4,9,9
E01027281,21265,18774,22015,22984,9401,13854,25766,27198,7,6,7,8,3,5,8,9
E01027282,23755,20063,20911,20703,12773,29640,23700,26263,8,7,7,7,4,10,8,9
E01027283,30751,30852,29021,26234,27756,20328,21485,25940,10,10,9,9,9,7,7,8
E01027284,28670,29102,25980,28562,24848,10666,25172,25541,9,9,8,9,8,4,8,8
E01027285,26656,25763,27846,26384,23295,13913,18607,16829,9,8,9,9,8,5,6,6
E01027286,27547,23956,28135,28356,21505,18945,14757,26181,9,8,9,9,7,6,5,9
E01027287,27549,27990,22587,22773,19848,31929,24290,17054,9,9,7,8,7,10,8,6
E01027288,28481,23844,25865,28872,16578,29643,29722,21125,9,8,8,9,6,10,10,7
E01027289,31472,25509,29949,30552,28825,23219,31616,25536,10,8,10,10,9,8,10,8
E01027290,26993,30371,31406,31778,28923,2356,29714,17887,9,10,10,10,9,1,10,6
E01027291,30418,30419,30790,30460,26016,10526,28665,25152,10,10,10,10,9,4,9,8
E01027292,22037,17863,24996,22195,9594,26802,27984,14972,7,6,8,7,3,9,9,5
E01027293,31414,30303,31560,31350,23345,13458,31991,31882,10,10,10,10,8,5,10,10
E01027294,26692,24463,22201,27122,19309,14668,28459,26217,9,8,7,9,6,5,9,9
E01027295,29312,26633,30619,29709,22336,10857,27704,27423,10,9,10,10,7,4,9,9
E01027296,27398,28251,28964,31075,24965,6859,27546,15805,9,9,9,10,8,3,9,5
E01027297,27771,27990,30112,29743,25481,6793,29202,16636,9,9,10,10,8,3,9,6
E01027298,31276,31997,30348,31871,22900,14825,27674,29933,10,10,10,10,8,5,9,10
E01027299,18733,16766,16143,18194,11573,29925,19590,16405,6,6,5,6,4,10,7,6
E01027300,32211,31970,31066,30806,29253,22461,24166,31351,10,10,10,10,10,7,8,10
E01027301,29114,25237,28634,30965,27943,25770,14288,18919,9,8,9,10,9,8,5,6
E01027302,14065,13636,18387,14451,6992,23932,12777,7979,5,5,6,5,3,8,4,3
E01027303,30023,28900,31332,27933,29442,21979,14332,20788,10,9,10,9,10,7,5,7
E01027304,28493,31117,30032,29513,31023,3807,29822,22157,9,10,10,10,10,2,10,7
E01027305,23308,25625,29020,28109,22177,3000,29484,11942,8,8,9,9,7,1,10,4
E01027306,23832,27641,29567,31650,30396,1115,30619,13266,8,9,10,10,10,1,10,5
E01027307,27389,27391,27935,28956,22763,6713,28026,23626,9,9,9,9,8,3,9,8
E01027308,25930,23812,27244,28613,27100,7846,24807,15264,8,8,9,9,9,3,8,5
E01027309,22403,26014,19805,24898,13346,22714,7867,26927,7,9,7,8,5,7,3,9
E01027310,2205,1815,2593,8976,363,8500,2659,28853,1,1,1,3,1,3,1,9
E01027311,19421,22337,19071,20779,21288,20571,2932,23021,6,7,6,7,7,7,1,8
E01027312,10828,11015,10232,19043,5475,16889,4417,20289,4,4,4,6,2,6,2,7
E01027313,8956,10401,10247,12468,7553,18065,2214,8345,3,4,4,4,3,6,1,3
E01027314,6379,9378,5390,6205,11786,15896,1136,6854,2,3,2,2,4,5,1,3
E01027315,10252,11420,13709,12976,10881,3597,3852,18818,4,4,5,4,4,2,2,6
E01027316,16065,13965,18570,21414,9933,15586,9854,16453,5,5,6,7,4,5,4,6
E01027317,8914,9557,8242,11931,5665,11147,5083,19924,3,3,3,4,2,4,2,7
E01027318,2421,1634,3500,8170,523,15020,1344,27064,1,1,2,3,1,5,1,9
E01027319,10428,10282,13106,12164,3286,15501,7686,23029,4,4,5,4,2,5,3,8
E01027320,8857,11870,9823,14648,5631,1738,7489,21241,3,4,4,5,2,1,3,7
E01027321,22590,25879,27944,26022,14685,3159,18476,30233,7,8,9,9,5,1,6,10
E01027322,24751,26150,23694,20269,25893,25291,8625,17361,8,9,8,7,8,8,3,6
E01027323,19793,17012,22302,17035,13854,15241,15871,23801,7,6,7,6,5,5,5,8
E01027324,30752,26929,29496,23704,23213,27092,26555,31628,10,9,10,8,8,9,9,10
E01027325,27543,24370,28930,25266,19254,27273,19489,17128,9,8,9,8,6,9,6,6
E01027326,25401,25360,21530,23395,15618,26101,18056,23686,8,8,7,8,5,9,6,8
E01027327,12382,12594,12416,12714,7426,24607,9262,12075,4,4,4,4,3,8,3,4
E01027328,14876,12782,13590,16651,6233,19098,24055,20505,5,4,5,6,2,6,8,7
E01027329,21933,22965,23374,24282,24183,5465,10994,25828,7,8,8,8,8,2,4,8
E01027330,6063,5662,6043,12290,3729,9939,1947,22267,2,2,2,4,2,4,1,7
E01027331,4814,5654,5972,13057,1847,9365,566,22117,2,2,2,5,1,3,1,7
E01027332,20875,22582,21320,25423,16406,16712,5091,25279,7,7,7,8,6,6,2,8
E01027333,29621,29335,25873,29450,23254,17145,19428,32356,10,10,8,10,8,6,6,10
E01027334,1592,624,1951,10084,518,6897,4100,29311,1,1,1,4,1,3,2,10
E01027335,23900,20136,21140,26591,12451,28793,15804,29910,8,7,7,9,4,9,5,10
E01027336,11714,11513,10798,12546,7318,16541,11363,15870,4,4,4,4,3,6,4,5
E01027337,22839,23765,23014,22235,10689,18172,18968,23538,8,8,8,7,4,6,6,8
E01027338,22407,27630,27806,28605,20295,2250,17207,19106,7,9,9,9,7,1,6,6
E01027339,5360,3984,5063,10297,1898,5795,11196,28647,2,2,2,4,1,2,4,9
E01027340,7367,8407,7759,11828,2494,26166,1144,27119,3,3,3,4,1,9,1,9
E01027341,5309,6378,6451,11278,1031,23251,601,27460,2,2,2,4,1,8,1,9
E01027342,8890,8799,8868,14031,3961,12858,6587,17140,3,3,3,5,2,4,3,6
E01027343,21998,24613,20800,25503,12798,13924,12751,24155,7,8,7,8,4,5,4,8
E01027344,22698,25248,23947,21864,20998,9227,11270,22209,7,8,8,7,7,3,4,7
E01027345,29523,30749,27857,27434,20484,16598,19729,31522,10,10,9,9,7,6,7,10
E01027346,26931,27891,28942,24524,21854,5049,26345,32391,9,9,9,8,7,2,9,10
E01027347,28399,29358,25677,24132,22320,16655,17355,32100,9,10,8,8,7,6,6,10
E01027348,24173,23076,19538,26635,17617,11471,24872,27476,8,8,7,9,6,4,8,9
E01027349,4057,7967,2519,6778,11792,14336,144,4789,2,3,1,3,4,5,1,2
E01027350,13413,15376,14166,17025,20007,20093,864,16805,5,5,5,6,7,7,1,6
E01027351,6034,6214,3784,7593,6263,16504,2861,21092,2,2,2,3,2,6,1,7
E01027352,13091,13085,15115,13036,11180,22300,5606,10869,5,5,5,5,4,7,2,4
E01027353,22909,26678,25441,23410,24605,7181,8508,21996,8,9,8,8,8,3,3,7
E01027354,20469,19115,20683,20469,16976,12195,16305,19657,7,6,7,7,6,4,6,7
E01027355,30406,30770,28447,23608,18173,26557,27069,30355,10,10,9,8,6,9,9,10
E01027356,23004,24584,22885,23413,23458,8156,30849,9416,8,8,8,8,8,3,10,3
E01027357,29225,25505,21873,23858,28750,18676,32399,31776,9,8,7,8,9,6,10,10
E01027358,17767,16526,12817,12838,14110,19803,27339,24310,6,6,4,4,5,7,9,8
E01027359,9393,7254,6436,9997,3570,20905,26350,27931,3,3,2,4,2,7,9,9
E01027360,22774,17790,15439,22240,21706,23769,27143,23321,8,6,5,7,7,8,9,8
E01027361,13714,10896,10203,12305,9746,31101,14485,24249,5,4,4,4,4,10,5,8
E01027362,13135,13948,9915,13370,8528,6844,24279,28161,5,5,4,5,3,3,8,9
E01027363,6296,4229,4896,4228,3256,29835,11677,32012,2,2,2,2,2,10,4,10
E01027364,24921,21833,17577,23221,21111,25974,19720,27948,8,7,6,8,7,8,7,9
E01027365,18721,25137,22816,27910,28903,216,32315,11746,6,8,8,9,9,1,10,4
E01027366,16899,20213,21254,18964,20405,973,30866,12412,6,7,7,6,7,1,10,4
E01027367,30438,28685,28848,26194,23752,21089,32433,21700,10,9,9,9,8,7,10,7
E01027368,19017,22178,20849,21554,22369,1499,30820,16585,6,7,7,7,7,1,10,6
E01027369,29356,23740,23405,23184,27132,27717,32266,25933,10,8,8,8,9,9,10,8
E01027370,25736,20831,20197,26805,28609,10045,31838,25087,8,7,7,9,9,4,10,8
E01027371,15723,15278,15615,21066,10119,4712,28557,18265,5,5,5,7,4,2,9,6
E01027372,21407,21323,16846,22401,29089,5025,26917,21013,7,7,6,7,9,2,9,7
E01027373,14438,19187,17953,20384,23630,245,32336,7722,5,6,6,7,8,1,10,3
E01027374,14529,15442,15878,23295,15763,2559,26527,7273,5,5,5,8,5,1,9,3
E01027375,13629,21243,17284,26767,22854,89,32191,3532,5,7,6,9,8,1,10,2
E01027376,12692,9783,9182,12731,7198,17972,30234,24993,4,4,3,4,3,6,10,8
E01027377,16008,14734,12799,13123,20644,24981,15928,9427,5,5,4,5,7,8,5,3
E01027378,22162,19837,19576,20685,26014,14505,18498,16296,7,7,7,7,9,5,6,6
E01027379,25593,24060,20578,25357,21407,8235,32480,31711,8,8,7,8,7,3,10,10
E01027380,12155,17559,16843,21216,17667,246,28815,3812,4,6,6,7,6,1,9,2
E01027381,13300,17609,15356,28470,18318,374,32220,4934,5,6,5,9,6,1,10,2
E01027382,14816,20476,18357,25217,23095,76,32443,8027,5,7,6,8,8,1,10,3
E01027383,16205,15533,13516,17852,9200,12964,26803,18971,5,5,5,6,3,4,9,6
E01027384,16748,19386,19422,21856,21053,941,31500,12264,6,6,6,7,7,1,10,4
E01027385,9036,8218,6147,10048,2693,23328,28823,19320,3,3,2,4,1,8,9,6
E01027386,15305,13266,12150,13921,8450,19321,27227,23244,5,5,4,5,3,6,9,8
E01027387,12442,10689,9430,13465,9029,29228,15914,12317,4,4,3,5,3,9,5,4
E01027388,11068,7833,8542,16088,7073,12625,20803,22056,4,3,3,5,3,4,7,7
E01027389,12200,12941,8910,13249,11666,8873,16286,17094,4,4,3,5,4,3,6,6
E01027390,18970,13385,16227,23203,11163,26881,25144,20124,6,5,5,8,4,9,8,7
E01027391,7758,7490,5643,5414,4191,21969,10055,30610,3,3,2,2,2,7,4,10
E01027392,1907,2106,1183,1144,815,22532,11154,31244,1,1,1,1,1,7,4,10
E01027393,3021,2957,1465,2871,1113,25287,12453,30117,1,1,1,1,1,8,4,10
E01027394,15636,17453,12880,13737,12744,8347,27917,15959,5,6,4,5,4,3,9,5
E01027395,7121,7730,6253,2375,7086,8161,16361,25636,3,3,2,1,3,3,6,8
E01027396,9943,8101,8894,6060,5979,10424,28610,30866,4,3,3,2,2,4,9,10
E01027397,5200,5295,2498,2862,3589,15317,20255,31181,2,2,1,1,2,5,7,10
E01027398,6873,6066,6379,7393,2187,5600,24444,32048,3,2,2,3,1,2,8,10
E01027399,26223,30217,23328,20181,19395,8961,25333,32388,9,10,8,7,6,3,8,10
E01027400,31118,32173,31240,24193,27292,11308,32312,32365,10,10,10,8,9,4,10,10
E01027401,30232,31764,29397,17288,27840,13935,32151,32392,10,10,10,6,9,5,10,10
E01027402,30898,31602,26566,20278,28264,19060,32455,32331,10,10,9,7,9,6,10,10
E01027403,30165,30153,22319,20937,28545,21785,32427,32236,10,10,7,7,9,7,10,10
E01027404,23602,24877,19409,10102,19823,24287,25512,29867,8,8,6,4,7,8,8,10
E01027405,28095,31249,22265,20411,23421,12100,29959,32443,9,10,7,7,8,4,10,10
E01027406,20926,29157,16220,14199,22388,5114,21753,30486,7,9,5,5,7,2,7,10
E01027407,21750,24615,17990,18577,19822,7892,28979,20204,7,8,6,6,7,3,9,7
E01027408,12290,12980,7334,8257,13196,12327,26560,20810,4,4,3,3,5,4,9,7
E01027409,16941,16541,10881,11220,16019,28177,16201,27172,6,6,4,4,5,9,5,9
E01027410,28258,29966,23213,19116,24689,14248,30052,30084,9,10,8,6,8,5,10,10
E01027411,10567,9913,6511,5495,6570,26840,25133,31463,4,4,3,2,3,9,8,10
E01027412,1582,1902,495,637,2260,8747,28949,30977,1,1,1,1,1,3,9,10
E01027413,12450,11517,9687,7609,8464,15428,23202,31287,4,4,3,3,3,5,8,10
E01027414,7698,10405,3675,6460,7829,32164,7248,10699,3,4,2,2,3,10,3,4
E01027415,1035,1996,442,691,2617,32046,1492,14345,1,1,1,1,1,10,1,5
E01027416,400,374,204,490,706,31431,3457,27726,1,1,1,1,1,10,2,9
E01027417,20649,20414,12831,13170,19883,19762,30534,28290,7,7,4,5,7,7,10,9
E01027418,23057,18712,15574,19423,16584,28730,31689,28697,8,6,5,6,6,9,10,9
E01027419,16186,13759,7954,11233,16114,31727,32002,26390,5,5,3,4,5,10,10,9
E01027420,24395,22110,18497,14565,19436,24321,30880,29917,8,7,6,5,6,8,10,10
E01027421,16087,13565,10224,12957,13053,20610,28484,27445,5,5,4,4,5,7,9,9
E01027422,4621,4729,2327,3732,1934,25704,11379,31204,2,2,1,2,1,8,4,10
E01027423,6159,9026,3305,4667,1364,21622,14294,31950,2,3,2,2,1,7,5,10
E01027424,2298,3968,1051,678,513,28071,21220,30710,1,2,1,1,1,9,7,10
E01027425,19828,26645,14845,15121,14931,12652,14090,31497,7,9,5,5,5,4,5,10
E01027426,1928,1466,1454,2260,631,16918,13629,28602,1,1,1,1,1,6,5,9
E01027427,5052,5778,2707,5083,5760,21258,3614,16192,2,2,1,2,2,7,2,5
E01027428,19003,24798,15572,14085,11406,14553,14870,31719,6,8,5,5,4,5,5,10
E01027429,4050,3541,1488,2629,3541,25313,17141,29261,2,2,1,1,2,8,6,10
E01027430,6596,5752,2878,4708,6337,14467,20989,32039,3,2,1,2,2,5,7,10
E01027431,4557,5543,1848,2467,4820,31945,9089,16635,2,2,1,1,2,10,3,6
E01027432,12236,10920,6792,11087,10770,31687,18459,17892,4,4,3,4,4,10,6,6
E01027433,9145,8296,4372,4586,9963,30655,20162,24762,3,3,2,2,4,10,7,8
E01027434,16218,16368,8189,11854,14737,18419,32174,29840,5,6,3,4,5,6,10,10
E01027435,11607,11823,5577,8103,7616,32134,22524,29736,4,4,2,3,3,10,7,10
E01027436,15002,12743,10309,11269,10930,29024,17885,30088,5,4,4,4,4,9,6,10
E01027437,24545,28773,19529,17971,19066,7849,32419,32461,8,9,7,6,6,3,10,10
E01027438,23807,25810,17984,17640,16870,12576,32477,30414,8,8,6,6,6,4,10,10
E01027439,27233,31732,26349,20720,25180,4408,32122,32467,9,10,9,7,8,2,10,10
E01027440,21627,28375,17950,17535,22318,13816,6863,30113,7,9,6,6,7,5,3,10
E01027441,15294,13548,11049,9472,15719,22984,18597,24193,5,5,4,3,5,8,6,8
E01027442,9689,12570,6405,5205,10718,30710,5227,18359,3,4,2,2,4,10,2,6
E01027443,7542,5060,4234,9967,2294,28337,25643,31692,3,2,2,4,1,9,8,10
E01027444,14582,19117,12970,8601,6422,23415,22340,15800,5,6,4,3,2,8,7,5
E01027445,11887,15586,6209,12090,12217,7318,16049,26142,4,5,2,4,4,3,5,9
E01027446,22499,26916,15060,18840,20024,7778,29876,32045,7,9,5,6,7,3,10,10
E01027447,16635,23813,27618,24042,23162,263,31783,4323,6,8,9,8,8,1,10,2
E01027448,16312,23263,8798,16604,26492,2834,24967,23159,6,8,3,6,9,1,8,8
E01027449,26187,26302,17768,19582,27817,13431,32387,28073,9,9,6,7,9,5,10,9
E01027450,24720,29572,24105,22331,31387,2027,31480,24402,8,10,8,7,10,1,10,8
E01027451,3408,4516,1747,1949,2224,22140,6498,30183,2,2,1,1,1,7,3,10
E01027452,21745,17638,13105,14324,28905,22183,28317,29902,7,6,5,5,9,7,9,10
E01027453,12693,11206,7157,6683,23317,31995,11793,21604,4,4,3,3,8,10,4,7
E01027454,11451,8713,4412,8118,14631,32145,27351,30004,4,3,2,3,5,10,9,10
E01027455,32321,31526,26773,28582,31025,30310,30791,32476,10,10,9,9,10,10,10,10
E01027456,31316,32011,28635,24389,32011,12773,31591,32436,10,10,9,8,10,4,10,10
E01027457,22671,23848,13354,9831,31501,31896,21270,27928,7,8,5,4,10,10,7,9
E01027458,31552,32134,26381,26431,31920,15436,32275,32439,10,10,9,9,10,5,10,10
E01027459,13431,9936,6300,13614,11452,30607,26631,29506,5,4,2,5,4,10,9,10
E01027460,28644,27430,18699,22892,28060,21982,29073,31597,9,9,6,8,9,7,9,10
E01027461,5209,4067,1821,4133,4075,24553,22642,31751,2,2,1,2,2,8,7,10
E01027462,7308,6246,2765,4464,5508,30735,27876,31506,3,2,1,2,2,10,9,10
E01027463,28166,27917,24050,20466,22838,19163,23580,30437,9,9,8,7,8,6,8,10
E01027464,30910,30203,27689,21919,30205,19725,27788,30115,10,10,9,7,10,7,9,10
E01027465,26489,24435,23537,24425,28999,7174,27832,27925,9,8,8,8,9,3,9,9
E01027466,16039,12246,13999,5760,15617,31940,24434,29394,5,4,5,2,5,10,8,10
E01027467,25902,27788,16863,21495,29813,9358,31407,29111,8,9,6,7,10,3,10,9
E01027468,31844,32387,27683,22915,32036,21375,30393,32472,10,10,9,8,10,7,10,10
E01027469,30006,30916,25374,17764,32191,14943,32153,32386,10,10,8,6,10,5,10,10
E01027470,31507,30254,25840,23169,30826,23840,32271,31906,10,10,8,8,10,8,10,10
E01027471,30422,32188,29254,25740,31272,7331,31137,31760,10,10,10,8,10,3,10,10
E01027472,18762,24811,27798,23648,25020,262,32184,11269,6,8,9,8,8,1,10,4
E01027473,20829,29714,24059,23819,27386,1070,21133,14857,7,10,8,8,9,1,7,5
E01027474,12659,9341,8471,11900,5865,30780,27559,30884,4,3,3,4,2,10,9,10
E01027475,23370,24620,15434,19051,23190,11718,27714,29822,8,8,5,6,8,4,9,10
E01027476,19334,16345,14343,19743,18266,19072,24764,17392,6,6,5,7,6,6,8,6
E01027477,14930,21212,22947,22565,27123,280,32334,2825,5,7,8,7,9,1,10,1
E01027478,18874,18678,13636,15828,22898,13345,31971,12794,6,6,5,5,8,5,10,4
E01027479,20625,21251,22609,25435,17545,5292,32417,10209,7,7,7,8,6,2,10,4
E01027480,17739,23193,26048,25131,28282,302,32373,6465,6,8,9,8,9,1,10,2
E01027481,25699,20405,21310,19293,27368,24709,29453,17387,8,7,7,6,9,8,10,6
