lsoa_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile
W01000001,731,835,744.5,862,991,349,239,1735,695,4,5,4,5,6,2,2,10,4
W01000002,852,918,744.5,1185,1063,276,286,1585,1129,5,5,4,7,6,2,2,9,6
W01000003,527,537,553,681,608,366,305,1515,798,3,3,3,4,4,2,2,8,5
W01000004,768,803,619.5,1209,1183,287,201,1808,1216,5,5,4,7,7,2,2,10,7
W01000005,1032,945,1066,1427,923,243,737,1036,746,6,5,6,8,5,2,4,6,4
W01000006,917,1172,981,849,1052,279,218,1671,1284,5,7,5,5,6,2,2,9,7
W01000007,870,1012,981,890,1220,224,184,1083,1575,5,6,5,5,7,2,1,6,9
W01000008,1811,1527,1616,1698,1599,1235,1223,1624,1506,10,9,9,9,9,7,7,9,8
W01000009,486,485,427.5,505,951,347,259,1465,1012,3,3,3,3,6,2,2,8,6
W01000010,1500,1300,1503,1527,1179,1031,413,1721,1617,8,7,8,9,7,6,3,10,9
W01000011,1602,1189,1386.5,1671,1481,498,1672,1566,776,9,7,7,9,8,3,9,9,5
W01000012,1649,1363,1273.5,1630,1613,1344,1032,1331,1242,9,8,7,9,9,8,6,8,7
W01000013,1651,1595,1716.5,1582,1683,825,341,1551,1599,9,9,9,9,9,5,2,9,9
W01000014,1115,1030,981,1258,1203,750,602,777,1042,6,6,5,7,7,4,4,5,6
W01000015,1758,1688,1716.5,1117,1798,1187,722,1734,1724,10,9,9,6,10,7,4,10,10
W01000016,246,317,202.5,557,312,88,1894,733,27,2,2,1,3,2,1,10,4,1
W01000017,377,327,488.5,346,418,242,1411,658,241,2,2,3,2,3,2,8,4,2
W01000018,890,767,821,1125,771,500,882,761,1261,5,5,5,6,5,3,5,5,7
W01000019,1318,1382,1273.5,1038,1147,1253,403,1255,1308,7,8,7,6,7,7,3,7,7
W01000020,1335,1540,1386.5,1641,1554,295,159,1459,1571,8,9,7,9,9,2,1,8,9
W01000021,826,1014,900.5,1204,861,617,84,1617,1303,5,6,5,7,5,4,1,9,7
W01000022,953,1090,1066,1309,1118,293,142,1766,1074,6,6,6,7,6,2,1,10,6
W01000023,878,927,1066,977,894,225,250,1739,1222,5,5,6,6,5,2,2,10,7
W01000024,1058,1129,1273.5,1221,949,286,276,1486,1253,6,6,7,7,6,2,2,8,7
W01000025,1121,1271,1386.5,1370,974,226,319,752,1334,6,7,7,8,6,2,2,4,8
W01000026,986,1011,1273.5,875,1096,544,168,1893,1305,6,6,7,5,6,3,1,10,7
W01000027,736,957,981,754,938,63,258,1379,830,4,6,5,4,5,1,2,8,5
W01000028,644,772,900.5,1026,812,120,85,1723,824,4,5,5,6,5,1,1,10,5
W01000029,341,336,553,510,341,54,1444,88,334,2,2,3,3,2,1,8,1,2
W01000030,320,303,320.5,372,337,220,1497,835,316,2,2,2,2,2,2,8,5,2
W01000031,773,846,900.5,1042,937,443,121,889,1639,5,5,5,6,5,3,1,5,9
W01000032,932,987,981,1169,735,364,329,1664,1476,5,6,5,7,4,2,2,9,8
W01000033,146,141,136,376,228,37,1059,799,277,1,1,1,2,2,1,6,5,2
W01000034,1066,1060,981,1017,1101,517,503,1596,1154,6,6,5,6,6,3,3,9,7
W01000035,977,1170,1066,1234,1013,263,175,1607,1421,6,7,6,7,6,2,1,9,8
W01000036,198,168,202.5,456,329,48,1838,383,141,2,1,1,3,2,1,10,3,1
W01000037,649,604,553,817,692,231,1396,975,430,4,4,3,5,4,2,8,6,3
W01000038,699,833,821,1138,734,124,273,991,850,4,5,5,6,4,1,2,6,5
W01000039,1225,1448,1165.5,1405,1435,318,217,1452,1368,7,8,6,8,8,2,2,8,8
W01000040,1271,1552,1386.5,1054,1100,1527,211,789,1348,7,9,7,6,6,9,2,5,8
W01000041,202,132,237.5,332,266,306,700,1418,381,2,1,2,2,2,2,4,8,3
W01000042,1453,1069,1273.5,1390,1214,629,1225,1837,1117,8,6,7,8,7,4,7,10,6
W01000043,679,627,821,824,906,67,682,661,1005,4,4,5,5,5,1,4,4,6
W01000044,1590,1604,1503,1569,1195,1324,347,1761,1666,9,9,8,9,7,7,2,10,9
W01000045,792,1169,1616,1419,1023,31,4,1669,1793,5,7,9,8,6,1,1,9,10
W01000046,1447,1504,1503,1633,1593,294,255,1520,1510,8,8,8,9,9,2,2,9,8
W01000047,1189,1367,1273.5,1714,1317,426,166,613,1442,7,8,7,10,7,3,1,4,8
W01000048,956,759,1165.5,979,848,249,750,1455,1208,6,4,6,6,5,2,4,8,7
W01000049,811,822,744.5,815,881,60,1718,1675,500,5,5,4,5,5,1,10,9,3
W01000050,1162,1292,1165.5,1357,1366,439,235,1361,787,7,7,6,8,8,3,2,8,5
W01000051,1270,1036,1066,1504,897,748,1496,643,1091,7,6,6,8,5,4,8,4,6
W01000052,1638,1370,1616,1484,1562,906,585,1896,1451,9,8,9,8,9,5,4,10,8
W01000053,1454,1662,1616,1516,1549,534,154,1313,1536,8,9,9,8,9,3,1,7,9
W01000054,1471,1417,1503,1555,1475,595,340,1308,1270,8,8,8,9,8,4,2,7,7
W01000055,791,1163,1273.5,854,1315,168,14,1682,1764,5,7,7,5,7,1,1,9,10
W01000056,616,708,681,769,763,395,352,726,431,4,4,4,5,5,3,2,4,3
W01000057,1403,1554,1503,1758,1600,390,155,1250,1582,8,9,8,10,9,3,1,7,9
W01000058,1357,1550,1386.5,1634,1566,409,229,651,1767,8,9,7,9,9,3,2,4,10
W01000059,445,452,488.5,442,523,126,1416,949,183,3,3,3,3,3,1,8,6,1
W01000060,1050,1149,1503,1271,1286,187,113,1366,1453,6,7,8,7,7,1,1,8,8
W01000061,1587,1396,1616,1318,1228,456,940,1895,1272,9,8,9,7,7,3,5,10,7
W01000062,1116,1238,1503,1238,682,70,1808,1647,119,6,7,8,7,4,1,10,9,1
W01000063,754,659,744.5,1016,1025,148,512,1327,1032,4,4,4,6,6,1,3,7,6
W01000064,1071,1117,1165.5,1266,782,198,757,1594,712,6,6,6,7,5,2,4,9,4
W01000065,575,435,427.5,792,902,92,1721,1504,560,4,3,3,5,5,1,10,8,3
W01000066,958,1057,1066,1297,1144,248,139,1681,1589,6,6,6,7,7,2,1,9,9
W01000067,1126,1311,981,1312,1466,336,597,527,626,6,7,5,7,8,2,4,3,4
W01000068,1042,860,981,1150,1107,178,1462,971,800,6,5,5,7,6,1,8,6,5
W01000069,1274,1366,1273.5,1445,1225,216,392,1419,1361,7,8,7,8,7,2,3,8,8
W01000070,1075,1219,1386.5,1480,1305,167,102,1558,1624,6,7,7,8,7,1,1,9,9
W01000071,663,603,821,686,869,55,569,1703,883,4,4,5,4,5,1,3,9,5
W01000072,1433,1188,1273.5,1472,1337,437,951,1838,884,8,7,7,8,8,3,6,10,5
W01000073,1252,1423,1386.5,1313,1446,217,245,1310,1245,7,8,7,7,8,2,2,7,7
W01000074,1243,1240,1273.5,1568,1368,272,441,628,1231,7,7,7,9,8,2,3,4,7
W01000075,720,532,1066,920,629,112,1389,1295,307,4,3,6,5,4,1,8,7,2
W01000076,1483,1261,1386.5,1236,1257,339,1747,1512,644,8,7,7,7,7,2,10,8,4
W01000077,998,930,1386.5,1348,998,138,1616,292,154,6,5,7,8,6,1,9,2,1
W01000078,693,690,1066,1039,846,29,254,1572,956,4,4,6,6,5,1,2,9,6
W01000079,1246,1180,1386.5,1607,1351,613,180,1117,1431,7,7,7,9,8,4,1,6,8
W01000080,995,1298,1386.5,1074,1359,370,45,1615,1309,6,7,7,6,8,2,1,9,7
W01000081,1063,1151,1386.5,1053,844,197,606,663,1217,6,7,7,6,5,2,4,4,7
W01000082,1043,1429,1503,1295,1397,315,32,1124,1662,6,8,8,7,8,2,1,6,9
W01000083,1329,1534,1802.5,1772,1488,770,40,1275,1372,8,9,10,10,8,5,1,7,8
W01000084,1067,1424,1616,1643,1349,316,9,1794,1677,6,8,9,9,8,2,1,10,9
W01000085,877,904,981,1356,1154,245,270,452,1188,5,5,5,8,7,2,2,3,7
W01000086,728,687,981,1110,1039,127,198,1129,1039,4,4,5,6,6,1,2,6,6
W01000087,1578,1393,1386.5,1032,1309,1040,1170,1833,1239,9,8,7,6,7,6,7,10,7
W01000088,1218,1304,1165.5,1296,1318,596,256,1600,1137,7,7,6,7,7,4,2,9,6
W01000089,1291,1374,1503,1422,1276,504,165,1491,1465,7,8,8,8,7,3,1,8,8
W01000090,136,122,488.5,147,67,14,858,1027,163,1,1,3,1,1,1,5,6,1
W01000091,143,151,237.5,218,166,140,850,1534,11,1,1,2,2,1,1,5,9,1
W01000092,1812,1849,1858.5,1459,1868,210,1858,1783,597,10,10,10,8,10,2,10,10,4
W01000093,1487,1334,1165.5,1326,1741,436,1326,1033,784,8,8,6,7,10,3,7,6,5
W01000094,1392,1222,1503,1595,1381,794,257,1606,1373,8,7,8,9,8,5,2,9,8
W01000095,1201,1068,1273.5,1112,1308,719,422,826,1423,7,6,7,6,7,4,3,5,8
W01000096,748,827,1066,590,568,78,1191,608,968,4,5,6,4,3,1,7,4,6
W01000097,765,719,821,821,803,104,1574,1684,199,5,4,5,5,5,1,9,9,2
W01000098,119,102,237.5,244,78,34,1456,1088,56,1,1,2,2,1,1,8,6,1
W01000099,1321,1303,1273.5,1344,1372,833,272,1536,1395,7,7,7,8,8,5,2,9,8
W01000100,1194,1425,1716.5,1124,1508,141,183,518,1709,7,8,9,6,8,1,1,3,10
W01000101,1347,1321,1386.5,1350,1200,165,1213,725,941,8,7,7,8,7,1,7,4,5
W01000102,1703,1755,1802.5,948,1770,1115,568,1752,1375,9,10,10,5,10,6,3,10,8
W01000103,1148,1124,1386.5,1655,1434,606,120,1029,979,7,6,7,9,8,4,1,6,6
W01000104,965,801,981,844,976,234,1565,1224,740,6,5,5,5,6,2,9,7,4
W01000105,810,905,981,1293,449,183,1799,149,547,5,5,5,7,3,1,10,1,3
W01000106,1512,1596,1716.5,1468,1456,421,547,455,1234,8,9,9,8,8,3,3,3,7
W01000107,952,1136,1273.5,1639,879,180,220,498,995,6,6,7,9,5,1,2,3,6
W01000108,856,876,981,990,936,53,1402,406,625,5,5,5,6,5,1,8,3,4
W01000109,776,815,981,903,753,62,987,388,983,5,5,5,5,4,1,6,3,6
W01000110,1249,1253,1165.5,1080,1080,667,789,845,1056,7,7,6,6,6,4,5,5,6
W01000111,738,628,900.5,877,781,139,1615,775,254,4,4,5,5,5,1,9,5,2
W01000112,506,454,553,868,807,110,301,1191,777,3,3,3,5,5,1,2,7,5
W01000113,868,839,981,889,1132,119,420,1747,1030,5,5,5,5,6,1,3,10,6
W01000114,1056,1139,1273.5,1441,1396,163,197,1146,1028,6,7,7,8,8,1,2,7,6
W01000115,1107,1205,1386.5,1308,1360,438,95,1765,1337,6,7,7,7,8,3,1,10,8
W01000116,1398,1193,1273.5,1363,1394,532,649,1370,1579,8,7,7,8,8,3,4,8,9
W01000117,746,594,1066,503,827,96,1486,758,1058,4,4,6,3,5,1,8,4,6
W01000118,970,1287,1386.5,1593,1436,592,8,1319,1050,6,7,7,9,8,4,1,7,6
W01000119,1200,1443,1273.5,1051,1310,204,526,714,994,7,8,7,6,7,2,3,4,6
W01000120,195,314,108,494,270,203,660,209,612,2,2,1,3,2,2,4,2,4
W01000121,1273,1385,1716.5,1601,920,506,199,1016,1047,7,8,9,9,5,3,2,6,6
W01000122,1202,1286,1386.5,1434,1416,711,108,1067,1484,7,7,7,8,8,4,1,6,8
W01000123,1011,1212,900.5,758,1061,334,793,827,1192,6,7,5,4,6,2,5,5,7
W01000124,1379,1519,1503,1531,1422,562,210,901,1684,8,9,8,9,8,3,2,5,9
W01000125,1443,1268,1503,1577,1283,451,484,1636,1194,8,7,8,9,7,3,3,9,7
W01000126,1456,1200,1165.5,1139,1525,940,1121,1874,752,8,7,6,7,9,5,6,10,4
W01000127,409,324.5,320.5,1021,493,89,799,1856,373,3,2,2,6,3,1,5,10,2
W01000128,1143,949,821,914,1356,807,1393,1706,651,7,6,5,5,8,5,8,9,4
W01000129,827,794,900.5,1373,946,160,816,162,1115,5,5,5,8,5,1,5,1,6
W01000130,1406,1032,1165.5,1417,1376,450,1547,1490,937,8,6,6,8,8,3,9,8,5
W01000131,1136,932,1165.5,1252,975,381,628,1892,1227,6,5,6,7,6,3,4,10,7
W01000132,581,763,553,545,908,45,1560,211,518,4,5,3,3,5,1,9,2,3
W01000133,1492,1486,1386.5,1267,1464,1589,574,496,1263,8,8,7,7,8,9,4,3,7
W01000134,789,660,744.5,765,708,745,1485,630,764,5,4,4,5,4,4,8,4,5
W01000135,1763,1713,1616,1749,1676,1718,389,1894,1813,10,10,9,10,9,10,3,10,10
W01000136,989,940,1066,667,1057,790,826,865,742,6,5,6,4,6,5,5,5,4
W01000137,1394,1732,1616,1462,1393,742,133,705,1851,8,10,9,8,8,4,1,4,10
W01000138,855,656,744.5,1094,1402,408,427,1885,852,5,4,4,6,8,3,3,10,5
W01000139,1548,1165,1386.5,1067,1640,1089,1230,1494,1149,9,7,7,6,9,6,7,8,7
W01000140,717,619,821,1212,822,171,607,842,628,4,4,5,7,5,1,4,5,4
W01000141,1656,1523,1273.5,1470,1452,1489,743,1796,1801,9,9,7,8,8,8,4,10,10
W01000142,1793,1820,1616,1608,1790,1715,453,1744,1850,10,10,9,9,10,10,3,10,10
W01000143,574,380,553,577,806,550,1519,1873,187,4,2,3,4,5,3,9,10,1
W01000144,50,52,8,122,728,18,1779,1535,7,1,1,1,1,4,1,10,9,1
W01000145,647,440,681,878,1055,238,723,1882,303,4,3,4,5,6,2,4,10,2
W01000146,598,700,619.5,855,1115,15,1345,467,168,4,4,4,5,6,1,8,3,1
W01000147,919,870,1066,1241,1145,345,443,377,945,5,5,6,7,7,2,3,2,5
W01000148,837,629,1066,1144,497,196,1593,519,1205,5,4,6,7,3,2,9,3,7
W01000149,349,407,373,506,273,455,954,140,538,2,3,2,3,2,3,6,1,3
W01000150,821,942,1165.5,713,722,1508,343,132,1394,5,5,6,4,4,8,2,1,8
W01000151,371,331,619.5,543,361,676,431,148,353,2,2,4,3,2,4,3,1,2
W01000152,579,736,488.5,483,733,914,1143,111,642,4,4,3,3,4,5,7,1,4
W01000153,1304,1326,1165.5,1536,1606,1145,325,592,917,7,7,6,9,9,7,2,4,5
W01000154,1430,1409,1386.5,939,1684,1629,387,916,1546,8,8,7,5,9,9,3,5,9
W01000155,1250,1078,1066,680,1710,888,997,1249,1016,7,6,6,4,10,5,6,7,6
W01000156,1073,981,981,682,1678,827,913,487,1079,6,6,5,4,9,5,5,3,6
W01000157,470,379,427.5,995,687,133,1011,422,413,3,2,3,6,4,1,6,3,3
W01000158,1576,1265,1165.5,1532,1695,1640,725,1790,1180,9,7,6,9,9,9,4,10,7
W01000159,1213,1267,1716.5,1248,1429,425,99,994,1858,7,7,9,7,8,3,1,6,10
W01000160,1426,1201,1273.5,1552,1293,694,855,1197,908,8,7,7,9,7,4,5,7,5
W01000161,1599,1775,1503,1838,1437,1099,237,1450,1387,9,10,8,10,8,6,2,8,8
W01000162,1081,1352.5,1386.5,1551,1333,340,42,1529,1719,6,8,7,9,8,2,1,9,10
W01000163,194,71,320.5,695,328,290,376,1336,149,2,1,2,4,2,2,2,8,1
W01000164,1082,821,1386.5,1541,1111,663,462,476,885,6,5,7,9,6,4,3,3,5
W01000165,1756,1712,1616,1561,1636,1636,581,1394,1501,10,10,9,9,9,9,4,8,8
W01000166,801,754,821,814,662,369,1050,1034,807,5,4,5,5,4,2,6,6,5
W01000167,501,474,619.5,650,597,202,1024,192,504,3,3,4,4,4,2,6,2,3
W01000168,509,499,681,617,508,90,1676,250,323,3,3,4,4,3,1,9,2,2
W01000169,451,442,320.5,718,963,107,1758,170,344,3,3,2,4,6,1,10,1,2
W01000170,1195,1015,1165.5,1418,1066,458,545,1578,1132,7,6,6,8,6,3,3,9,6
W01000171,783,528,619.5,883,1093,521,1276,1886,605,5,3,4,5,6,3,7,10,4
W01000172,355,279,427.5,203,793,152,686,1859,460,2,2,3,2,5,1,4,10,3
W01000173,1619,1636,1616,1619,1713,788,338,1393,1248,9,9,9,9,10,5,2,8,7
W01000174,1879,1772,1802.5,1530,1624,1702,1088,1822,1797,10,10,10,9,9,9,6,10,10
W01000175,1847,1773,1616,1715,1715,1680,859,1390,1832,10,10,9,10,10,9,5,8,10
W01000176,648,573,744.5,790,587,229,1725,604,238,4,4,4,5,4,2,10,4,2
W01000177,1238,1007,1273.5,1739,930,681,535,1128,1087,7,6,7,10,5,4,3,6,6
W01000178,370,263,488.5,366,618,20,1648,808,488,2,2,3,2,4,1,9,5,3
W01000179,1468,1317,1273.5,1386,1300,993,924,680,1255,8,7,7,8,7,6,5,4,7
W01000180,1639,1724,1503,1168,1837,1494,350,1890,1438,9,10,8,7,10,8,2,10,8
W01000181,1706,1532,1503,1347,1788,1334,658,1888,1424,9,9,8,8,10,8,4,10,8
W01000182,221,255,36.5,490,932,64,1726,1847,370,2,2,1,3,5,1,10,10,2
W01000183,1622,1237,1165.5,1255,1828,944,1529,1863,1279,9,7,6,7,10,5,9,10,7
W01000184,293,615,427.5,164,360,512,354,173,335,2,4,3,1,2,3,2,1,2
W01000185,1084,1118,1165.5,1455,1129,526,251,609,1746,6,6,6,8,6,3,2,4,10
W01000186,423,366,488.5,873,463,49,1704,150,389,3,2,3,5,3,1,9,1,3
W01000187,116,72,167.5,499,205,32,996,184,208,1,1,1,3,2,1,6,1,2
W01000188,1268,1164,1165.5,1570,1123,1528,615,262,1347,7,7,6,9,6,9,4,2,8
W01000189,1068,1402,1386.5,1563,1029,209,68,1695,1820,6,8,7,9,6,2,1,9,10
W01000190,1240,1330,1616,1682,1559,460,50,1674,1524,7,8,9,9,9,3,1,9,9
W01000191,933,990,1273.5,1176,833,188,295,1177,991,5,6,7,7,5,1,2,7,6
W01000192,1161,1262,1165.5,1450,1256,624,203,781,1493,7,7,6,8,7,4,2,5,8
W01000193,940,783,981,1488,885,374,445,1335,1029,5,5,5,8,5,2,3,8,6
W01000194,881,874,619.5,752,1114,724,1822,1448,186,5,5,4,4,6,4,10,8,1
W01000195,1832,1761,1716.5,1466,1673,1664,727,1714,1795,10,10,9,8,9,9,4,10,10
W01000196,1767,1757,1716.5,1268,1311,1155,1258,1225,1434,10,10,9,7,7,7,7,7,8
W01000197,1595,1471,1386.5,1354,1327,1043,886,1226,1321,9,8,7,8,7,6,5,7,7
W01000198,160,103,167.5,609,118,82,1391,1315,325,1,1,1,4,1,1,8,7,2
W01000199,782,779,821,1145,795,365,339,1426,773,5,5,5,7,5,2,2,8,5
W01000200,1508,1341,1386.5,1446,1449,976,486,1654,1265,8,8,7,8,8,6,3,9,7
W01000201,834,799,1066,1223,883,343,390,345,920,5,5,6,7,5,2,3,2,5
W01000202,1482,1494,1716.5,1667,1696,925,88,1567,1827,8,8,9,9,9,5,1,9,10
