lsoa_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile
W01001080,405,359,619.5,357,408,329,1469,197,232,3,2,4,2,3,2,8,2,2
W01001081,145,152,202.5,118,224,277,1071,365,239,1,1,1,1,2,2,6,2,2
W01001082,1790,1478,1503,1463,1804,1690,1544,836,1638,10,8,8,8,10,9,9,5,9
W01001083,1835,1892,1858.5,1828,1873,1745,361,1116,1889,10,10,10,10,10,10,2,6,10
W01001084,1772,1804,1716.5,1448,1878,1797,498,1132,1479,10,10,9,8,10,10,3,6,8
W01001085,1750,1869,1858.5,1832,1891,1832,157,1422,1809,10,10,10,10,10,10,1,8,10
W01001086,1701,1817,1802.5,1745,1880,1684,448,196,1539,9,10,10,10,10,9,3,2,9
W01001087,1771,1722,1716.5,1820,1784,1449,1819,85,1167,10,10,9,10,10,8,10,1,7
W01001088,1034,653,821,1037,1081,1534,1422,1209,887,6,4,5,6,6,9,8,7,5
W01001089,1673,1725,1716.5,1495,1767,1410,680,229,1452,9,10,9,8,10,8,4,2,8
W01001090,1597,1733,1616,1147,1739,1826,290,1032,1294,9,10,9,7,10,10,2,6,7
W01001091,1712,1653,1386.5,1457,1482,1676,765,1691,1481,10,9,7,8,8,9,5,9,8
W01001092,839,714,821,935,590,758,904,1743,663,5,4,5,5,4,4,5,10,4
W01001093,477,423,320.5,531,695,908,1285,882,305,3,3,2,3,4,5,7,5,2
W01001094,337,188,373,1022,297,1097,523,846,267,2,1,2,6,2,6,3,5,2
W01001095,91,51,136,223,98,863,993,1081,45,1,1,1,2,1,5,6,6,1
W01001096,788,696,619.5,1291,867,795,867,686,474,5,4,4,7,5,5,5,4,3
W01001097,308,165,373,726,259,539,971,1842,272,2,1,2,4,2,3,6,10,2
W01001098,1769,1618,1616,1413,1689,1896,735,1372,1689,10,9,9,8,9,10,4,8,9
W01001099,861,543.5,821,1338,644,860,1308,1174,606,5,3,5,8,4,5,7,7,4
W01001100,1855,1854,1802.5,1819,1672,1777,809,771,1675,10,10,10,10,9,10,5,5,9
W01001101,605,555,619.5,665,1000,236,1836,420,124,4,3,4,4,6,2,10,3,1
W01001102,823,534,981,812,1069,752,1889,233,406,5,3,5,5,6,4,10,2,3
W01001103,1762,1594,1802.5,1854,1642,1747,1116,206,1333,10,9,10,10,9,10,6,2,8
W01001104,1629,1702,1503,1420,1637,1343,508,721,1504,9,9,8,8,9,8,3,4,8
W01001105,1657,1762.5,1716.5,1645,1860,1734,222,742,1601,9,10,9,9,10,10,2,4,9
W01001106,1829,1754,1716.5,1679,1659,1889,754,1159,1526,10,10,9,9,9,10,4,7,9
W01001107,1720,1435,1386.5,1553,1373,1873,1366,1531,1024,10,8,7,9,8,10,8,9,6
W01001108,1441,1430,1386.5,1473,1236,1426,321,1389,1138,8,8,7,8,7,8,2,8,6
W01001109,1477,1319,1273.5,894,1019,1619,1183,1317,1743,8,7,7,5,6,9,7,7,10
W01001110,1802,1798,1883.5,1869,1722,1532,366,1457,1470,10,10,10,10,10,9,2,8,8
W01001111,709,475,744.5,843,546,753,1077,1503,1009,4,3,4,5,3,4,6,8,6
W01001112,1841,1657,1716.5,1894,1664,1701,641,1819,1633,10,9,9,10,9,9,4,10,9
W01001113,1654,1827,1716.5,1367,1829,1564,189,1440,1773,9,10,9,8,10,9,1,8,10
W01001114,1860,1876,1858.5,1841,1887,1886,401,1586,1756,10,10,10,10,10,10,3,9,10
W01001115,1530,1231,1386.5,1533,1690,1406,532,1316,1076,9,7,7,9,9,8,3,7,6
W01001116,1775,1674,1858.5,837,1896,1228,1312,1269,1181,10,9,10,5,10,7,7,7,7
W01001117,1344,1252,1165.5,1225,1056,1531,923,607,1210,8,7,6,7,6,9,5,4,7
W01001118,1349,1254,1165.5,863,1243,1103,914,1392,1344,8,7,6,5,7,6,5,8,8
W01001119,1665,1703,1802.5,1880,1815,1565,173,993,1535,9,9,10,10,10,9,1,6,9
W01001120,1826,1672,1716.5,1876,1601,1739,937,712,1658,10,9,9,10,9,10,5,4,9
W01001121,771,774,821,636,800,611,920,253,1225,5,5,5,4,5,4,5,2,7
W01001122,1361,1056,1503,1678,1108,1659,328,1235,1330,8,6,8,9,6,9,2,7,8
W01001123,1503,1250,1165.5,1431,1743,609,1248,1472,649,8,7,6,8,10,4,7,8,4
W01001124,1328,1095,900.5,1078,1553,486,1876,1652,825,7,6,5,6,9,3,10,9,5
W01001125,1368,1320,1273.5,458,1530,733,1854,1699,931,8,7,7,3,9,4,10,9,5
W01001126,1463,1338,1386.5,1276,1253,743,1122,521,1223,8,8,7,7,7,4,6,3,7
W01001127,1655,1836,1616,1294,1821,1870,249,1402,1478,9,10,9,7,10,10,2,8,8
W01001128,1630,1610,1616,1477,1793,1741,232,1505,1585,9,9,9,8,10,10,2,8,9
W01001129,982,830,981,952,891,579,874,1554,700,6,5,5,6,5,4,5,9,4
W01001130,1868,1566,1616,1567,1884,1282,1805,1631,1283,10,9,9,9,10,7,10,9,7
W01001131,681,529,619.5,579,1026,767,925,1798,362,4,3,4,4,6,5,5,10,2
W01001132,1614,1708,1616,1458,1662,1582,551,228,1576,9,10,9,8,9,9,3,2,9
W01001133,1625,1698.5,1503,1767,1836,1814,594,133,1407,9,9,8,10,10,10,4,1,8
W01001134,1633,1710,1616,1382,1792,1272,309,1193,1500,9,10,9,8,10,7,2,7,8
W01001135,1667,1814,1716.5,1576,1832,1412,192,1482,1443,9,10,9,9,10,8,2,8,8
W01001136,1755,1682,1802.5,1732,1712,1646,386,1400,1276,10,9,10,10,10,9,3,8,7
W01001137,327,381,320.5,115,584,471,1148,1730,226,2,3,2,1,4,3,7,10,2
W01001138,440,449,273.5,514,563,666,1481,952,259,3,3,2,3,3,4,8,6,2
W01001139,587,773,553,192,675,673,1515,1382,337,4,5,3,2,4,4,8,8,2
W01001140,356,304,273.5,477,649,422,653,1040,332,2,2,2,3,4,3,4,6,2
W01001141,191,328,202.5,35,323,442,771,951,548,2,2,1,1,2,3,5,6,3
W01001142,144,200,84.5,116,267,192,1435,1118,476,1,2,1,1,2,2,8,6,3
W01001143,873,868,821,619,651,970,1043,1339,922,5,5,5,4,4,6,6,8,5
W01001144,30,105,53.5,5,13,583,517,1853,166,1,1,1,1,1,4,3,10,1
W01001145,309,533,320.5,231,117,570,1102,1845,393,2,3,2,2,1,4,6,10,3
W01001146,1072,988,744.5,1090,952,952,1474,1416,602,6,6,4,6,6,6,8,8,4
W01001147,1133,1099,821,1092,1196,1212,702,755,1517,6,6,5,6,7,7,4,4,8
W01001148,672,631,488.5,734,820,720,1872,622,282,4,4,3,4,5,4,10,4,2
W01001149,864,657,553,716,1016,1415,1625,1827,681,5,4,3,4,6,8,9,10,4
W01001150,249,352,320.5,55,447,259,1845,873,155,2,2,2,1,3,2,10,5,1
W01001151,1215,1246,981,522,1347,1585,760,1835,1398,7,7,5,3,8,9,5,10,8
W01001152,786,1049,821,237,1121,1535,373,1198,1380,5,6,5,2,6,9,2,7,8
W01001153,549,417,373,774,458,523,1671,1577,1023,3,3,2,5,3,3,9,9,6
W01001154,535,577,320.5,575,614,982,767,1795,823,3,4,2,4,4,6,5,10,5
W01001155,657,500,488.5,906,748,701,1569,512,723,4,3,3,5,4,4,9,3,4
W01001156,1839,1884,1616,1757,1717,1864,534,1751,1853,10,10,9,10,10,10,3,10,10
W01001157,1342,1259,1066,1149,962,1295,1316,683,1389,8,7,6,7,6,7,7,4,8
W01001158,691,643,681,759,392,818,1063,1462,783,4,4,4,4,3,5,6,8,5
W01001159,1697,1517,1616,1791,1716,1657,560,566,1775,9,8,9,10,10,9,3,3,10
W01001160,1438,1511,1273.5,1152,855,1754,670,1552,1218,8,8,7,7,5,10,4,9,7
W01001161,817,793,821,882,524,1384,494,1405,1113,5,5,5,5,3,8,3,8,6
W01001162,292,341,273.5,285,246,685,1693,340,459,2,2,2,2,2,4,9,2,3
W01001163,1795,1771,1802.5,1432,1655,1824,1125,319,1770,10,10,10,8,9,10,6,2,10
W01001164,734,854,744.5,507,535,820,1814,711,295,4,5,4,3,3,5,10,4,2
W01001165,887,923,821,1155,504,717,938,1642,410,5,5,5,7,3,4,5,9,3
W01001166,181,218,167.5,390,177,121,608,1872,175,1,2,1,3,1,1,4,10,1
W01001167,480,520,373,595,289,313,1315,1864,660,3,3,2,4,2,2,7,10,4
W01001168,673,740,488.5,375,655,1199,1685,1464,517,4,4,3,2,4,7,9,8,3
W01001169,69,160,24,39,110,674,1239,1106,207,1,1,1,1,1,4,7,6,2
W01001170,1528,1588,1165.5,1056,1338,1691,814,1533,1241,9,9,6,6,8,9,5,9,7
W01001171,859,933,681,892,744,1082,1056,427,762,5,5,4,5,4,6,6,3,5
W01001172,831,725,488.5,842,910,1071,1484,1557,818,5,4,3,5,5,6,8,9,5
W01001173,86,144,65.5,91,50,567,1252,1479,246,1,1,1,1,1,3,7,8,2
W01001174,70,79,44,202,41,378,1198,1768,329,1,1,1,2,1,2,7,10,2
W01001175,698,758,488.5,519,741,428,1883,1280,753,4,4,3,3,4,3,10,7,4
W01001176,665,693,488.5,466,528,759,1472,1663,1022,4,4,3,3,3,4,8,9,6
W01001177,428,494,320.5,343,638,309,1174,339,992,3,3,2,2,4,2,7,2,6
W01001178,448,575,488.5,222,274,950,711,1861,731,3,4,3,2,2,6,4,10,4
W01001179,98,174,84.5,73,54,706,955,1817,563,1,1,1,1,1,4,6,10,3
W01001180,39,70,84.5,65,2,123,1527,957,60,1,1,1,1,1,1,9,6,1
W01001181,376,589,373,150,240,806,1110,1114,615,2,4,2,1,2,5,6,6,4
W01001182,609,586,821,1194,315,971,599,1196,107,4,4,5,7,2,6,4,7,1
W01001183,476,476,427.5,615,684,273,948,817,190,3,3,3,4,4,2,5,5,1
W01001184,845,1004,744.5,956,657,493,1363,153,1191,5,6,4,6,4,3,8,1,7
W01001185,358,445,427.5,409,146,270,1698,298,587,2,3,3,3,1,2,9,2,4
W01001186,981,956,821,917,878,1362,740,734,1235,6,6,5,5,5,8,4,4,7
W01001187,876,814,553,1132,824,1152,828,1170,1249,5,5,3,6,5,7,5,7,7
W01001188,152,217,44,66,434,1314,1755,1329,451,1,2,1,1,3,7,10,8,3
W01001189,555,549,619.5,520,269,1241,758,1773,678,3,3,4,3,2,7,4,10,4
W01001190,1381,1512,1386.5,1665,1367,1217,459,135,1489,8,8,7,9,8,7,3,1,8
W01001191,1362,1314,1066,1411,1326,1756,477,937,1469,8,7,6,8,7,10,3,5,8
W01001192,291,225,237.5,441,136,1360,1386,1639,1096,2,2,2,3,1,8,8,9,6
W01001193,1804,1626,1503,1660,1512,1662,1563,863,1487,10,9,8,9,8,9,9,5,8
W01001194,1761,1835,1802.5,1835,1760,1635,432,472,1812,10,10,10,10,10,9,3,3,10
W01001195,1108,1033,821,932,751,1414,1298,1247,1460,6,6,5,5,4,8,7,7,8
W01001196,1648,1449,1716.5,1597,1634,1697,756,282,1409,9,8,9,9,9,9,4,2,8
W01001197,1645,1859,1716.5,1566,1745,1867,187,740,1879,9,10,9,9,10,10,1,4,10
W01001198,1534,1695,1616,972,1432,1587,838,178,1688,9,9,9,6,8,9,5,1,9
W01001199,1478,1390,1503,1443,1033,1290,1066,194,1548,8,8,8,8,6,7,6,2,9
W01001200,300,524,373,99,385,134,1442,530,428,2,3,2,1,3,1,8,3,3
W01001201,147,229,84.5,131,208,578,1418,449,452,1,2,1,1,2,4,8,3,3
W01001202,107,183,53.5,220,109,325,1709,405,151,1,1,1,2,1,2,10,3,1
W01001203,31,68,18,25,57,657,785,1353,245,1,1,1,1,1,4,5,8,2
W01001204,898,780,821,666,694,978,1249,1601,918,5,5,5,4,4,6,7,9,5
W01001205,414,566,273.5,186,586,1014,788,1374,629,3,3,2,1,4,6,5,8,4
W01001206,344,468,427.5,40,251,824,1817,1597,980,2,3,3,1,2,5,10,9,6
W01001207,108,64,65.5,296,187,1413,1196,1522,90,1,1,1,2,1,8,7,9,1
W01001208,382,422,167.5,472,391,700,1834,1485,525,3,3,1,3,3,4,10,8,3
W01001209,5,18,5.5,1,3,311,1430,1705,106,1,1,1,1,1,2,8,9,1
W01001210,205,292,136,162,112,707,1813,1831,532,2,2,1,1,1,4,10,10,3
W01001211,432,572,320.5,455,192,397,1358,1514,971,3,4,2,3,2,3,8,8,6
W01001212,225,353,273.5,61,97,761,1324,1776,690,2,2,2,1,1,5,7,10,4
W01001213,888,823,553,1239,804,448,1890,1045,639,5,5,3,7,5,3,10,6,4
W01001214,1601,1436,1066,1085,1560,1452,1518,1544,1342,9,8,6,6,9,8,9,9,8
W01001215,230,294,108,201,613,584,1655,930,88,2,2,1,2,4,4,9,5,1
W01001216,387,584,427.5,76,481,427,1381,768,666,3,4,3,1,3,3,8,5,4
W01001217,247,322,202.5,183,191,600,1598,1293,436,2,2,1,1,2,4,9,7,3
W01001218,457,622.5,373,151,545,391,1774,933,756,3,4,2,1,3,3,10,5,4
W01001219,121,198,84.5,53,200,312,1639,563,544,1,2,1,1,2,2,9,3,3
W01001220,455,482,373,399,496,445,1526,437,575,3,3,2,3,3,3,9,3,4
W01001221,157,215,108,245,143,739,732,987,420,1,2,1,2,1,4,4,6,3
W01001222,15,23,30,8,15,1540,763,1508,129,1,1,1,1,1,9,5,8,1
W01001223,1747,1748,1616,1500,1783,1455,669,783,1596,10,10,9,8,10,8,4,5,9
W01001224,1740,1883,1883.5,1822,1886,1791,278,376,1891,10,10,10,10,10,10,2,2,10
W01001225,1726,1857,1802.5,1769,1797,1820,241,814,1655,10,10,10,10,10,10,2,5,9
W01001226,950,762,900.5,807,872,985,1297,648,1162,6,5,5,5,5,6,7,4,7
W01001227,1644,1569,1165.5,1288,1332,1766,1277,1632,1238,9,9,6,7,8,10,7,9,7
W01001228,1356,1194,900.5,1134,1565,1345,1507,866,730,8,7,5,6,9,8,8,5,4
W01001229,835,995,488.5,832,903,777,1727,713,450,5,6,3,5,5,5,10,4,3
W01001230,1172,1256,900.5,417,1254,1311,1376,1811,978,7,7,5,3,7,7,8,10,6
W01001231,512,514,320.5,605,479,939,1394,1201,527,3,3,2,4,3,5,8,7,3
W01001232,307,419,136,333,439,713,1432,1145,482,2,3,1,2,3,4,8,7,3
W01001233,753,898,619.5,677,700,1436,296,1731,1273,4,5,4,4,4,8,2,10,7
W01001234,795,1072,900.5,236,1158,764,673,468,1378,5,6,5,2,7,5,4,3,8
W01001235,544,525,681,518,317,473,1177,710,702,3,3,4,3,2,3,7,4,4
W01001236,1351,1290,1273.5,1143,835,1179,1073,941,1104,8,7,7,7,5,7,6,5,6
W01001237,430,356,427.5,857,153,515,1371,1086,674,3,2,3,5,1,3,8,6,4
W01001238,47,47,136,33,30,522,1083,1109,115,1,1,1,1,1,3,6,6,1
W01001239,267,223,273.5,401,181,852,1175,961,401,2,2,2,3,1,5,7,6,3
W01001240,1272,1455,1386.5,737,1417,902,460,482,1545,7,8,7,4,8,5,3,3,9
W01001241,990,796,1066,773,839,1284,1231,621,799,6,5,6,5,5,7,7,4,5
W01001242,1560,1564,1273.5,1398,1641,1843,1150,129,1550,9,9,7,8,9,10,7,1,9
W01001243,372,376,237.5,282,532,618,1738,444,808,2,2,2,2,3,4,10,3,5
W01001244,1569,1584,1165.5,1160,1239,1799,1300,614,1695,9,9,6,7,7,10,7,4,9
W01001245,1768,1842,1386.5,1544,1643,1740,960,803,1808,10,10,7,9,9,10,6,5,10
W01001246,1348,1130,981,1364,1112,1303,1611,634,1067,8,6,5,8,6,7,9,4,6
W01001247,481,541,373,498,472,282,1647,762,475,3,3,2,3,3,2,9,5,3
W01001248,614,704,320.5,599,832,697,1787,1156,365,4,4,2,4,5,4,10,7,2
W01001249,467,746,273.5,356,372,623,1820,1655,188,3,4,2,2,2,4,10,9,1
W01001250,539,838,553,335,636,856,191,1626,855,3,5,3,2,4,5,2,9,5
W01001251,66,111,44,63,65,746,764,1832,172,1,1,1,1,1,4,5,10,1
W01001252,1206,1499,1066,1320,1346,1772,87,1772,1338,7,8,6,7,8,10,1,10,8
W01001253,285,542,373,138,238,310,614,409,837,2,3,2,1,2,2,4,3,5
W01001254,841,1281,900.5,314,960,1238,271,1575,1017,5,7,5,2,6,7,2,9,6
W01001255,183,316,202.5,152,51,585,1336,1640,205,1,2,1,1,1,4,8,9,2
W01001256,787,890,981,347,407,552,1504,1453,1111,5,5,5,2,3,3,8,8,6
W01001257,1140,1274,981,352,1421,1517,1019,996,1371,7,7,5,2,8,8,6,6,8
W01001258,780,887,744.5,644,609,577,1793,523,376,5,5,4,4,4,4,10,3,2
W01001259,659,666,373,907,555,631,1155,1828,903,4,4,2,5,3,4,7,10,5
W01001260,81,119,30,154,128,267,1409,997,286,1,1,1,1,1,2,8,6,2
W01001261,240,265,167.5,324,309,199,1618,1576,230,2,2,1,2,2,2,9,9,2
W01001262,812,1050,1273.5,639,887,262,1078,163,160,5,6,7,4,5,2,6,1,1
W01001263,711,1257,1503,795,46,468,1251,517,682,4,7,8,5,1,3,7,3,4
W01001264,1505,1847,1895,1250,706,269,1355,367,1152,8,10,10,7,4,2,8,2,7
W01001265,322,446,167.5,106,712,525,1849,1213,624,2,3,1,1,4,3,10,7,4
W01001266,129,150,36.5,287,236,275,1513,1149,333,1,1,1,2,2,2,8,7,2
W01001267,174,252,84.5,292,292,222,548,1164,693,1,2,1,2,2,2,3,7,4
W01001268,464,415,427.5,530,307,924,1680,509,514,3,3,3,3,2,5,9,3,3
W01001269,1000,1008,553,1095,1155,689,1769,736,819,6,6,3,6,7,4,10,4,5
W01001270,620,751,488.5,215,970,470,1870,728,985,4,4,3,2,6,3,10,4,6
W01001271,369,326,167.5,527,547,490,1269,1423,724,2,2,1,3,3,3,7,8,4
W01001272,602,511,553,451,754,817,1287,1017,541,4,3,3,3,4,5,7,6,3
W01001273,980,785,619.5,1105,1137,642,1780,839,1099,6,5,4,6,6,4,10,5,6
W01001274,10,11,4,52,12,344,1398,1851,37,1,1,1,1,1,2,8,10,1
W01001275,237,333,202.5,273,131,396,1027,1621,545,2,2,1,2,1,3,6,9,3
W01001276,97,170,53.5,130,94,398,1264,1826,178,1,1,1,1,1,3,7,10,1
W01001277,1527,1538,1273.5,1779,1186,1628,1034,193,1416,9,9,7,10,7,9,6,2,8
W01001278,530,469,619.5,623,203,774,1601,722,927,3,3,4,4,2,5,9,4,5
W01001279,199,239,202.5,392,56,393,1831,417,607,2,2,1,3,1,3,10,3,4
W01001280,72,167,53.5,81,75,300,881,363,278,1,1,1,1,1,2,5,2,2
W01001281,577,562,488.5,763,550,304,1500,423,680,4,3,3,5,3,2,8,3,4
W01001282,347,405,373,255,219,423,1081,1708,411,2,3,2,2,2,3,6,10,3
W01001283,840,811,900.5,911,598,1467,425,1211,804,5,5,5,5,4,8,3,7,5
W01001284,1692,1609,1616,1519,1354,1835,710,732,1652,9,9,9,9,8,10,4,4,9
W01001285,474,674,427.5,112,557,469,1384,1844,707,3,4,3,1,3,3,8,10,4
W01001286,568,568,488.5,648,688,179,1713,336,600,3,3,3,4,4,1,10,2,4
W01001287,380,447,320.5,157,619,593,1482,543,586,2,3,2,1,4,4,8,3,4
W01001288,166,282,65.5,137,491,331,1291,918,174,1,2,1,1,3,2,7,5,1
W01001289,418,734,320.5,452,169,892,470,1850,647,3,4,2,3,1,5,3,10,4
W01001290,323,437,273.5,219,356,1039,691,976,394,2,3,2,2,2,6,4,6,3
W01001291,674,670,744.5,775,670,1283,275,1264,571,4,4,4,5,4,7,2,7,4
W01001292,21,73,30,29,20,158,827,1107,12,1,1,1,1,1,1,5,6,1
W01001293,366,434,273.5,109,515,1767,956,1428,749,2,3,2,1,3,10,6,8,4
W01001294,1579,1744,1165.5,1358,1609,1755,463,1171,1486,9,10,6,8,9,10,3,7,8
W01001295,137,190,167.5,58,179,597,1035,657,229,1,1,1,1,1,4,6,4,2
W01001296,729,841,619.5,540,797,1175,803,1133,471,4,5,4,3,5,7,5,6,3
W01001297,595,737,553,495,599,785,1113,549,288,4,4,3,3,4,5,6,3,2
W01001298,207,298,167.5,126,264,385,1677,419,383,2,2,1,1,2,3,9,3,3
W01001299,22,58,36.5,24,32,227,730,1090,20,1,1,1,1,1,2,4,6,1
W01001300,13,24,11,13,47,645,978,1403,8,1,1,1,1,1,4,6,8,1
W01001301,53,81,44,37,103,266,1581,1670,44,1,1,1,1,1,2,9,9,1
W01001302,217,411,202.5,83,257,510,1093,707,253,2,3,1,1,2,3,6,4,2
W01001303,17,56,18,7,36,392,943,511,170,1,1,1,1,1,3,5,3,1
W01001304,643,805,553,309,562,1034,1492,587,873,4,5,3,2,3,6,8,4,5
W01001305,1085,1227,681,964,1166,1267,1466,1104,280,6,7,4,6,7,7,8,6,2
W01001306,1258,1173,821,1012,1362,1166,1407,1254,640,7,7,5,6,8,7,8,7,4
W01001307,165,309,65.5,62,612,372,1520,1268,127,1,2,1,1,4,2,9,7,1
W01001308,4,5,18,3,16,793,450,1623,46,1,1,1,1,1,5,3,9,1
W01001309,109,204,84.5,59,133,1026,681,772,484,1,2,1,1,1,6,4,5,3
W01001310,987,1073,619.5,735,956,1515,1388,1003,842,6,6,4,4,6,8,8,6,5
W01001311,435,522,427.5,420,367,573,1273,508,231,3,3,3,3,2,4,7,3,2
W01001312,437,459,320.5,378,626,413,1087,664,858,3,3,2,2,4,3,6,4,5
W01001313,523,642,427.5,400,710,453,1855,644,147,3,4,3,3,4,3,10,4,1
W01001314,615,722,619.5,453,774,323,707,650,943,4,4,4,3,5,2,4,4,5
W01001315,242,398,136,169,685,494,1867,242,126,2,3,1,1,4,3,10,2,1
W01001316,1129,1183,900.5,762,1165,867,1070,899,1010,6,7,5,5,7,5,6,5,6
W01001317,395,613.5,320.5,139,505,890,770,924,779,3,4,2,1,3,5,5,5,5
W01001318,1047,1101,681,742,1059,1079,1161,1595,1038,6,6,4,4,6,6,7,9,6
W01001319,1516,1563,1165.5,986,1461,1545,801,1371,1349,8,9,6,6,8,9,5,8,8
W01001320,779,697,488.5,973,720,1369,1037,1532,769,5,4,3,6,4,8,6,9,5
W01001321,324,395,320.5,178,305,714,1434,1037,256,2,3,2,1,2,4,8,6,2
W01001322,340,685,488.5,31,214,882,1790,906,285,2,4,3,1,2,5,10,5,2
W01001323,391,578,320.5,307,424,1129,247,1704,683,3,4,2,2,3,6,2,9,4
W01001324,972,1003,681,676,1126,1078,1000,1679,744,6,6,4,4,6,6,6,9,4
W01001325,169,241,108,135,123,1365,1306,1190,465,1,2,1,1,1,8,7,7,3
W01001326,151,308,136,46,171,716,1619,584,211,1,2,1,1,1,4,9,4,2
W01001327,1009,1070,900.5,699,1043,789,1126,737,670,6,6,5,4,6,5,6,4,4
W01001328,641,595,553,929,393,1163,1057,688,701,4,4,3,5,3,7,6,4,4
W01001329,705,733,619.5,578,616,1020,1360,547,760,4,4,4,4,4,6,8,3,5
W01001330,608,527,619.5,508,379,1032,1172,1555,932,4,3,4,3,2,6,7,9,5
W01001331,406,409,427.5,190,332,605,1483,1580,501,3,3,3,1,2,4,8,9,3
W01001332,281,274,202.5,336,287,599,1186,1574,521,2,2,1,2,2,4,7,9,3
W01001333,343,231,273.5,789,217,934,1089,1685,399,2,2,2,5,2,5,6,9,3
W01001334,188,164,167.5,136,157,1639,1350,1836,341,1,1,1,1,1,9,8,10,2
W01001335,565,650,488.5,909,656,1220,224,1608,242,3,4,3,5,4,7,2,9,2
W01001336,453,488,202.5,611,531,945,1401,1049,528,3,3,1,4,3,5,8,6,3
W01001337,744,648,553,706,811,1325,1892,574,441,4,4,3,4,5,7,10,4,3
W01001338,411,477,320.5,209,427,839,1875,1205,258,3,3,2,2,3,5,10,7,2
W01001339,18,26,5.5,10,121,823,941,1373,73,1,1,1,1,1,5,5,8,1
W01001340,1603,1613,1386.5,1286,1450,1652,536,1282,1485,9,9,7,7,8,9,3,7,8
W01001341,208,207,167.5,82,249,1005,1712,1158,926,2,2,1,1,2,6,10,7,5
W01001342,1594,1348,1503,1027,1370,1543,1400,751,1148,9,8,8,6,8,9,8,4,7
W01001343,1538,1373,1273.5,1284,1652,1811,633,1002,1377,9,8,7,7,9,10,4,6,8
W01001344,916,902,900.5,283,1071,932,1767,980,1083,5,5,5,2,6,5,10,6,6
W01001345,35,15,36.5,92,72,1056,1236,1846,33,1,1,1,1,1,6,7,10,1
W01001346,1028,775,744.5,1193,926,1127,1200,1676,890,6,5,4,7,5,6,7,9,5
W01001347,1134,954,821,958,1103,1447,1134,1605,820,6,6,5,6,6,8,6,9,5
W01001348,314,220,273.5,450,279,656,1586,1263,494,2,2,2,3,2,4,9,7,3
W01001349,1476,1590,1503,293,1589,1868,1190,1469,1492,8,9,8,2,9,10,7,8,8
W01001350,814,716,744.5,465,871,1322,1737,1568,294,5,4,4,3,5,7,10,9,2
W01001351,1566,1611,1386.5,1292,1524,1713,417,1278,1301,9,9,7,7,9,10,3,7,7
W01001352,311,296,202.5,265,322,1401,1668,1068,766,2,2,1,2,2,8,9,6,5
W01001353,653,531,427.5,798,755,1476,998,883,845,4,3,3,5,4,8,6,5,5
W01001354,1083,931,900.5,1049,1017,1310,887,932,1027,6,5,5,6,6,7,5,5,6
W01001355,596,624,427.5,669,836,849,908,309,967,4,4,3,4,5,5,5,2,6
W01001356,1544,1447,1165.5,1030,1289,1668,1197,1746,1155,9,8,6,6,7,9,7,10,7
W01001357,1169,1270,1066,664,1241,1522,433,1105,1615,7,7,6,4,7,9,3,6,9
W01001358,235,271,202.5,173,215,1100,819,1487,667,2,2,1,1,2,6,5,8,4
W01001359,882,1059,821,425,870,844,879,1143,946,5,6,5,3,5,5,5,7,5
W01001360,719,711,619.5,440,664,1591,947,1820,881,4,4,4,3,4,9,5,10,5
W01001361,128,246,108,38,93,1391,712,1442,710,1,2,1,1,1,8,4,8,4
W01001362,592,636,373,563,628,998,1419,1123,407,4,4,2,3,4,6,8,6,3
W01001363,525,496,619.5,422,376,1443,967,387,894,3,3,4,3,2,8,6,3,5
W01001364,48,97,84.5,2,38,847,1149,1289,240,1,1,1,1,1,5,7,7,2
W01001365,628,536,427.5,659,553,1590,1322,1771,583,4,3,3,4,3,9,7,10,4
W01001366,949,980,900.5,1349,817,1194,456,290,1439,6,6,5,8,5,7,3,2,8
W01001367,798,760,821,760,762,564,1294,433,631,5,5,5,5,5,3,7,3,4
W01001368,465,363,488.5,254,558,1408,1429,583,609,3,2,3,2,3,8,8,4,4
W01001369,918,880,744.5,647,919,1239,891,1001,1515,5,5,4,4,5,7,5,6,8
W01001370,924,845,900.5,761,689,1538,1410,653,568,5,5,5,5,4,9,8,4,3
W01001371,255,230,273.5,381,226,930,752,349,705,2,2,2,3,2,5,4,2,4
W01001372,1059,1062,1066,1115,940,1699,696,174,1199,6,6,6,6,5,9,4,1,7
W01001373,883,936,821,864,838,953,1404,154,632,5,5,5,5,5,6,8,1,4
W01001374,434,448,373,208,476,1210,1096,1318,716,3,3,2,2,3,7,6,7,4
W01001375,252,402,136,119,579,1196,1777,316,255,2,3,1,1,4,7,10,2,2
W01001376,64,76,30,101,125,887,1165,246,400,1,1,1,1,1,5,7,2,3
W01001377,1137,1329,681,887,1022,1477,1220,1166,719,6,8,4,5,6,8,7,7,4
W01001378,491,497,488.5,295,335,1537,1554,1340,361,3,3,3,2,2,9,9,8,2
W01001379,1280,1021.5,1066,1020,905,1748,1069,1762,1146,7,6,6,6,5,10,6,10,7
W01001380,1117,1159,900.5,539,1152,1613,1042,1388,953,6,7,5,3,7,9,6,8,6
W01001381,112,136,136,88,48,1240,847,1803,440,1,1,1,1,1,7,5,10,3
