lsoa_code,IMD_decile,Income_decile,Employment_decile,Education_decile,Health_decile,Crime_decile,Housing_and_Access_decile,Environment_decile,IMD_rank,Income_rank,Employment_rank,Education_rank,Health_rank,Crime_rank,Housing_and_Access_rank,Environment_rank
E01000314,8,8,9,10,10,3,3,4,23679,24826,29412,29944,31396,7767,7481,11495
E01000315,3,2,2,4,7,2,2,5,6785,4566,5523,11724,21044,5205,4247,15883
E01000316,5,4,6,9,9,2,2,3,14454,11715,16565,28917,29122,5821,4716,8336
E01000317,8,6,8,10,10,7,4,5,23497,16656,23551,30410,29939,19851,10792,13906
E01000318,6,5,7,9,10,3,4,4,19218,13697,22639,29257,30051,7427,10262,11255
E01000319,8,7,8,10,10,5,4,4,24628,20211,25969,31025,30986,13627,11883,13111
E01000320,8,7,9,10,10,7,3,5,26150,20039,28211,31681,32351,22301,8220,15507
E01000321,6,5,6,9,9,6,4,3,19535,15777,16894,28027,29450,17704,11004,8141
E01000322,6,5,6,10,10,7,3,3,19048,13250,16695,30405,30547,20406,8706,9423
E01000323,5,5,6,9,8,3,3,2,15389,13911,16753,27466,23165,7155,8612,6070
E01000324,7,6,6,9,8,5,4,5,20202,17223,17485,27875,24311,13541,11546,13878
E01000325,10,9,9,7,10,7,6,7,29599,28876,29315,20414,31283,22680,18640,19790
E01000326,7,8,9,5,10,6,2,4,22206,25513,28337,16357,29568,17994,5076,10548
E01000327,9,9,9,7,9,7,6,6,27457,27897,26454,20161,26329,20173,17632,18173
E01000328,7,8,8,5,8,2,5,7,22853,26223,25006,15660,25850,6346,16221,20507
E01000329,6,6,6,5,9,4,4,5,18060,16771,17475,13408,28111,10434,12214,15410
E01000330,5,5,5,6,6,7,4,3,16254,14673,14920,19022,17671,20196,11557,7716
E01000331,3,4,3,3,5,4,2,5,8888,10446,7741,7354,16081,11762,3621,13336
E01000332,6,5,6,5,9,4,5,4,17857,15441,16767,16002,27166,10338,16266,11560
E01000333,4,3,3,3,5,5,4,4,10270,9048,8944,6955,15132,13568,12832,12870
E01000334,7,6,7,5,9,7,3,7,21066,19545,20681,13195,26706,21251,9142,20383
E01000335,3,3,5,2,7,2,1,3,7186,9659,13444,6072,22863,6157,230,7765
E01000336,3,2,3,4,6,4,1,4,7373,5380,7733,10872,18041,10661,2670,10154
E01000337,5,3,5,6,8,5,3,4,14747,9209,13780,16945,26075,16148,9494,12930
E01000338,5,5,6,5,7,4,3,3,15333,13351,18643,15311,20061,12430,9368,7874
E01000339,6,5,4,4,7,6,7,7,17653,15060,12796,11779,20683,18952,20648,21316
E01000340,7,7,9,5,8,8,3,4,21230,20657,26809,13894,23155,25249,9042,9878
E01000341,8,8,7,6,9,8,7,6,25941,23147,22462,17456,27073,25349,21834,18202
E01000342,8,10,9,5,9,6,5,4,25891,29792,27700,15355,28826,19002,14959,12418
E01000343,9,8,8,6,9,8,7,5,26633,25020,25165,16598,28161,23424,21731,16313
E01000344,9,10,9,6,8,8,7,7,29332,29905,27417,19658,25951,23973,22294,21032
E01000345,9,9,10,6,9,9,7,6,29145,28373,29876,19400,26773,26326,20854,17141
E01000346,8,8,8,6,9,6,8,4,24927,25361,24419,17124,26563,17038,23408,12007
E01000347,8,7,9,4,8,8,6,5,23128,20119,27847,11936,24499,23527,17633,13525
E01000348,10,10,10,6,10,8,7,6,30525,32274,30136,19364,30818,25763,20055,19535
E01000349,9,9,9,7,10,9,3,6,27736,26709,29537,22107,30003,27447,8807,18075
E01000350,9,9,9,5,9,8,6,5,27197,27061,29517,15173,27312,24819,18885,14698
E01000351,9,9,9,5,10,8,5,7,27580,26277,28180,16270,29869,26087,13465,21603
E01000352,6,5,7,4,8,6,4,4,19159,16410,21189,12768,26213,18379,11441,12508
E01000353,10,9,10,7,10,7,9,6,30316,27233,29701,22175,31256,21791,27485,19094
E01000354,5,4,3,4,6,8,4,5,13302,11183,9377,11413,16840,25839,12455,14139
E01000355,9,9,8,5,9,7,6,6,26842,28876,25703,15981,26368,21680,19061,16893
E01000356,9,8,7,6,9,8,9,7,27128,25543,20669,19283,28103,23903,26407,19772
E01000357,10,10,10,7,10,8,9,6,31429,32193,31275,19967,30783,26262,26637,19514
E01000358,9,9,9,7,9,9,7,6,29282,27044,28165,19916,29404,26791,22452,17887
E01000359,9,9,9,7,10,9,6,6,29254,27743,27573,21706,30561,27876,17862,17686
E01000360,5,5,5,8,5,4,4,3,15534,15126,16221,24063,15529,10835,10077,7322
E01000361,8,7,7,6,9,7,5,5,23027,20428,20974,18642,27815,21920,13183,15551
E01000362,7,7,7,6,9,3,5,5,21457,20734,22728,18691,27999,9089,13969,14361
E01000363,8,8,8,7,9,8,5,5,25379,24566,23463,22178,26560,23169,15165,13226
E01000364,7,7,8,6,8,8,3,4,21389,20925,23497,19119,23280,23577,7419,11479
E01000365,6,6,7,7,7,3,5,4,19555,17540,21601,21909,22519,7808,14677,12626
E01000366,8,6,8,8,9,7,7,6,24683,18305,23239,23145,27379,20105,20065,16598
E01000367,3,2,2,2,6,4,2,6,7599,6346,5354,6357,19056,12910,5063,18496
E01000368,2,2,2,2,5,6,1,6,6298,4643,5709,4316,16226,18825,2987,18421
E01000369,6,6,5,4,8,7,7,5,19297,16627,15794,13058,24292,19994,20181,14829
E01000370,7,7,6,6,8,9,5,6,22899,20618,18366,18016,25739,26283,15420,16834
E01000371,9,8,9,6,9,8,4,6,26858,25386,28189,18199,28547,25355,12209,18266
E01000372,3,3,2,3,4,6,3,5,8063,6844,5398,8262,10897,18397,9845,14023
E01000373,3,4,4,2,5,3,1,6,8331,11999,11637,6169,13403,8019,832,17546
E01000374,2,2,1,2,3,5,1,3,3624,4464,2883,3515,6984,15795,2904,8643
E01000375,5,5,5,4,7,5,5,4,15879,14696,15158,10273,22035,15655,15796,10116
E01000376,6,6,7,5,7,2,5,4,17727,18994,22035,15680,20021,6213,14484,9979
E01000377,7,7,6,5,9,5,4,6,21848,22769,18553,16273,27872,14443,12414,19348
E01000378,5,5,5,4,6,5,3,3,13369,13316,13445,12751,19297,13833,6896,9478
E01000379,5,5,6,4,8,4,4,3,15579,13481,17457,11604,24356,12668,11268,9569
E01000380,4,4,5,3,7,9,1,7,11840,12113,14886,8378,20017,27014,699,20786
E01000381,3,4,3,3,6,6,1,5,9141,10591,8681,9493,16553,17832,1221,13672
E01000382,9,10,9,8,10,8,3,8,28932,30202,28879,26093,29621,26050,7381,23013
E01000383,5,5,5,5,7,2,2,6,13501,16241,15264,13929,21461,3616,5045,17368
E01000384,7,6,8,7,9,7,5,4,22083,16936,23840,22241,26374,20396,13998,10283
E01000385,3,2,3,3,3,5,2,5,6958,5550,7871,7580,8367,13208,4236,15405
E01000386,2,2,2,2,2,4,1,5,3835,3904,3386,5188,5077,11388,3276,13632
E01000387,7,7,6,7,9,6,2,7,21777,22375,19607,21410,26716,18973,5044,22313
E01000388,8,7,7,6,9,4,7,5,23585,21554,22645,18682,28181,12129,20859,16136
E01000389,8,6,7,7,10,5,4,7,23070,19233,22297,20716,29651,15658,11425,19892
E01000390,8,8,9,6,7,6,5,5,24292,24711,26748,17902,22867,17907,14106,14848
E01000391,7,6,6,4,9,7,5,4,20043,18666,19445,12434,28045,21106,13515,11836
E01000392,4,4,5,4,6,7,2,3,12119,10102,13977,11558,16975,19900,6159,8053
E01000393,8,9,9,7,9,5,6,3,25584,27079,28146,21433,27829,16221,17416,8692
E01000394,8,7,8,8,8,8,5,6,25359,20591,24168,24034,25082,23040,14793,18759
E01000395,10,10,10,7,9,9,7,6,30471,30614,30662,21972,28552,28429,20314,17297
E01000396,9,9,9,6,8,10,5,4,26986,27033,28391,19145,24118,29577,15541,12931
E01000398,5,5,4,3,7,9,3,5,14343,13764,11619,7431,22736,28072,8762,14975
E01000399,8,9,9,5,10,8,5,5,25650,26975,27007,13539,30155,23144,15753,13500
E01000400,6,6,5,5,8,7,6,4,19222,17500,14351,15795,25420,22683,19532,10311
E01000401,5,4,5,4,5,7,4,4,13478,11402,13138,10305,16258,21288,10630,11508
E01000402,4,3,4,4,7,4,2,5,11661,9683,11589,13047,19848,11406,4861,15210
E01000403,3,3,3,4,6,1,2,6,8247,6803,9269,12324,18842,2054,4897,19398
E01000404,3,2,3,4,5,3,1,6,7988,5513,9014,11880,13754,8973,3017,17187
E01000405,3,3,4,4,5,4,1,3,8556,8393,10567,13027,13397,10551,2209,7916
E01000406,4,4,5,5,6,3,2,4,11865,10525,15402,13265,18819,7299,5018,11289
E01000407,6,6,6,5,8,7,5,4,19290,16991,18927,14097,24785,20189,15531,10078
E01000408,4,3,4,4,6,4,5,3,11511,8051,12227,12404,17183,11149,13676,9075
E01000409,9,9,9,5,10,10,7,7,29535,29497,28096,15313,30594,30627,21886,19945
E01000410,9,10,10,6,9,6,6,5,27698,30071,30490,17174,27041,18861,16515,16201
E01000411,8,8,8,5,9,7,6,4,24984,24914,26205,15095,27296,22532,18229,12065
E01000412,9,9,9,6,9,8,3,5,26294,29200,28764,18470,27712,24683,8267,15478
E01000413,8,8,8,4,9,6,5,5,23374,23481,25444,11670,27456,18643,15545,15980
E01000414,7,6,8,6,9,3,5,3,20333,17554,24008,19437,28556,9448,15940,8969
E01000415,9,9,9,6,10,7,8,6,29162,28947,29361,17362,30356,20251,23456,19400
E01000416,4,3,4,5,7,1,2,6,10611,8939,11067,16073,21601,3017,5338,19051
E01000417,5,5,5,5,7,4,2,5,14752,14698,15673,15623,21466,12640,3754,14389
E01000418,5,4,7,5,8,5,1,5,15526,12222,21350,14980,25008,15209,3127,13600
E01000419,8,9,9,7,9,7,5,5,26164,26330,26399,19802,26760,22967,13156,15150
E01000420,8,7,7,4,9,8,6,6,23155,20887,21236,12451,26570,23267,18351,19605
E01000421,9,9,8,7,8,8,5,7,28043,28513,25161,22611,24878,26116,15095,20068
E01000422,2,1,2,4,5,3,1,7,5556,2952,5771,12851,15567,6578,1460,22167
E01000423,10,9,9,7,10,9,7,5,29890,28011,28631,21509,31110,28696,21643,16199
E01000424,9,9,10,9,10,6,6,3,28573,28623,30066,28240,31046,18792,19353,8923
E01000425,9,9,9,8,8,10,4,7,28921,28242,28237,23440,23986,31390,12422,22580
E01000426,8,7,9,7,9,9,5,3,24090,20158,27287,20705,27434,28205,13180,8907
E01000427,7,6,6,6,9,8,3,6,21182,18478,18238,19191,28280,23319,8676,17109
E01000428,4,4,5,5,4,5,2,6,11429,10238,13516,13210,10735,13499,4337,17386
E01000429,2,2,2,3,3,2,1,6,3591,3725,3836,8290,9119,5145,429,16491
E01000430,6,4,5,6,8,7,2,8,17477,12720,16165,18163,24645,22692,4474,25612
E01000431,2,2,2,3,4,3,1,5,5493,3783,5651,8362,12705,9741,1994,16359
E01000432,4,3,4,3,6,4,3,6,11135,9239,10963,9543,17269,10773,7401,17535
E01000433,2,2,2,3,3,3,2,5,5702,5321,5553,9099,7917,6682,3559,15764
E01000434,2,2,2,1,3,6,2,6,4809,4547,4318,2803,7618,18891,4507,16635
E01000435,3,2,3,3,6,3,1,5,7461,6342,9333,7738,18513,7513,1726,15564
E01000436,10,9,9,6,10,10,8,6,30492,29271,28291,19031,30098,31786,25352,19294
E01000437,7,6,7,5,7,6,5,6,20296,18119,19751,14217,20868,17446,15974,17833
E01000438,7,6,7,4,8,5,5,4,19919,17944,22861,11678,26117,16334,15504,11304
E01000439,4,3,4,3,7,3,6,3,11510,9846,10185,9150,21925,9062,16645,9522
E01000440,9,9,8,5,10,7,7,6,27367,29430,26100,13482,31334,21428,21449,17119
E01000441,3,2,3,3,4,4,4,6,8484,5791,7866,7879,12684,10560,10957,17738
E01000442,7,6,6,4,9,8,5,6,20054,17393,16716,12459,26565,25746,14464,16822
E01000443,5,5,4,5,6,7,3,4,15949,16335,12544,15400,16511,21652,9834,12696
E01000444,9,10,9,9,10,6,3,6,28530,30995,27080,26437,31680,19335,9722,19257
E01000445,10,10,10,7,10,8,5,7,29687,30446,30436,20565,30615,23408,13961,21800
E01000446,9,9,9,6,8,8,7,6,29153,29208,29392,19571,26028,25590,22351,16476
E01000447,8,7,8,8,8,4,6,4,24076,21392,25594,26012,26209,11787,16796,12996
E01000448,10,10,10,9,9,9,8,7,32132,31421,30971,28670,29057,26298,25074,22292
E01000449,10,10,10,9,9,5,7,7,30072,31130,29573,28169,27245,14104,22531,20148
E01000450,5,5,4,5,7,6,4,6,16089,13350,11969,14365,22844,18452,10442,19052
E01000451,9,9,9,5,9,9,6,5,27695,27792,28559,15690,28641,26630,18442,15268
E01000452,9,8,9,6,9,9,7,5,27715,24703,27354,18014,28518,27330,22717,14858
E01000453,9,8,9,5,10,8,8,5,27021,25593,27718,14292,29599,23648,23306,15019
E01000454,5,5,5,4,7,4,5,5,15605,14201,14336,11871,20505,12800,13843,13839
E01000455,9,9,9,6,9,7,7,5,26845,26465,26843,16605,27861,20745,21397,15283
E01000456,9,9,9,6,10,9,7,6,29319,28810,27598,19558,30688,27958,20681,16429
E01000457,7,6,8,6,8,5,4,5,22056,19290,24996,18929,23014,16014,11859,15445
E01000458,10,9,10,9,9,9,4,7,29877,27089,30035,27557,27098,27624,13058,22803
E01000459,6,5,6,7,7,6,4,7,19511,13593,16908,21552,22835,19290,12162,20454
E01000460,10,10,10,8,10,9,4,8,30405,30034,30271,23869,31380,26724,11414,26137
E01000461,9,9,9,8,10,7,3,7,28207,29233,29258,23255,31722,19870,8827,20963
E01000462,6,5,7,6,8,8,4,3,19613,16222,21635,18275,23026,23182,13104,7436
E01000463,10,10,9,7,9,9,7,6,30387,29737,29283,22792,27034,29454,21920,18201
E01000464,4,2,4,5,6,5,2,7,10479,5788,10034,14767,18909,15778,3897,22507
E01000465,3,2,3,4,5,6,2,8,8670,5228,7729,10042,15014,18185,3918,23999
E01000466,4,3,4,5,7,6,2,8,11745,7776,10289,14524,20951,17828,3492,24681
E01000467,5,4,5,6,8,6,2,7,15630,9872,15515,18035,23187,19365,5691,19929
E01000468,5,3,6,9,8,6,1,8,13661,9787,17728,26380,24172,19331,258,24843
E01000469,5,4,5,7,7,4,2,7,14434,11177,14960,21505,20180,11468,3699,20331
E01000470,2,2,2,4,5,1,1,7,4777,4466,4602,10233,14960,2552,1019,21844
E01000471,5,6,6,4,7,7,1,4,13163,16697,18730,12182,22944,20490,342,12175
E01000472,4,4,8,6,8,5,1,2,12105,11149,23212,19631,26106,16042,560,3827
E01000473,4,4,5,3,9,5,1,3,10632,10960,15315,9801,26425,14053,846,8910
E01000474,4,5,6,3,9,8,1,5,12945,13554,17174,9283,27200,23259,714,15033
E01000475,5,5,6,6,9,8,1,4,13473,13267,19273,18822,28063,23209,97,12433
E01000476,5,6,7,3,10,4,1,3,14647,16687,22147,9107,29600,10748,2784,9031
E01000477,4,5,7,3,9,6,1,3,11703,14969,21110,8255,28680,18394,119,9135
E01000478,4,4,7,4,9,4,1,2,11562,12137,20258,12606,29362,10325,1049,4963
E01000479,6,5,6,8,10,5,2,4,18106,15423,18743,24645,29880,15247,4126,11988
E01000480,7,7,9,9,9,4,3,4,22429,21187,26490,28680,29115,10519,7228,11798
E01000481,3,3,4,8,8,5,1,3,9179,8890,10094,25132,23688,15466,77,8366
E01000482,2,2,2,6,4,4,1,5,6542,5057,6548,18177,10242,12959,944,13978
E01000483,2,2,3,4,6,4,1,4,6463,4860,7071,13038,16827,10406,894,11800
E01000484,2,2,2,4,6,6,1,4,4689,3425,4422,12166,18966,18826,38,9871
E01000485,3,2,4,5,3,4,1,6,8179,6361,12534,15535,8071,12570,899,19182
E01000486,6,6,7,8,10,4,1,6,18391,18553,22266,24479,30019,10489,1933,16434
E01000487,6,5,6,8,9,5,1,5,16441,13372,19366,24820,26816,15008,2067,14379
E01000488,4,4,5,6,8,2,1,4,11178,12067,16070,17531,23645,4977,1207,10608
E01000489,4,3,5,9,6,2,2,4,11883,8593,16155,26525,19237,3775,5379,10131
E01000490,4,4,5,7,7,2,1,3,11248,12488,15572,21604,20767,3685,1879,9158
E01000491,5,4,5,7,7,4,1,5,13387,12253,14470,22345,22609,9896,2265,13403
E01000492,7,6,7,10,9,4,3,3,20615,18642,22951,29888,26898,12522,7094,9440
E01000493,7,6,7,9,9,6,3,3,21822,19075,22092,29204,27387,16974,9725,9057
E01000494,5,4,6,9,7,5,1,5,14784,11288,18394,28540,19979,15934,1669,13858
E01000495,3,2,3,7,4,2,1,4,6848,5948,9319,22816,11357,3568,993,12247
E01000497,4,3,4,6,7,4,1,5,11593,9565,11533,18620,21493,11060,2541,14732
E01000498,3,3,4,3,7,2,1,3,6869,7545,10809,7502,21548,4791,827,8483
E01000499,3,3,5,4,7,4,1,4,9517,7471,13335,11167,21825,10942,1743,10075
E01000501,2,2,2,5,6,3,1,5,5656,3819,5834,16251,17871,8111,480,14267
E01000502,3,2,3,6,8,3,1,5,8665,5485,9325,19363,23375,6730,1921,14017
E01000503,3,3,3,6,8,2,1,4,8720,9074,8602,17886,23108,5123,1204,11816
E01000504,5,5,5,8,6,4,1,4,13251,13727,13590,23824,18600,12024,2343,10696
E01000505,5,4,5,7,9,4,1,5,14065,11975,16044,21114,26528,12714,1620,15112
E01000506,3,3,4,4,6,4,1,2,7823,7602,11354,11082,19542,10842,1274,4354
E01000507,4,4,5,7,9,3,1,5,12769,10628,14641,21656,26444,8333,1812,14980
E01000508,2,2,2,3,7,3,1,3,4930,4252,4710,8416,20284,8297,901,9063
E01000509,2,3,4,3,7,1,1,3,6199,8700,10769,8695,20109,643,1876,6828
E01000510,3,3,5,5,9,1,1,2,7979,8746,14004,13833,27268,1182,1552,6324
E01000511,3,3,4,5,6,1,1,2,7553,9629,12634,16116,18360,2245,1265,4086
E01000512,5,5,7,9,8,3,1,2,15315,15604,22566,26942,25240,7694,2696,5382
E01000513,6,6,9,5,9,6,2,3,18437,16451,27505,16212,26987,16706,4853,7833
E01000514,6,6,8,8,9,5,1,4,19311,19080,25468,23518,27310,16006,2332,11766
E01000515,3,3,4,6,8,2,1,5,9286,8510,13066,16545,23232,5923,476,14990
E01000516,5,5,6,6,8,4,2,3,14898,15553,19342,16778,23970,10621,3427,7950
E01000517,7,7,10,8,10,2,2,4,20424,22367,30076,24909,29977,5534,4904,10268
E01000518,4,4,5,6,7,2,1,4,10230,10166,14110,18010,21004,5493,1137,10908
E01000519,5,4,6,7,8,4,1,5,14037,11618,17804,22050,23849,12554,1502,14655
E01000520,5,5,6,6,7,4,1,5,13856,14584,17757,18990,20733,10628,1575,13201
E01000521,1,1,1,3,4,2,1,1,1713,1720,1871,7977,11785,3543,297,2819
E01000522,3,2,3,4,7,5,1,4,7331,5769,8532,12939,20173,14328,520,11029
E01000523,3,3,4,2,8,2,2,2,7193,7991,10092,6471,23631,4019,3410,5104
E01000524,1,1,2,3,5,1,1,2,3221,3081,3599,8272,14824,1935,2253,4618
E01000525,2,2,3,4,7,2,1,3,6401,5743,7448,10696,20962,3354,2869,7406
E01000526,2,1,1,4,5,3,1,5,3682,2236,2879,11876,14741,8986,739,14451
E01000527,2,3,3,4,6,2,1,3,6182,7683,6578,10142,16538,5191,1382,7175
E01000528,1,1,1,5,5,2,1,3,2844,2425,2794,14024,13531,3363,225,8134
E01000530,6,6,6,9,8,5,3,3,18359,16703,17570,28197,26052,13197,8132,7790
E01000531,4,3,4,7,7,5,1,3,10593,8043,10822,21313,20245,16348,2589,7054
E01000532,4,5,5,6,7,5,1,3,12698,13751,14587,17944,22669,15565,1333,8815
E01000533,2,2,2,4,4,1,1,2,4690,4949,5573,11549,12582,2257,2288,6085
E01000534,5,5,5,8,7,4,2,3,14890,13742,15269,24094,20371,12314,5140,8407
E01000535,3,4,4,6,6,1,2,1,8193,10277,12089,18811,18838,2803,3848,1668
E01000536,8,6,8,10,10,6,2,5,23043,19631,24025,30694,31510,17850,4964,15777
E01000538,8,7,9,10,10,7,2,4,25022,22121,28524,30888,30266,21614,6500,11599
E01000539,8,8,9,10,9,7,2,5,25260,24335,28789,29885,28409,20950,5331,14127
E01000540,8,7,7,10,9,7,2,5,23930,21595,22168,30349,28236,22652,6564,16088
E01000541,6,5,9,9,9,6,1,5,19152,15965,27308,27836,26892,16435,1831,13615
E01000543,5,4,6,7,7,3,1,4,13232,12505,17480,22084,22281,7752,1951,11087
E01000544,2,2,2,7,5,4,1,3,6429,4124,5996,20456,13550,12719,1590,9188
E01000545,3,3,4,7,6,1,1,2,7854,8895,11551,20236,18860,1605,2378,4557
E01000546,4,4,4,8,8,3,1,4,12520,10908,11887,24244,24165,9518,2994,10966
E01000547,4,4,5,7,6,3,1,3,12266,11106,15583,22256,17726,8354,3256,8646
E01000548,3,2,4,7,5,1,1,3,6791,6471,10360,22483,14146,1685,1397,8047
E01000549,6,5,5,9,8,5,2,3,16885,14947,16096,28226,25834,15155,5257,8161
E01000550,2,2,2,6,5,1,2,3,6026,4574,6063,18558,13786,2572,5043,7905
E01000551,2,1,1,5,5,5,1,4,3943,1627,2595,14034,16277,13268,2030,12050
E01000552,2,1,2,4,5,4,1,1,3375,1873,3731,11208,15798,11485,1581,2593
E01000553,3,3,4,5,5,3,1,3,8467,9764,11224,16231,13683,6589,1306,7556
E01000554,5,4,5,6,7,6,2,4,13528,10985,14776,17109,22795,17981,3329,10335
E01000555,6,6,7,9,9,3,2,4,17999,16716,21705,26893,28753,9209,4015,10253
E01000556,3,3,5,6,6,1,1,1,7082,9206,13283,16517,19547,1672,1351,2559
E01000557,4,4,4,8,5,4,1,4,11719,11453,12678,24693,14098,10080,2728,10575
E01000558,3,4,3,8,6,1,1,4,9694,10555,9625,25424,19491,2654,2851,10120
E01000559,4,4,5,9,6,4,1,4,12685,10907,15204,26347,16500,10173,2901,9939
E01000560,5,5,5,8,8,3,1,4,15170,16020,15775,25820,24133,9069,2850,10451
E01000561,4,4,4,9,6,3,1,5,10941,10083,11308,27405,16440,7070,1943,13557
E01000562,8,6,8,9,10,7,2,5,23487,17789,25690,29217,30956,20785,6342,15443
E01000563,8,8,9,10,9,4,4,5,25021,23565,26441,30944,27472,12794,10793,14177
E01000564,6,5,7,7,9,8,1,5,16724,14782,21092,20720,28447,23282,1037,14221
E01000565,4,3,4,6,7,5,1,5,11437,7858,11189,18249,22483,15425,2714,14814
E01000566,6,6,8,7,8,6,1,5,19130,18816,26020,22506,24662,17724,1991,13664
E01000567,5,5,6,8,7,5,1,5,15988,13207,18158,25000,22626,14285,2692,14159
E01000568,6,10,10,9,8,6,1,5,19684,30106,32186,29003,24501,17278,2,13999
E01000569,8,7,10,9,9,7,2,6,25177,19935,30088,28797,29095,20368,6337,17798
E01000570,4,5,5,6,8,5,1,5,11328,13513,13514,16613,24464,14870,128,14616
E01000571,4,4,5,7,8,2,2,4,12576,12761,13481,22777,24274,4794,3666,10105
E01000572,7,6,9,8,10,8,1,6,21873,17477,27123,25846,29892,25325,2495,17644
E01000573,7,6,9,8,9,5,2,5,20580,16562,26361,26014,27180,14632,4791,13372
E01000574,8,7,9,8,9,8,2,5,23631,22391,27653,25520,29172,23051,4213,13919
E01000575,6,6,9,8,10,4,1,2,16668,19387,26996,23435,29841,10052,1187,6297
E01000576,6,6,7,8,9,3,2,4,17462,16510,19750,24198,28508,9667,4025,11433
E01000577,3,2,3,5,8,7,1,3,6835,5283,8280,15415,23838,22709,15,6827
E01000578,3,3,3,7,7,2,1,4,8553,7792,8766,20608,20625,5116,1293,12703
E01000579,3,3,3,8,6,3,1,2,8541,8820,9665,25090,16701,9107,1696,3328
E01000580,5,4,5,9,9,2,3,3,14258,11881,14416,27707,27206,3830,9070,9459
E01000581,6,5,7,9,10,3,3,2,18404,15501,21339,29206,30425,9793,7820,6270
E01000582,6,6,8,9,9,4,3,2,19625,18418,24475,28553,28018,10315,9421,4847
E01000583,5,5,5,9,8,3,2,2,13321,15559,14049,29255,24949,7418,3620,3813
E01000584,6,6,6,8,8,6,3,3,19420,17244,18509,25615,24830,18066,8928,8774
E01000585,7,5,7,9,8,5,2,4,19713,16329,22605,27682,23134,16219,6030,11478
E01000586,5,5,5,8,8,4,1,3,13162,13153,14488,23127,26038,10955,2076,7285
E01000587,6,5,8,6,8,7,2,5,18908,15220,24060,16665,26220,19781,4848,14202
E01000588,4,3,4,5,8,3,1,4,10086,7873,11356,15943,24265,7862,2088,12812
E01000589,5,5,6,6,8,5,1,5,15004,14362,16935,17356,25083,14517,1915,15394
E01000590,5,4,5,8,6,5,2,5,15271,11879,15707,24468,18279,16134,4628,13536
E01000591,5,6,7,6,8,2,1,3,13852,16995,22156,19655,25158,5682,1061,9457
E01000592,5,5,6,7,7,3,1,5,13808,13225,17233,20219,19960,7237,2853,14840
E01000593,5,4,6,7,8,6,1,6,14685,11207,16945,21299,25860,18275,1484,16573
E01000594,6,5,9,7,10,4,1,3,16924,15550,27478,21251,31050,12897,1255,9783
E01000595,1,2,2,3,3,3,1,2,2994,4346,3697,6793,7821,7422,71,6497
E01000596,1,1,2,3,5,1,1,3,2747,3083,3934,6889,15057,3174,19,6583
E01000599,1,1,1,5,3,2,1,2,1969,1254,2412,15571,7318,4130,199,5513
E01000600,2,3,3,4,4,3,1,2,5250,8680,7205,10201,10999,7733,41,5910
E01000601,1,1,1,2,2,1,1,5,1192,906,2016,6342,6133,1193,62,15087
E01000602,2,2,2,4,7,2,1,5,4335,3903,4577,11274,20883,5430,3,14105
E01000603,2,1,2,4,7,4,1,4,4557,3205,5067,11375,20131,9873,181,9908
E01000604,2,1,2,4,5,3,1,4,3443,2555,4079,10919,14436,6886,1,13097
E01000605,1,1,2,3,5,2,1,3,2954,3120,3410,8261,15560,3617,48,8753
E01000606,5,5,6,7,9,5,1,3,14627,13733,17546,21201,27656,13148,2204,8220
E01000607,5,5,7,7,9,7,1,5,15403,14715,21148,22610,28504,20258,303,14295
E01000608,4,4,7,7,8,3,1,3,12668,12833,22021,22086,23514,8464,712,7477
E01000609,5,5,7,6,8,4,1,4,13560,13567,20082,18215,25085,11412,783,12111
E01000610,4,4,5,6,7,3,1,6,10807,11814,15164,17312,22177,8890,195,16471
E01000611,4,4,5,6,6,4,1,3,11357,12896,15083,18687,18045,11889,818,9134
E01000612,4,3,6,7,7,4,1,5,12061,9461,18579,20434,19754,11648,861,14684
E01000613,4,4,5,6,8,7,1,4,10614,10146,14188,19686,23619,20469,34,10601
E01000615,5,5,7,6,8,6,1,6,14567,16000,22068,19267,25614,18198,26,17857
E01000616,4,5,6,7,9,3,1,2,13069,15303,19238,21584,26345,8414,907,6505
E01000617,4,4,6,6,7,1,1,4,11317,12801,17518,17906,22280,3259,1496,10904
E01000618,4,4,5,5,8,5,1,4,12895,11831,14522,15524,25016,13176,2070,12893
E01000619,5,4,6,5,8,5,1,6,14873,11786,18060,16287,24782,16420,2218,17357
E01000620,5,5,6,5,10,6,1,3,13624,13900,17564,14440,29618,18249,1264,7992
E01000621,4,4,6,5,4,6,1,3,10660,12761,18319,13167,11844,17460,865,6793
E01000622,3,4,6,4,7,2,1,3,7963,11502,16605,12160,20292,3821,16,6850
E01000623,6,5,8,6,8,7,2,3,17826,16270,23544,19583,25067,20746,3612,7856
E01000624,5,4,6,5,8,7,1,5,15459,12802,18191,16383,25567,21261,2231,14201
E01000625,4,4,6,6,8,5,1,5,12420,11265,17235,17448,24224,14967,595,13871
E01000626,2,1,2,3,4,1,1,5,3361,3122,5207,8676,12480,2771,76,13902
E01000627,2,3,3,3,6,1,1,2,4522,6694,8651,8998,18162,2009,99,4074
E01000628,2,3,3,4,5,2,1,2,6391,7808,9574,12343,16366,5444,464,5562
E01000629,6,6,7,5,9,6,2,5,18148,18534,21548,13888,26803,16802,4270,13292
E01000630,3,4,4,5,7,2,1,5,8671,10098,11344,15675,21993,6115,184,13633
E01000631,6,6,8,6,10,5,1,3,17121,17299,25952,16628,30560,15674,1695,9125
