lsoa_code,IMD_decile,Income_decile,Employment_decile,Education_decile,Health_decile,Crime_decile,Housing_and_Access_decile,Environment_decile,IMD_rank,Income_rank,Employment_rank,Education_rank,Health_rank,Crime_rank,Housing_and_Access_rank,Environment_rank
E01032471,1,1,1,1,1,1,3,8,148,138,281,11,2044,537,9828,23642
E01032472,5,9,8,7,8,6,1,1,14271,28273,25927,22894,25017,18839,320,898
E01032473,4,5,4,5,8,9,1,1,11813,15314,12551,14049,23666,27177,2119,2610
E01032474,2,2,2,3,3,1,5,1,4139,4849,5980,7587,6716,2388,15350,1330
E01032475,5,6,6,4,8,2,9,1,15183,18584,18263,11796,23496,4804,28221,3150
E01032476,6,6,6,6,6,5,9,2,16981,16732,16709,16784,19117,13683,27979,4078
E01032477,9,9,8,7,7,6,6,9,26892,27175,25618,20514,20578,17052,16568,29382
E01032478,3,3,3,2,4,3,6,4,8446,8721,6825,5450,11710,8724,18211,12290
E01032479,4,5,4,6,6,3,3,3,12884,14087,11871,17891,18590,8726,7658,7675
E01032480,6,7,6,6,9,4,2,4,18113,22031,17412,18521,26479,12968,4073,13044
E01032481,2,3,2,2,3,4,1,1,4468,7224,5602,6295,8317,12867,956,2735
E01032482,9,8,8,8,8,6,8,5,26972,24816,24501,25033,25176,17833,24389,15290
E01032483,3,3,2,3,2,2,6,10,7740,7273,5467,9638,5648,5912,17165,30249
E01032484,3,3,3,3,3,2,7,9,9278,9142,8805,9798,6812,3574,19788,26374
E01032485,8,9,9,10,7,7,2,3,24084,29345,29417,31454,22554,21302,5173,7007
E01032486,10,10,10,10,7,9,10,8,32389,31933,30116,31976,22172,29132,32159,25484
E01032487,2,2,2,1,2,2,9,5,4132,3831,3683,3100,4099,4735,28272,15861
E01032488,8,7,7,9,7,6,7,8,25674,22125,20426,27001,21713,17632,21509,24811
E01032489,4,5,5,6,4,2,9,1,10507,14053,16162,17480,9866,3645,28173,763
E01032490,8,10,9,8,6,4,4,5,23756,30413,26417,25100,16704,11215,11209,14346
E01032491,8,9,8,7,8,6,3,7,26209,29392,26186,22837,23883,19569,8753,20265
E01032492,2,2,2,2,2,3,8,1,4332,5738,5246,4526,5491,7656,26109,770
E01032493,6,7,6,6,4,4,6,3,17867,22204,18688,18187,12564,12027,18145,7220
E01032494,1,1,2,2,2,1,9,2,3230,2922,3630,4743,5656,1585,28133,4709
E01032495,6,6,7,5,7,3,4,7,18642,17512,21477,15936,20915,7761,10589,20484
E01032496,8,7,8,6,6,6,9,4,23733,21057,24485,19554,18039,19525,27130,12845
E01032497,1,2,2,1,2,1,6,2,2517,3558,3936,2779,4950,178,16617,6460
E01032498,3,4,3,2,4,1,10,3,8077,11918,8169,6329,11760,839,31207,9513
E01032499,5,7,6,6,5,1,6,4,14276,21483,16964,17678,14379,1007,17132,12241
E01032500,1,2,2,2,1,1,7,1,2248,4105,4771,3831,3196,872,22381,150
E01032501,8,8,8,9,6,5,6,7,25561,24837,23813,26340,17997,15616,18520,21976
E01032502,2,2,2,3,3,2,2,3,5044,5274,4411,8621,7909,4408,6462,9544
E01032503,8,10,9,9,9,7,3,3,25993,31711,29478,28867,27625,22371,6921,7188
E01032504,10,10,10,10,9,7,7,7,31839,32402,30827,31706,28939,22000,21760,20420
E01032505,2,2,2,4,2,2,1,4,4319,5211,4050,11694,5000,4582,2611,10873
E01032506,2,2,2,3,1,4,9,1,3462,4907,4835,8228,709,10812,28447,970
E01032507,4,4,4,6,2,7,9,1,10594,11587,12393,17219,6115,22120,27779,912
E01032508,1,1,1,2,1,2,8,1,1071,1719,1364,3890,734,4727,26031,395
E01032509,1,1,1,2,1,1,9,1,974,1098,1694,4689,1421,2586,28528,88
E01032510,2,2,2,3,1,3,7,1,4149,5140,4578,8957,1889,7056,21653,2674
E01032511,2,2,2,2,1,7,2,4,3367,4620,3590,4015,1339,21370,4547,10313
E01032512,2,1,1,5,4,3,4,2,3326,1572,1830,14301,9990,8155,10290,5383
E01032513,2,1,2,5,5,3,3,2,5605,2717,4972,13287,13659,9268,8810,6342
E01032514,1,1,1,1,1,1,4,8,182,375,505,23,735,334,12427,23947
E01032515,1,1,1,1,2,1,5,7,1665,2811,2013,106,3484,1441,16016,22383
E01032516,5,5,6,6,7,1,3,9,14374,15673,16922,19314,22357,1058,7809,26975
E01032517,2,2,3,2,2,2,4,6,6292,6083,7930,4563,6182,3995,12521,19360
E01032518,1,1,1,1,1,2,2,6,1660,1654,1503,2150,2734,4757,4927,17140
E01032519,6,6,6,6,5,3,6,4,17770,19601,19162,17491,15269,7344,19055,10915
E01032520,9,10,10,8,7,5,6,3,27218,32761,32678,26242,20854,13897,16875,9613
E01032522,7,10,10,10,8,4,2,1,19832,32426,32352,30809,25639,12659,4259,935
E01032523,5,8,9,2,7,10,1,4,15256,25629,28324,5740,22893,30792,232,12003
E01032524,3,4,6,3,5,4,1,4,9381,12772,17081,7586,15182,11332,263,12883
E01032525,6,8,9,3,9,7,1,3,17060,25638,28891,8915,27198,20677,990,8717
E01032526,4,7,8,4,7,8,1,1,12141,21046,23484,11149,21807,25980,321,1824
E01032527,3,3,3,3,3,3,6,4,8757,7641,9052,6872,9321,8697,16424,12906
E01032528,3,2,2,4,3,5,3,5,7175,5422,6273,10147,7476,13604,7408,15917
E01032529,4,5,6,3,4,8,5,1,12453,13812,16827,8520,13002,24918,16375,1906
E01032530,6,5,6,6,6,8,7,2,17445,15685,16610,17153,18452,24345,22801,4320
E01032531,1,1,1,1,1,5,2,4,1981,1939,2431,1811,1125,14346,6335,13074
E01032532,8,7,7,6,6,5,7,6,23533,21549,22911,18668,19411,16393,21275,19196
E01032533,9,9,8,10,9,10,1,9,26824,28204,26207,31127,26460,31803,2631,28822
E01032534,4,3,3,4,3,7,5,4,10504,9274,6949,13066,9290,20946,14614,12810
E01032535,7,8,9,8,4,6,8,2,22898,25685,27294,25696,11595,18642,24444,6230
E01032536,3,4,3,5,4,4,1,4,9501,10927,9746,15788,10036,12984,2366,10432
E01032537,4,4,4,3,5,6,5,4,12303,10756,11289,9594,14720,17198,14477,10711
E01032538,2,2,2,2,4,4,6,1,5452,5043,5758,4382,9975,10271,17110,3126
E01032540,3,2,2,5,2,1,7,10,7080,5239,5959,13993,5058,2728,20264,31787
E01032541,2,2,1,4,2,2,6,10,5232,4395,2568,11124,5048,3752,19546,32077
E01032542,1,1,2,1,1,3,9,10,2832,2436,3757,1356,690,9104,27813,31954
E01032543,1,1,1,1,1,3,7,10,801,712,659,155,970,8732,20575,32219
E01032544,3,4,3,5,1,6,4,10,9581,11279,8840,13806,1288,18977,12616,32825
E01032545,4,3,3,4,3,4,10,9,12125,9843,8828,10185,9728,10693,30519,26323
E01032546,9,9,8,8,5,7,6,10,27431,27023,25164,24476,15583,21031,18524,32412
E01032548,10,10,8,10,7,10,9,10,31547,29634,25315,31760,20174,30581,27758,32769
E01032549,10,10,9,10,8,10,6,10,31606,30386,27446,31794,23696,30234,17778,32750
E01032550,3,3,3,2,2,2,9,8,7954,8356,7422,6093,6092,3310,29142,23139
E01032551,5,5,4,5,4,6,9,8,16205,14194,10468,16317,10927,16780,29138,23042
E01032552,3,3,3,3,2,6,4,10,8985,9014,6861,9706,3979,18949,9993,31237
E01032553,4,6,4,7,3,1,6,8,12878,18082,11783,21543,8140,1366,17687,24987
E01032554,10,10,10,10,10,9,4,7,31217,30066,31046,32812,31623,28775,11423,20886
E01032555,4,4,5,6,6,7,1,4,12465,10216,14289,19606,18522,19808,2232,9969
E01032556,5,6,5,6,3,1,10,3,13566,16961,15932,17371,9515,2108,32648,8812
E01032557,1,1,1,1,1,1,8,7,784,417,866,1019,1863,1329,24616,22551
E01032558,1,1,1,1,1,2,8,5,1801,1228,2654,921,1245,6312,25715,15959
E01032559,4,4,4,3,3,2,8,7,11747,11850,11949,9318,8653,5192,24598,21542
E01032560,5,5,5,7,4,3,3,10,15609,15798,13774,20415,10671,9432,8299,30912
E01032561,1,1,1,1,1,4,8,10,1935,893,1084,1576,2718,11663,25908,29838
E01032562,3,2,2,3,7,4,2,4,6897,4592,5387,9327,20031,10429,5597,11058
E01032563,8,9,9,9,9,3,5,5,25895,28187,29266,29185,27288,6981,13877,15325
E01032564,2,1,2,4,3,3,1,3,4245,3048,4310,10431,9078,9369,2428,7547
E01032565,2,2,2,3,3,4,1,3,5131,5399,6458,9462,9811,11002,786,6722
E01032566,4,3,3,4,7,2,3,5,10669,9029,9681,11266,22095,5959,9230,13553
E01032567,5,5,5,6,6,4,3,3,15449,15306,15531,19560,17737,11510,8199,9747
E01032568,4,3,4,4,7,4,3,4,10457,7613,10755,10349,19799,10803,7039,12757
E01032569,1,1,2,2,3,3,1,5,3024,2834,4011,5917,8815,7189,96,15332
E01032570,7,5,5,7,10,8,5,9,21598,14177,16207,19961,29629,24351,14017,27009
E01032571,7,8,9,8,10,2,3,5,22407,25382,29015,24029,31526,4885,7368,14310
E01032572,6,5,8,9,7,2,3,4,17645,15987,23142,26407,19955,5387,8981,11205
E01032573,7,7,9,9,9,4,4,2,22713,22935,28332,28602,28448,11892,11917,5098
E01032574,3,3,4,3,6,2,1,3,7300,8102,12173,9467,16573,6448,561,9103
E01032575,2,2,2,3,5,2,1,4,4997,3898,6010,7862,14538,3433,3215,10201
E01032576,9,7,9,10,10,8,4,6,27758,21752,28874,29584,31223,25216,11282,16747
E01032577,8,7,9,6,9,6,5,5,24122,21039,26948,18284,26494,17087,15561,14949
E01032579,2,2,3,6,3,1,1,3,5514,5654,7117,16663,8555,2262,2058,9844
E01032580,2,3,3,4,3,2,1,4,6215,7241,8299,12054,8769,4470,1267,12013
E01032581,3,3,4,4,7,2,2,4,9264,7378,10098,12362,22040,5074,5280,10949
E01032582,3,4,5,7,3,5,2,1,8211,10027,15654,20284,9147,16267,5425,1
E01032583,3,3,3,9,3,6,2,1,7940,6972,7787,26674,8763,19387,3295,3205
E01032584,3,3,3,9,3,4,2,2,8963,9403,8618,26485,9182,11872,4109,4298
E01032585,8,9,10,7,6,8,3,8,26068,27957,29730,19928,18070,25075,7561,26067
E01032586,5,4,4,3,6,7,10,8,15902,12689,10660,8564,17053,20657,32181,23759
E01032587,3,3,3,3,4,4,6,6,9643,7855,7821,8070,10445,12003,17826,16909
E01032588,7,8,7,5,5,3,8,4,19946,24361,21227,13423,15386,9247,24682,12726
E01032589,5,6,6,6,3,3,3,3,13222,17208,17237,17098,8293,7670,9050,7719
E01032590,6,7,6,7,6,2,5,4,18232,20796,18498,22493,18509,5152,15603,11632
E01032591,6,6,5,6,6,7,4,6,19701,17706,16284,19646,18454,22924,12489,16616
E01032592,4,4,5,4,5,3,5,2,11808,10316,13501,12965,13292,9829,15584,6552
E01032593,9,10,8,10,5,9,7,10,29410,29986,24778,30323,15641,26731,20078,30303
E01032594,8,7,6,9,4,9,10,10,25342,21232,18947,28405,10467,29158,31597,31817
E01032595,1,1,1,2,1,1,4,4,2122,2572,1580,5606,2690,1468,11292,10439
E01032596,7,8,6,6,7,9,8,2,21675,23505,19079,17440,22941,27285,24882,4772
E01032597,1,1,1,1,1,4,6,5,2913,2950,2318,1828,2232,12444,18836,15740
E01032598,8,7,8,6,10,5,8,10,26117,20217,23354,19382,30656,13788,23197,30292
E01032599,8,7,7,8,6,4,8,6,23068,21073,21706,23228,18598,10727,25088,18860
E01032600,8,8,7,5,6,7,8,6,23481,23885,20602,16016,16485,20980,25851,19161
E01032601,9,8,9,6,8,9,6,9,28340,24360,27323,18716,26082,26674,18063,27053
E01032602,2,1,2,1,2,3,8,6,3475,2857,3729,1013,4147,9305,25191,18636
E01032603,5,6,4,3,5,2,10,8,16151,18162,13041,9567,15055,6132,31456,24745
E01032604,9,9,8,8,8,6,7,3,26514,28341,25801,24588,24731,19445,22632,8515
E01032605,8,8,9,6,7,6,5,5,24216,25622,26640,17518,19961,19318,15034,14501
E01032606,2,4,3,3,2,2,8,1,6308,9889,6811,8881,5583,3326,23171,2373
E01032607,2,2,3,4,2,1,8,1,3732,5252,8070,10635,3423,228,24740,1052
E01032608,2,3,3,4,3,1,8,1,4435,7297,7402,12491,8159,463,25062,73
E01032609,9,7,7,7,8,10,7,10,27637,20492,22802,20967,25559,29594,22716,30591
E01032610,10,10,9,9,10,10,7,10,32255,29883,29454,26478,31973,30990,20861,31307
E01032611,9,10,10,9,10,10,2,7,29194,32166,32491,27496,32003,30873,3720,22022
E01032612,6,7,7,3,7,5,5,3,17991,20117,21820,9610,20857,16123,16413,6624
E01032613,4,4,4,4,4,5,3,5,11796,12708,9864,12973,10031,15650,8034,15466
E01032614,10,9,8,7,8,10,7,10,29631,26285,24019,22360,24212,31595,22100,31483
E01032615,9,10,7,6,9,10,4,6,26333,29740,22478,16882,27078,30296,12925,16945
E01032616,10,10,10,8,10,9,9,7,32045,32240,30679,24127,30745,28134,26902,20956
E01032617,9,8,8,6,8,10,9,9,28988,25864,24068,19157,23915,30124,26461,27868
E01032618,7,6,6,4,8,4,10,9,21451,17492,19424,12143,24713,10581,29628,28725
E01032619,6,6,6,6,8,3,5,6,19689,17856,18803,16436,25257,9126,15985,18376
E01032620,7,9,9,8,10,7,1,3,21775,28213,29017,23482,31301,21420,1482,8741
E01032621,1,2,1,2,1,3,7,4,2942,4340,1320,4426,1535,8545,22669,13034
E01032622,8,8,6,8,8,4,4,9,23779,23717,19437,24485,23523,12280,12772,28331
E01032623,10,10,10,10,10,10,5,8,32359,30523,32297,32195,32289,30339,16406,25273
E01032624,10,10,10,10,10,9,4,9,31972,31635,32014,31590,32605,29067,11152,26931
E01032625,8,8,7,8,9,10,3,7,25482,25325,20977,23594,26878,30059,7870,21968
E01032626,10,10,9,10,8,10,8,10,32094,30477,27277,30144,25934,30380,25479,29825
E01032627,3,3,3,4,4,3,5,7,9271,8087,6752,11262,10666,6835,15099,20218
E01032628,7,8,9,9,10,10,2,1,20064,23738,27139,26367,30182,30856,3964,1717
E01032629,4,5,6,6,8,3,1,1,11527,16034,18167,19188,24166,7886,2409,1316
E01032630,8,6,8,5,9,7,10,4,23816,17868,24805,15377,28702,21674,30753,10934
E01032631,6,7,8,4,7,7,2,7,19204,20136,25098,10140,20897,21385,4771,19985
E01032632,6,8,7,6,6,5,3,3,19326,25136,22510,18957,17609,16372,7104,7350
E01032633,4,5,4,4,5,2,3,3,10217,15579,10211,10394,14058,3459,8167,8941
E01032634,10,9,8,9,7,9,9,7,29800,28518,25788,26427,21414,26958,26777,21106
E01032635,3,3,2,2,3,6,5,9,7482,7217,4675,3879,7683,19395,15839,26482
E01032636,6,6,4,5,6,8,9,6,18357,16756,10821,14189,17821,24707,29180,17680
E01032637,8,10,10,10,7,9,3,1,24490,32815,32831,30985,20339,28714,8378,2430
E01032638,10,10,10,10,9,9,5,3,29878,32103,32796,30562,26505,29251,14849,8906
E01032639,4,6,8,8,4,3,1,1,12228,17962,26193,23309,12750,9603,2182,1104
E01032640,8,10,10,10,9,8,5,1,24817,32711,32826,30493,27756,25501,14497,995
E01032641,7,5,4,6,8,9,9,8,21657,16256,11455,19328,25899,26311,28970,26166
E01032642,8,7,7,7,8,9,4,8,25026,21420,20139,21262,25737,28373,12845,25108
E01032643,8,7,7,7,5,10,6,5,23347,22129,22657,21154,14691,30199,16476,14802
E01032644,4,3,3,6,2,7,7,8,11222,9039,8337,18544,3527,21252,20783,24784
E01032645,4,3,2,7,3,3,8,7,10392,9321,5032,22185,7446,8304,25409,21583
E01032646,7,7,9,9,6,6,2,2,19949,21242,28256,28158,17469,16938,5749,5686
E01032647,9,9,10,9,7,6,4,10,28560,29547,29943,26353,20783,18013,10154,32764
E01032648,3,2,2,4,2,2,6,10,6585,4957,4837,10623,4435,6225,16806,32639
E01032649,3,3,3,4,1,3,6,10,8536,7484,9090,11519,2328,8663,17611,32655
E01032650,2,2,1,2,1,4,8,10,3741,3553,2596,4279,1063,12309,23623,31413
E01032651,9,9,9,8,5,8,6,8,27215,27983,26904,23992,13962,24923,16799,26031
E01032652,6,5,5,5,5,4,6,8,17466,15962,14592,15411,14025,11666,18691,26154
E01032653,5,4,5,3,5,5,6,8,15103,12818,15181,7265,15141,15582,17544,23547
E01032654,5,4,4,4,6,2,6,10,14223,12678,12587,10716,19292,4524,17937,31404
E01032655,9,8,9,7,8,6,9,9,28656,24151,28663,20375,23267,17998,29353,26821
E01032656,6,6,6,4,6,6,9,6,19450,17530,16852,12213,17492,17659,28866,16739
E01032657,5,6,7,2,5,4,5,4,14499,17545,20412,5139,15004,10381,13504,12513
E01032658,2,2,2,3,1,3,4,5,3793,3285,4528,8919,1088,7329,11743,14025
E01032659,2,2,2,3,2,3,5,7,5194,4727,3865,7143,3988,7259,14140,20018
E01032660,5,6,6,4,4,4,5,10,16257,16639,18240,10248,11028,10138,13194,29661
E01032661,6,5,7,6,7,5,4,6,19394,15217,21190,17328,20300,15790,10926,18908
E01032662,2,2,2,2,2,1,5,7,4960,4486,5561,6562,3377,3077,14200,22186
E01032663,7,6,7,5,8,8,2,10,20076,17297,20414,13656,23061,26119,5356,29591
E01032664,8,7,6,9,6,7,7,6,24180,22772,18032,27626,16587,22868,22946,18349
E01032665,8,6,7,9,7,7,8,5,24634,19033,22314,26568,22674,20519,23186,14856
E01032666,6,6,5,5,7,4,7,8,18888,16681,15135,14576,20197,11575,21239,24593
E01032667,7,5,7,5,6,7,6,10,21221,14856,20323,16403,17296,22672,17711,29575
E01032668,7,5,7,5,8,9,6,10,22509,14339,20649,13807,24643,28121,18220,31874
E01032669,7,6,10,4,7,8,2,10,21204,18660,29624,12026,21178,24481,4063,30476
E01032670,6,4,5,5,5,4,4,10,16666,11858,16156,16142,15814,12841,11724,31319
E01032671,6,5,5,4,8,8,5,10,19518,16146,15483,10946,23724,23967,13239,31084
E01032672,8,8,8,6,8,6,4,10,25803,23957,24963,17943,25061,19288,12725,29681
E01032673,4,3,4,4,2,6,8,10,10701,7507,10579,10859,3529,19120,23121,31052
E01032674,10,10,10,8,10,9,4,9,31060,29951,30138,25741,31376,27409,12737,28627
E01032675,10,10,10,9,10,10,6,10,32428,31081,31495,28844,30470,30259,17961,31980
E01032676,10,10,10,7,9,8,7,10,31642,29723,31715,22714,29093,24681,21337,30814
E01032677,6,4,5,7,3,8,9,10,18553,11254,16153,22476,7891,25396,29315,30913
E01032678,10,10,10,9,10,7,9,10,32697,32556,32640,29212,30669,22083,28099,31692
E01032679,8,8,8,5,7,5,3,10,23523,24862,25158,15021,21216,14406,9786,31715
E01032680,7,9,8,9,9,8,1,3,22150,28375,24158,27301,28157,23490,2776,7923
E01032681,8,6,8,9,7,4,10,8,26103,19140,25878,27154,21837,11249,30306,25194
E01032682,8,7,7,8,7,7,5,10,25736,22173,22084,24679,21737,19989,14545,30859
E01032683,9,7,8,8,9,9,10,4,27184,21127,23584,23597,28937,28342,30755,11924
E01032684,4,5,7,6,1,1,4,5,11396,15592,22401,17543,3044,2102,11561,15314
E01032685,10,10,10,10,6,7,9,5,30442,32671,32703,29840,19487,19903,29289,13612
E01032686,6,10,10,4,4,5,4,1,17648,31869,32647,12246,10000,16111,11868,1682
E01032687,6,9,9,10,3,3,6,2,19277,27486,28058,30268,8666,8364,17695,3586
E01032688,8,9,7,7,7,9,3,9,25933,26348,22786,21958,22800,27073,8509,28003
E01032689,8,7,7,8,9,10,3,10,26092,21320,21672,24335,27209,30498,8886,31662
E01032690,8,7,6,7,8,10,6,9,25348,19787,19170,20406,25212,32149,17945,26791
E01032691,6,6,5,4,6,8,9,6,19640,16505,15112,11205,18955,24435,29501,19687
E01032692,6,5,6,5,4,10,3,10,18382,15555,18049,15073,11775,29847,7893,31686
E01032693,8,7,7,5,8,7,5,10,24182,21370,22604,13685,23081,22974,16031,30234
E01032694,8,6,7,7,7,9,6,9,24542,16903,21741,20427,22278,29151,18745,26556
E01032695,9,9,9,6,8,8,3,8,26676,28412,26755,18153,23445,24870,9514,25680
E01032696,7,9,9,5,10,9,3,1,21304,27800,29456,15508,30206,27656,8437,1963
E01032697,6,5,6,2,6,6,7,10,16520,14035,17736,4055,18068,19181,22781,30587
E01032698,5,5,6,1,5,6,5,8,13367,13248,16726,3137,13448,17452,15094,24614
E01032699,8,8,9,7,9,10,2,7,25572,24241,26566,21714,28132,31516,5235,21052
E01032700,10,10,10,8,7,8,9,10,32072,31474,32657,24175,22644,26075,27927,31369
E01032701,8,9,9,6,7,6,4,10,25819,26467,28516,17210,20412,19507,10205,29860
E01032702,9,9,9,7,6,6,5,10,27186,26528,29504,22540,16837,18016,14662,30978
E01032703,9,9,9,7,7,7,7,10,29286,28751,27273,22591,20524,21502,21245,30882
E01032704,8,6,9,7,6,7,5,10,25274,19312,27213,21283,17333,21322,16409,31531
E01032705,8,8,8,6,6,8,2,10,23702,25303,25951,17970,17924,23065,5674,31747
E01032706,9,8,9,10,7,8,7,6,29036,25958,27637,30350,22265,24378,22446,16707
E01032707,10,10,10,10,8,6,5,9,30151,30457,30459,31213,24476,16505,14965,26603
E01032708,7,7,10,7,7,8,1,5,21196,21870,30251,22308,20878,24364,2276,13847
E01032709,8,8,9,5,9,8,2,10,25283,24313,29189,15527,26741,23569,5838,31822
E01032710,9,10,10,8,8,4,5,10,28892,31234,31012,23184,24361,11144,15659,30688
E01032711,9,8,10,7,6,6,7,10,28424,26199,31053,21080,18941,17292,20584,31037
E01032712,9,7,9,6,8,6,6,10,26719,20856,28065,17949,25760,19153,16982,31922
E01032713,9,9,10,7,6,7,5,10,28472,29384,30443,21670,18671,20024,14123,31076
E01032714,4,5,4,6,4,1,7,1,10472,14070,12936,18946,10073,2037,21091,3222
E01032715,4,5,5,7,2,1,10,2,11600,13467,15741,21570,5434,3112,30144,5310
E01032716,6,6,6,3,5,7,9,3,17530,19388,19420,7558,15943,21181,28401,6971
E01032717,7,8,8,5,9,7,2,3,20524,24005,25031,13264,29555,22947,5374,8074
E01032719,4,4,5,7,6,4,1,2,10176,10285,14579,21271,16965,11984,1604,3402
E01032720,1,1,3,6,2,1,1,1,2298,2863,6979,18323,4676,458,2430,110
E01032722,2,3,3,7,3,1,2,1,5242,7429,9626,19737,9608,1004,5456,565
E01032724,5,5,5,2,5,6,2,9,14268,15747,15507,6197,15293,19336,5079,29285
E01032725,9,8,10,6,10,9,2,10,27447,25521,31810,19115,31941,26417,4680,32384
E01032726,5,4,5,2,8,9,4,10,15423,11726,15413,4132,25098,28169,11297,30047
E01032727,10,10,10,10,10,10,2,10,29662,30585,30779,30139,31720,31965,3432,31595
E01032728,6,5,7,3,6,8,3,10,19245,16378,20156,9692,18543,25387,9637,30931
E01032729,3,4,5,5,3,3,1,3,8468,11354,13480,13545,7171,8571,1352,8401
E01032730,3,4,4,8,1,3,1,2,7070,10800,12076,24650,3038,7171,977,5974
E01032731,4,5,6,7,4,5,1,5,12593,13803,17154,22285,11599,14155,1015,14529
E01032732,4,4,6,4,4,2,3,3,11500,12529,17688,12952,12362,4928,6913,8392
E01032733,4,4,6,5,3,5,2,4,11966,11675,17123,13414,7892,15164,6243,9869
E01032734,6,6,7,5,8,5,3,3,17240,16948,19807,15801,23040,14696,8658,7656
E01032735,9,9,7,9,9,7,4,9,27281,27281,21626,27811,26376,20194,10847,29393
E01032737,7,7,6,7,6,5,4,9,20491,20277,17834,20505,17332,14460,10122,27452
E01032738,3,4,6,4,2,1,6,1,8181,12987,19023,10575,4881,1456,18988,1845
E01032739,7,10,10,10,8,10,1,1,20391,32638,32727,31135,25654,31947,837,2040
E01032740,6,10,9,10,7,10,1,1,18089,31774,29443,30578,21520,32292,3054,130
E01032741,5,6,8,6,8,2,3,2,15465,19102,24041,17033,23630,3831,6621,5569
E01032742,5,4,4,6,7,3,6,6,15714,12838,12710,18933,20045,7795,16539,17751
E01032743,3,3,3,6,6,5,1,5,9353,7421,9824,19086,18897,14736,655,16234
E01032744,2,2,4,5,3,1,1,4,6338,6557,10391,14469,7090,3113,2005,10345
E01032745,4,5,8,3,2,3,5,4,12917,14515,23097,9396,4934,9662,16232,10529
E01032746,7,10,10,8,4,3,6,3,22551,30841,31503,25150,11041,8056,19069,7937
E01032748,7,9,10,7,6,3,7,3,22798,28745,31318,21676,16542,8672,19825,6569
E01032750,2,3,3,2,2,1,5,1,4628,8675,8296,3862,3649,2658,13569,2244
E01032751,3,3,3,4,2,3,5,3,7870,9130,8957,11756,3440,6900,13942,9845
E01032753,9,10,10,10,9,7,6,3,29394,31798,32278,32525,28834,21088,18621,6872
E01032755,1,1,1,2,1,1,5,1,388,970,386,4327,845,49,16397,2976
E01032756,6,7,9,3,4,4,7,4,17338,19840,26791,8182,10903,12028,20476,10479
E01032758,9,7,7,8,10,9,8,10,29014,20935,22516,24727,31324,27835,23002,32006
E01032759,10,9,9,8,10,8,8,9,30950,27174,27721,25719,29859,23893,23279,28638
E01032761,10,10,10,10,10,9,8,9,32798,32468,32536,32431,32787,27142,24811,28936
E01032763,10,10,9,10,10,9,4,10,31829,30225,29206,31259,32690,28379,12285,32036
E01032764,4,5,7,8,4,2,1,3,12594,13422,21514,25596,11712,5234,2752,8420
E01032765,3,2,3,5,4,5,2,5,8918,6127,9640,13600,10509,15257,4582,13719
E01032766,5,4,9,6,7,4,2,2,14542,12899,26345,18841,19731,11632,4517,3772
E01032767,7,8,10,8,7,9,3,1,22328,26253,32387,23989,21197,27013,8817,2504
E01032768,7,10,10,10,7,3,2,2,21107,31644,32573,31916,21887,8510,4975,3296
E01032769,5,5,9,9,7,1,4,2,16124,15268,26766,27217,19811,3127,9968,5546
E01032770,6,4,7,9,5,5,3,5,17320,12243,22131,27591,14239,16021,6803,13962
E01032771,7,5,8,7,8,10,2,5,20860,15080,23146,22803,24384,32770,5006,15752
E01032772,4,3,5,8,3,4,2,3,11466,9542,16023,25528,9637,10497,3924,8778
E01032773,6,5,9,8,8,10,1,5,19572,14738,28681,24940,23973,29625,1702,14492
E01032774,3,3,3,3,2,6,2,4,7916,7419,9525,9669,6497,17007,3435,12927
E01032775,8,9,10,6,6,9,4,4,25292,27216,31102,18922,19212,28814,11148,11011
E01032776,8,10,10,8,8,7,2,3,24799,30953,32658,26033,23493,20097,5773,7451
E01032777,5,5,6,8,5,8,1,5,15657,13510,18860,23529,15462,26260,1926,14240
E01032778,6,8,10,7,7,4,2,1,16614,24431,30655,21307,20479,10526,4550,1275
E01032779,6,6,9,7,7,9,2,1,16738,18664,27433,20253,20410,28494,4664,1361
E01032780,6,7,10,9,7,6,2,1,17778,22013,31959,29420,21797,18773,6476,412
E01032781,7,5,8,9,6,8,4,3,21416,15950,25130,29362,19222,25023,11289,8355
E01032782,5,5,8,6,6,8,1,2,14749,16390,25283,18407,18715,24499,1303,4073
E01032783,5,4,6,8,5,6,4,4,16421,10649,19180,23572,15361,17212,9917,12385
E01032784,4,4,7,8,2,3,2,3,12196,12658,22534,25386,5757,7363,4009,9415
E01032785,5,4,6,9,6,8,2,1,13712,9910,18462,27568,19599,23414,6251,2065
E01032786,3,3,3,6,4,5,3,4,9758,6766,8275,16614,12129,14275,8794,11212
E01032787,2,2,3,3,5,2,2,4,6192,3443,7888,9671,15846,4120,5724,12058
E01032788,3,3,4,7,3,2,3,3,9722,7081,12691,21071,9257,5560,9739,8348
E01032789,6,6,8,9,8,8,3,1,16892,18362,25508,27583,23643,24813,6800,585
E01032790,5,5,8,9,6,8,2,1,16130,13323,23965,28228,17000,24211,5915,2569
E01032792,8,7,8,10,7,3,5,7,23710,22016,23525,31849,20675,8714,13735,22234
E01032794,8,9,8,10,9,8,1,4,23538,28043,24732,31870,27462,24957,2830,10586
E01032795,7,7,7,8,10,10,3,1,20186,21071,21793,25181,29611,30317,6675,3065
E01032797,6,10,10,9,9,2,4,1,19395,32190,32710,27586,29012,4830,12798,526
